Date,Saba Interest Rate Hedged CEFEtf_Open_average,Saba Interest Rate Hedged CEFEtf_Open_max,Saba Interest Rate Hedged CEFEtf_Open_min,Saba Interest Rate Hedged CEFEtf_High_average,Saba Interest Rate Hedged CEFEtf_High_max,Saba Interest Rate Hedged CEFEtf_High_min,Saba Interest Rate Hedged CEFEtf_Low_average,Saba Interest Rate Hedged CEFEtf_Low_max,Saba Interest Rate Hedged CEFEtf_Low_min,Saba Interest Rate Hedged CEFEtf_Close_average,Saba Interest Rate Hedged CEFEtf_Close_max,Saba Interest Rate Hedged CEFEtf_Close_min
2018-04-08,-0.5894027701047077,-0.5894027701047077,-0.5894027701047077,-0.6931251926039804,-0.6931251926039804,-0.6931251926039804,-0.6169465168131887,-0.6169465168131887,-0.6169465168131887,-0.6917764437965861,-0.6917764437965861,-0.6917764437965861
2018-04-15,-0.9045866733966733,-0.9045866733966733,-0.9045866733966733,-0.9476985005439429,-0.9476985005439429,-0.9476985005439429,-0.7379906549933232,-0.7379906549933232,-0.7379906549933232,-0.8906478904843635,-0.8906478904843635,-0.8906478904843635
2018-04-22,-0.8802098485516584,-0.8802098485516584,-0.8802098485516584,-0.8844082983027025,-0.8844082983027025,-0.8844082983027025,-0.667151889773888,-0.667151889773888,-0.667151889773888,-0.7417057736987647,-0.7417057736987647,-0.7417057736987647
2018-04-29,-1.0051449727561803,-1.0051449727561803,-1.0051449727561803,-0.9247808337096574,-0.9247808337096574,-0.9247808337096574,-0.7967136944492859,-0.7967136944492859,-0.7967136944492859,-0.8549277694665169,-0.8549277694665169,-0.8549277694665169
2018-05-06,-0.5461221167203895,-0.5461221167203895,-0.5461221167203895,-0.5415292747024626,-0.5415292747024626,-0.5415292747024626,-0.4380032371464094,-0.4380032371464094,-0.4380032371464094,-0.4368104778666474,-0.4368104778666474,-0.4368104778666474
2018-05-13,-0.6000710185242433,-0.6000710185242433,-0.6000710185242433,-0.6955325925093699,-0.6955325925093699,-0.6955325925093699,-0.486692287668395,-0.486692287668395,-0.486692287668395,-0.5410347895756247,-0.5410347895756247,-0.5410347895756247
2018-05-20,-1.7017623575836671,-1.7017623575836671,-1.7017623575836671,-1.6721933395306214,-1.6721933395306214,-1.6721933395306214,-1.6478749668942618,-1.6478749668942618,-1.6478749668942618,-1.5948023599286423,-1.5948023599286423,-1.5948023599286423
2018-05-27,-1.3087949759968094,-1.3087949759968094,-1.3087949759968094,-1.2910285543602704,-1.2910285543602704,-1.2910285543602704,-1.6144614362769012,-1.6144614362769012,-1.6144614362769012,-1.5931976464362054,-1.5931976464362054,-1.5931976464362054
2018-06-03,-1.3538223004732428,-1.3538223004732428,-1.3538223004732428,-0.9429173152771162,-0.9429173152771162,-0.9429173152771162,-1.102014956385569,-1.102014956385569,-1.102014956385569,-0.9404432508543379,-0.9404432508543379,-0.9404432508543379
2018-06-10,-0.9981009909492434,-0.9981009909492434,-0.9981009909492434,-1.0589353558784682,-1.0589353558784682,-1.0589353558784682,-1.0397242962808058,-1.0397242962808058,-1.0397242962808058,-0.6756684246034257,-0.6756684246034257,-0.6756684246034257
2018-06-17,-1.658466174911906,-1.658466174911906,-1.658466174911906,-1.7687092186286553,-1.7687092186286553,-1.7687092186286553,-1.627798896845689,-1.627798896845689,-1.627798896845689,-1.7291783968293757,-1.7291783968293757,-1.7291783968293757
2018-06-24,-1.976047040118712,-1.976047040118712,-1.976047040118712,-1.8264693905007243,-1.8264693905007243,-1.8264693905007243,-1.7812908184587353,-1.7812908184587353,-1.7812908184587353,-1.708783088598788,-1.708783088598788,-1.708783088598788
2018-07-01,-1.792703758124622,-1.792703758124622,-1.792703758124622,-1.7478288402702442,-1.7478288402702442,-1.7478288402702442,-1.7326334538849466,-1.7326334538849466,-1.7326334538849466,-1.5383117114177713,-1.5383117114177713,-1.5383117114177713
2018-07-08,-0.9968263534532188,-0.9968263534532188,-0.9968263534532188,-1.071162054210984,-1.071162054210984,-1.071162054210984,-0.9277892836269047,-0.9277892836269047,-0.9277892836269047,-0.9302702964323865,-0.9302702964323865,-0.9302702964323865
2018-07-15,-0.9331463255610324,-0.9331463255610324,-0.9331463255610324,-1.1185976901284704,-1.1185976901284704,-1.1185976901284704,-1.2670331781767226,-1.2670331781767226,-1.2670331781767226,-1.3173091159331753,-1.3173091159331753,-1.3173091159331753
2018-07-22,-0.8412997291756246,-0.8412997291756246,-0.8412997291756246,-0.7120662703233782,-0.7120662703233782,-0.7120662703233782,-0.6777461999410463,-0.6777461999410463,-0.6777461999410463,-0.5054107711679994,-0.5054107711679994,-0.5054107711679994
