Date,First Trust RiverFront Dynamic Asia PacificEtf_Open_average,First Trust RiverFront Dynamic Asia PacificEtf_Open_max,First Trust RiverFront Dynamic Asia PacificEtf_Open_min,First Trust RiverFront Dynamic Asia PacificEtf_High_average,First Trust RiverFront Dynamic Asia PacificEtf_High_max,First Trust RiverFront Dynamic Asia PacificEtf_High_min,First Trust RiverFront Dynamic Asia PacificEtf_Low_average,First Trust RiverFront Dynamic Asia PacificEtf_Low_max,First Trust RiverFront Dynamic Asia PacificEtf_Low_min,First Trust RiverFront Dynamic Asia PacificEtf_Close_average,First Trust RiverFront Dynamic Asia PacificEtf_Close_max,First Trust RiverFront Dynamic Asia PacificEtf_Close_min
2018-04-08,-0.5374703205913074,-0.5374703205913074,-0.5374703205913074,-0.6701058716445195,-0.6701058716445195,-0.6701058716445195,-0.5257498274795828,-0.5257498274795828,-0.5257498274795828,-0.6773362919624142,-0.6773362919624142,-0.6773362919624142
2018-04-15,-0.3801878613647546,-0.3801878613647546,-0.3801878613647546,-0.49756029719341704,-0.49756029719341704,-0.49756029719341704,-0.3139019258721891,-0.3139019258721891,-0.3139019258721891,-0.45461048721120617,-0.45461048721120617,-0.45461048721120617
2018-04-22,-0.3429945458171044,-0.3429945458171044,-0.3429945458171044,-0.4606609629888052,-0.4606609629888052,-0.4606609629888052,-0.1495583982474657,-0.1495583982474657,-0.1495583982474657,-0.3343408559930105,-0.3343408559930105,-0.3343408559930105
2018-04-29,-0.5705607144540393,-0.5705607144540393,-0.5705607144540393,-0.2724598912167593,-0.2724598912167593,-0.2724598912167593,-0.24179411524593278,-0.24179411524593278,-0.24179411524593278,0.0063596494326402676,0.0063596494326402676,0.0063596494326402676
2018-05-06,0.8153826653611466,0.8153826653611466,0.8153826653611466,0.5439381860600601,0.5439381860600601,0.5439381860600601,0.5326942406243655,0.5326942406243655,0.5326942406243655,0.35561060140375766,0.35561060140375766,0.35561060140375766
2018-05-13,1.077043550703646,1.077043550703646,1.077043550703646,0.9951248249950518,0.9951248249950518,0.9951248249950518,1.0618297214303605,1.0618297214303605,1.0618297214303605,0.8279006788021295,0.8279006788021295,0.8279006788021295
2018-05-20,0.26194994314656916,0.26194994314656916,0.26194994314656916,0.027909702247118678,0.027909702247118678,0.027909702247118678,0.34569078428695693,0.34569078428695693,0.34569078428695693,0.23382210955843372,0.23382210955843372,0.23382210955843372
2018-05-27,-0.44518295742415726,-0.44518295742415726,-0.44518295742415726,-0.4811117660882251,-0.4811117660882251,-0.4811117660882251,0.020285803251916763,0.020285803251916763,0.020285803251916763,-0.04718471221358475,-0.04718471221358475,-0.04718471221358475
2018-06-03,0.6503383704782207,0.6503383704782207,0.6503383704782207,0.506169929022985,0.506169929022985,0.506169929022985,0.7350955732171075,0.7350955732171075,0.7350955732171075,0.6015041588857751,0.6015041588857751,0.6015041588857751
2018-06-10,-0.9625539766371282,-0.9625539766371282,-0.9625539766371282,-1.2373967560029648,-1.2373967560029648,-1.2373967560029648,-0.6067698720605521,-0.6067698720605521,-0.6067698720605521,-0.7534085347261115,-0.7534085347261115,-0.7534085347261115
2018-06-17,-2.605580681219557,-2.605580681219557,-2.605580681219557,-2.739181467747585,-2.739181467747585,-2.739181467747585,-2.498641054898069,-2.498641054898069,-2.498641054898069,-2.576195944356384,-2.576195944356384,-2.576195944356384
