Date,ValueShares Int Quantitative ValueEtf_Open_average,ValueShares Int Quantitative ValueEtf_Open_max,ValueShares Int Quantitative ValueEtf_Open_min,ValueShares Int Quantitative ValueEtf_High_average,ValueShares Int Quantitative ValueEtf_High_max,ValueShares Int Quantitative ValueEtf_High_min,ValueShares Int Quantitative ValueEtf_Low_average,ValueShares Int Quantitative ValueEtf_Low_max,ValueShares Int Quantitative ValueEtf_Low_min,ValueShares Int Quantitative ValueEtf_Close_average,ValueShares Int Quantitative ValueEtf_Close_max,ValueShares Int Quantitative ValueEtf_Close_min
2018-04-08,-0.06056606557348119,-0.06056606557348119,-0.06056606557348119,-0.166716299249635,-0.166716299249635,-0.166716299249635,0.026053400174361373,0.026053400174361373,0.026053400174361373,-0.1547904432492714,-0.1547904432492714,-0.1547904432492714
2018-04-15,0.4494505342553427,0.4494505342553427,0.4494505342553427,0.37540342851504166,0.37540342851504166,0.37540342851504166,0.5404258081060944,0.5404258081060944,0.5404258081060944,0.45955598425290867,0.45955598425290867,0.45955598425290867
2018-04-22,-0.061812304981967,-0.061812304981967,-0.061812304981967,-0.09441058582397524,-0.09441058582397524,-0.09441058582397524,0.21884934462299516,0.21884934462299516,0.21884934462299516,0.09777713331539067,0.09777713331539067,0.09777713331539067
2018-04-29,-0.12639374334057585,-0.12639374334057585,-0.12639374334057585,-0.15422776616133024,-0.15422776616133024,-0.15422776616133024,0.14468972873823924,0.14468972873823924,0.14468972873823924,-0.01612241017165045,-0.01612241017165045,-0.01612241017165045
2018-05-06,0.6578227881286061,0.6578227881286061,0.6578227881286061,0.8020270125259102,0.8020270125259102,0.8020270125259102,0.7128920835773876,0.7128920835773876,0.7128920835773876,0.7676156911423454,0.7676156911423454,0.7676156911423454
2018-05-13,0.08377078165834219,0.08377078165834219,0.08377078165834219,-0.16393582197827727,-0.16393582197827727,-0.16393582197827727,0.14159526487455323,0.14159526487455323,0.14159526487455323,-0.02912415949068603,-0.02912415949068603,-0.02912415949068603
2018-05-20,-1.7738890150146878,-1.7738890150146878,-1.7738890150146878,-1.8264636666521241,-1.8264636666521241,-1.8264636666521241,-1.4195406653506641,-1.4195406653506641,-1.4195406653506641,-1.4372185260421786,-1.4372185260421786,-1.4372185260421786
2018-05-27,-1.4446330982809024,-1.4446330982809024,-1.4446330982809024,-1.4455727548901034,-1.4455727548901034,-1.4455727548901034,-1.157517429951012,-1.157517429951012,-1.157517429951012,-1.2162023352424827,-1.2162023352424827,-1.2162023352424827
2018-06-03,-0.3103791123703015,-0.3103791123703015,-0.3103791123703015,-0.1657581310655056,-0.1657581310655056,-0.1657581310655056,-0.12409026591870952,-0.12409026591870952,-0.12409026591870952,0.022917180965522116,0.022917180965522116,0.022917180965522116
2018-06-10,-1.1180946509125984,-1.1180946509125984,-1.1180946509125984,-1.2108242622020364,-1.2108242622020364,-1.2108242622020364,-1.162766954793486,-1.162766954793486,-1.162766954793486,-1.220765915636126,-1.220765915636126,-1.220765915636126
2018-06-17,-2.4243661358379995,-2.4243661358379995,-2.4243661358379995,-2.4471755462497606,-2.4471755462497606,-2.4471755462497606,-2.455448552096189,-2.455448552096189,-2.455448552096189,-2.4783871488657603,-2.4783871488657603,-2.4783871488657603
2018-06-24,-2.1130862181801424,-2.1130862181801424,-2.1130862181801424,-2.0595923896376633,-2.0595923896376633,-2.0595923896376633,-2.0019558134248685,-2.0019558134248685,-2.0019558134248685,-2.002653618341597,-2.002653618341597,-2.002653618341597
2018-07-01,-1.8452999670437344,-1.8452999670437344,-1.8452999670437344,-1.7351618986372204,-1.7351618986372204,-1.7351618986372204,-1.7581206902782371,-1.7581206902782371,-1.7581206902782371,-1.6616870699618063,-1.6616870699618063,-1.6616870699618063
2018-07-08,-1.5041791563538718,-1.5041791563538718,-1.5041791563538718,-1.4642677220100317,-1.4642677220100317,-1.4642677220100317,-1.4484506359271163,-1.4484506359271163,-1.4484506359271163,-1.394107126529825,-1.394107126529825,-1.394107126529825
2018-07-15,-1.08396837605807,-1.08396837605807,-1.08396837605807,-1.115351414793435,-1.115351414793435,-1.115351414793435,-1.0297218699847637,-1.0297218699847637,-1.0297218699847637,-1.0339773556977838,-1.0339773556977838,-1.0339773556977838
2018-07-22,-0.3063711524568318,-0.3063711524568318,-0.3063711524568318,-0.36223270610704306,-0.36223270610704306,-0.36223270610704306,-0.39771119815901085,-0.39771119815901085,-0.39771119815901085,-0.4258897034133437,-0.4258897034133437,-0.4258897034133437
2018-07-29,-0.8939659387222043,-0.8939659387222043,-0.8939659387222043,-0.8401256566155271,-0.8401256566155271,-0.8401256566155271,-0.8357830552045299,-0.8357830552045299,-0.8357830552045299,-0.7592430704499039,-0.7592430704499039,-0.7592430704499039
2018-08-05,-1.135404270356097,-1.135404270356097,-1.135404270356097,-1.2377289193431988,-1.2377289193431988,-1.2377289193431988,-1.2492231025290157,-1.2492231025290157,-1.2492231025290157,-1.259297805206977,-1.259297805206977,-1.259297805206977
2018-08-12,-1.5256122185662537,-1.5256122185662537,-1.5256122185662537,-1.387361861510231,-1.387361861510231,-1.387361861510231,-1.5051958419958655,-1.5051958419958655,-1.5051958419958655,-1.324231473499362,-1.324231473499362,-1.324231473499362
2018-08-19,-0.7640624646598335,-0.7640624646598335,-0.7640624646598335,-0.8641317105442379,-0.8641317105442379,-0.8641317105442379,-0.7185444041773693,-0.7185444041773693,-0.7185444041773693,-0.8330265810494925,-0.8330265810494925,-0.8330265810494925
2018-08-26,-0.5455184505439412,-0.5455184505439412,-0.5455184505439412,-0.5221920715582935,-0.5221920715582935,-0.5221920715582935,-0.5380955962717393,-0.5380955962717393,-0.5380955962717393,-0.6470642967201602,-0.6470642967201602,-0.6470642967201602
2018-09-02,-1.9272677010635444,-1.9272677010635444,-1.9272677010635444,-2.0319381198004973,-2.0319381198004973,-2.0319381198004973,-1.998842059670329,-1.998842059670329,-1.998842059670329,-2.081018143924186,-2.081018143924186,-2.081018143924186
2018-09-09,-0.6886465268793405,-0.6886465268793405,-0.6886465268793405,-0.8059036617409583,-0.8059036617409583,-0.8059036617409583,-0.7201734118342896,-0.7201734118342896,-0.7201734118342896,-0.8104769641996622,-0.8104769641996622,-0.8104769641996622
