Date,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Open_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Open_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Open_min,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_High_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_High_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_High_min,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Low_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Low_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Low_min,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Close_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Close_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Close_min
2018-04-08,-0.7872054649680255,-0.7872054649680255,-0.7872054649680255,-0.9896490933091591,-0.9896490933091591,-0.9896490933091591,-0.7769736393988016,-0.7769736393988016,-0.7769736393988016,-0.9372201627145139,-0.9372201627145139,-0.9372201627145139
2018-04-15,-0.9478764018001689,-0.9478764018001689,-0.9478764018001689,-1.111942434130894,-1.111942434130894,-1.111942434130894,-0.7007558786511423,-0.7007558786511423,-0.7007558786511423,-0.8969602784520551,-0.8969602784520551,-0.8969602784520551
2018-04-22,-1.0797460408930442,-1.0797460408930442,-1.0797460408930442,-1.0602454630611493,-1.0602454630611493,-1.0602454630611493,-0.6579978948611683,-0.6579978948611683,-0.6579978948611683,-0.7409488467835891,-0.7409488467835891,-0.7409488467835891
2018-04-29,-1.81455599136072,-1.81455599136072,-1.81455599136072,-1.449108679762679,-1.449108679762679,-1.449108679762679,-1.3196531919156638,-1.3196531919156638,-1.3196531919156638,-1.2311825898675315,-1.2311825898675315,-1.2311825898675315
2018-05-06,-0.44687277092168154,-0.44687277092168154,-0.44687277092168154,-0.7019145305147138,-0.7019145305147138,-0.7019145305147138,-0.4011630270776437,-0.4011630270776437,-0.4011630270776437,-0.5879158477891484,-0.5879158477891484,-0.5879158477891484
2018-05-13,-1.4522224276389588,-1.4522224276389588,-1.4522224276389588,-1.6242994581747576,-1.6242994581747576,-1.6242994581747576,-1.294361865227295,-1.294361865227295,-1.294361865227295,-1.3214014354158623,-1.3214014354158623,-1.3214014354158623
2018-05-20,-1.4814359409194695,-1.4814359409194695,-1.4814359409194695,-1.5704429871754677,-1.5704429871754677,-1.5704429871754677,-1.2842321262218197,-1.2842321262218197,-1.2842321262218197,-1.3878866250037327,-1.3878866250037327,-1.3878866250037327
2018-05-27,-1.3358339901385161,-1.3358339901385161,-1.3358339901385161,-1.2432236518871136,-1.2432236518871136,-1.2432236518871136,-1.15735972380024,-1.15735972380024,-1.15735972380024,-1.0484260900087137,-1.0484260900087137,-1.0484260900087137
2018-06-03,-0.9759070329226238,-0.9759070329226238,-0.9759070329226238,-1.0076536459362175,-1.0076536459362175,-1.0076536459362175,-1.001007764413028,-1.001007764413028,-1.001007764413028,-0.8373088547450874,-0.8373088547450874,-0.8373088547450874
2018-06-10,-1.8760711338233778,-1.8760711338233778,-1.8760711338233778,-1.966451600367,-1.966451600367,-1.966451600367,-2.0252708659419976,-2.0252708659419976,-2.0252708659419976,-2.0772379951189643,-2.0772379951189643,-2.0772379951189643
