Date,ProShares UltraPro Short Russell2000Etf_Open_average,ProShares UltraPro Short Russell2000Etf_Open_max,ProShares UltraPro Short Russell2000Etf_Open_min,ProShares UltraPro Short Russell2000Etf_High_average,ProShares UltraPro Short Russell2000Etf_High_max,ProShares UltraPro Short Russell2000Etf_High_min,ProShares UltraPro Short Russell2000Etf_Low_average,ProShares UltraPro Short Russell2000Etf_Low_max,ProShares UltraPro Short Russell2000Etf_Low_min,ProShares UltraPro Short Russell2000Etf_Close_average,ProShares UltraPro Short Russell2000Etf_Close_max,ProShares UltraPro Short Russell2000Etf_Close_min
2018-04-08,-0.8838866181147713,-0.8838866181147713,-0.8838866181147713,-0.6257529829670753,-0.6257529829670753,-0.6257529829670753,-0.5893102481422,-0.5893102481422,-0.5893102481422,-0.46188245069189604,-0.46188245069189604,-0.46188245069189604
2018-04-15,-0.9825387934116013,-0.9825387934116013,-0.9825387934116013,-0.9347731592734017,-0.9347731592734017,-0.9347731592734017,-0.9466460488576683,-0.9466460488576683,-0.9466460488576683,-0.900538357313409,-0.900538357313409,-0.900538357313409
2018-04-22,-0.769735140958617,-0.769735140958617,-0.769735140958617,-0.7099572870849283,-0.7099572870849283,-0.7099572870849283,-0.6036592298157113,-0.6036592298157113,-0.6036592298157113,-0.7458207723383405,-0.7458207723383405,-0.7458207723383405
2018-04-29,-0.32281602801628245,-0.32281602801628245,-0.32281602801628245,-0.45380047275238133,-0.45380047275238133,-0.45380047275238133,-0.8631480740850348,-0.8631480740850348,-0.8631480740850348,-0.8876960829233709,-0.8876960829233709,-0.8876960829233709
2018-05-06,-1.7826615513897786,-1.7826615513897786,-1.7826615513897786,-1.869419744027457,-1.869419744027457,-1.869419744027457,-1.9317914728260088,-1.9317914728260088,-1.9317914728260088,-1.8515651459573248,-1.8515651459573248,-1.8515651459573248
2018-05-13,-1.855485439248651,-1.855485439248651,-1.855485439248651,-1.8893583143920103,-1.8893583143920103,-1.8893583143920103,-1.9978094229167946,-1.9978094229167946,-1.9978094229167946,-1.850023526826666,-1.850023526826666,-1.850023526826666
2018-05-20,-1.499094883057673,-1.499094883057673,-1.499094883057673,-1.5232709570826632,-1.5232709570826632,-1.5232709570826632,-1.5963227269284503,-1.5963227269284503,-1.5963227269284503,-1.4909719229872667,-1.4909719229872667,-1.4909719229872667
2018-05-27,-1.7281645472154823,-1.7281645472154823,-1.7281645472154823,-1.6057883516778022,-1.6057883516778022,-1.6057883516778022,-1.7903309773344858,-1.7903309773344858,-1.7903309773344858,-1.5805252452513716,-1.5805252452513716,-1.5805252452513716
2018-06-03,-1.706688270419847,-1.706688270419847,-1.706688270419847,-1.6319580439374455,-1.6319580439374455,-1.6319580439374455,-1.7832428656108879,-1.7832428656108879,-1.7832428656108879,-1.6538320782151783,-1.6538320782151783,-1.6538320782151783
2018-06-10,-1.530953930513907,-1.530953930513907,-1.530953930513907,-1.4422190311758807,-1.4422190311758807,-1.4422190311758807,-1.6008468188783058,-1.6008468188783058,-1.6008468188783058,-1.503632492659032,-1.503632492659032,-1.503632492659032
2018-06-17,-1.508609375571737,-1.508609375571737,-1.508609375571737,-1.3287115266253071,-1.3287115266253071,-1.3287115266253071,-1.517287556849958,-1.517287556849958,-1.517287556849958,-1.3201082115685714,-1.3201082115685714,-1.3201082115685714
