Date,iShares MSCI India Small-CapEtf_Open_average,iShares MSCI India Small-CapEtf_Open_max,iShares MSCI India Small-CapEtf_Open_min,iShares MSCI India Small-CapEtf_High_average,iShares MSCI India Small-CapEtf_High_max,iShares MSCI India Small-CapEtf_High_min,iShares MSCI India Small-CapEtf_Low_average,iShares MSCI India Small-CapEtf_Low_max,iShares MSCI India Small-CapEtf_Low_min,iShares MSCI India Small-CapEtf_Close_average,iShares MSCI India Small-CapEtf_Close_max,iShares MSCI India Small-CapEtf_Close_min
2018-04-08,-0.17034692487555134,-0.17034692487555134,-0.17034692487555134,-0.14748920982123526,-0.14748920982123526,-0.14748920982123526,0.05330893473464166,0.05330893473464166,0.05330893473464166,-0.08187829045816475,-0.08187829045816475,-0.08187829045816475
2018-04-15,-0.1292152165073332,-0.1292152165073332,-0.1292152165073332,-0.2445406787525573,-0.2445406787525573,-0.2445406787525573,-0.04941101834903902,-0.04941101834903902,-0.04941101834903902,-0.13634473170546713,-0.13634473170546713,-0.13634473170546713
2018-04-22,0.20812389290093675,0.20812389290093675,0.20812389290093675,0.05608997718540736,0.05608997718540736,0.05608997718540736,0.4905587006313782,0.4905587006313782,0.4905587006313782,0.20469377844995287,0.20469377844995287,0.20469377844995287
2018-04-29,-0.8005174097416216,-0.8005174097416216,-0.8005174097416216,-0.7081995453955751,-0.7081995453955751,-0.7081995453955751,-0.4603727002017609,-0.4603727002017609,-0.4603727002017609,-0.3697003743591747,-0.3697003743591747,-0.3697003743591747
2018-05-06,-0.9604635184902632,-0.9604635184902632,-0.9604635184902632,-1.1935309099726268,-1.1935309099726268,-1.1935309099726268,-0.9018776179847212,-0.9018776179847212,-0.9018776179847212,-0.9850112532299012,-0.9850112532299012,-0.9850112532299012
2018-05-13,-2.1282912316034035,-2.1282912316034035,-2.1282912316034035,-2.117546043724591,-2.117546043724591,-2.117546043724591,-1.9749288337188597,-1.9749288337188597,-1.9749288337188597,-1.9960389675222423,-1.9960389675222423,-1.9960389675222423
2018-05-20,-1.907352643139478,-1.907352643139478,-1.907352643139478,-1.798965598423145,-1.798965598423145,-1.798965598423145,-1.6595581398913009,-1.6595581398913009,-1.6595581398913009,-1.5552037342122482,-1.5552037342122482,-1.5552037342122482
2018-05-27,-1.481227804021711,-1.481227804021711,-1.481227804021711,-1.3903778819514059,-1.3903778819514059,-1.3903778819514059,-1.2426988036862237,-1.2426988036862237,-1.2426988036862237,-1.203055029674402,-1.203055029674402,-1.203055029674402
2018-06-03,-1.3573057150868244,-1.3573057150868244,-1.3573057150868244,-1.358137609189347,-1.358137609189347,-1.358137609189347,-1.288208414267031,-1.288208414267031,-1.288208414267031,-1.2062006724560994,-1.2062006724560994,-1.2062006724560994
2018-06-10,-1.2660417815539076,-1.2660417815539076,-1.2660417815539076,-1.3705267869327202,-1.3705267869327202,-1.3705267869327202,-1.320338914786249,-1.320338914786249,-1.320338914786249,-1.276579483382424,-1.276579483382424,-1.276579483382424
