Date,DB Gold Double Long Exp 15 Feb 2038Etf_Open_average,DB Gold Double Long Exp 15 Feb 2038Etf_Open_max,DB Gold Double Long Exp 15 Feb 2038Etf_Open_min,DB Gold Double Long Exp 15 Feb 2038Etf_High_average,DB Gold Double Long Exp 15 Feb 2038Etf_High_max,DB Gold Double Long Exp 15 Feb 2038Etf_High_min,DB Gold Double Long Exp 15 Feb 2038Etf_Low_average,DB Gold Double Long Exp 15 Feb 2038Etf_Low_max,DB Gold Double Long Exp 15 Feb 2038Etf_Low_min,DB Gold Double Long Exp 15 Feb 2038Etf_Close_average,DB Gold Double Long Exp 15 Feb 2038Etf_Close_max,DB Gold Double Long Exp 15 Feb 2038Etf_Close_min
2018-04-08,0.3838140631361394,0.3838140631361394,0.3838140631361394,0.6169127286155406,0.6169127286155406,0.6169127286155406,0.6444907124721274,0.6444907124721274,0.6444907124721274,0.8448173817563333,0.8448173817563333,0.8448173817563333
2018-04-15,0.1109462526252902,0.1109462526252902,0.1109462526252902,-0.03392835387552273,-0.03392835387552273,-0.03392835387552273,0.2310644444084106,0.2310644444084106,0.2310644444084106,0.10369903055740351,0.10369903055740351,0.10369903055740351
2018-04-22,-0.762783945260653,-0.762783945260653,-0.762783945260653,-0.9487759564770736,-0.9487759564770736,-0.9487759564770736,-0.7253567201728882,-0.7253567201728882,-0.7253567201728882,-0.8400778254003983,-0.8400778254003983,-0.8400778254003983
2018-04-29,-1.5924177903477812,-1.5924177903477812,-1.5924177903477812,-1.4037276869694346,-1.4037276869694346,-1.4037276869694346,-1.4259345227680895,-1.4259345227680895,-1.4259345227680895,-1.3611861125817257,-1.3611861125817257,-1.3611861125817257
2018-05-06,-0.7200603704714316,-0.7200603704714316,-0.7200603704714316,-0.8620679432195454,-0.8620679432195454,-0.8620679432195454,-0.7704353035793572,-0.7704353035793572,-0.7704353035793572,-1.0661200785361462,-1.0661200785361462,-1.0661200785361462
2018-05-13,-2.438026635501416,-2.438026635501416,-2.438026635501416,-2.309053433297005,-2.309053433297005,-2.309053433297005,-2.3287942429610196,-2.3287942429610196,-2.3287942429610196,-2.320657427248226,-2.320657427248226,-2.320657427248226
2018-05-20,-1.193739500070224,-1.193739500070224,-1.193739500070224,-1.3354967951928163,-1.3354967951928163,-1.3354967951928163,-1.2819619563402886,-1.2819619563402886,-1.2819619563402886,-1.4689289605998825,-1.4689289605998825,-1.4689289605998825
2018-05-27,-1.5371993444467655,-1.5371993444467655,-1.5371993444467655,-1.5118911310060583,-1.5118911310060583,-1.5118911310060583,-1.502742504926412,-1.502742504926412,-1.502742504926412,-1.6020723344236112,-1.6020723344236112,-1.6020723344236112
2018-06-03,-1.1626394221092415,-1.1626394221092415,-1.1626394221092415,-1.189696039441434,-1.189696039441434,-1.189696039441434,-1.064151440849308,-1.064151440849308,-1.064151440849308,-1.1272347144867463,-1.1272347144867463,-1.1272347144867463
2018-06-10,-1.3659843479488212,-1.3659843479488212,-1.3659843479488212,-1.441922681352919,-1.441922681352919,-1.441922681352919,-1.7468350280691542,-1.7468350280691542,-1.7468350280691542,-1.6683196254397445,-1.6683196254397445,-1.6683196254397445
2018-06-17,-1.8390269334310654,-1.8390269334310654,-1.8390269334310654,-1.8478109564380232,-1.8478109564380232,-1.8478109564380232,-1.7289702486266048,-1.7289702486266048,-1.7289702486266048,-1.7531397932326456,-1.7531397932326456,-1.7531397932326456
2018-06-24,-1.9484307159531018,-1.9484307159531018,-1.9484307159531018,-1.8755750731650862,-1.8755750731650862,-1.8755750731650862,-1.911401734452434,-1.911401734452434,-1.911401734452434,-1.8759598604468137,-1.8759598604468137,-1.8759598604468137
