Date,NRIM_Open_average,NRIM_Open_max,NRIM_Open_min,NRIM_Open_volatility,NRIM_Open_change,NRIM_High_average,NRIM_High_max,NRIM_High_min,NRIM_High_volatility,NRIM_High_change,NRIM_Low_average,NRIM_Low_max,NRIM_Low_min,NRIM_Low_volatility,NRIM_Low_change,NRIM_Close_average,NRIM_Close_max,NRIM_Close_min,NRIM_Close_volatility,NRIM_Close_change,NRIM_Volume_average,NRIM_Volume_max,NRIM_Volume_min,NRIM_Volume_volatility,NRIM_Volume_change
2018-01-14,34.682500000000005,35.13,34.4,0.730000000000004,-0.730000000000004,35.1,35.7,34.8,0.9000000000000057,-0.8000000000000043,34.1875,34.25,34.15,0.10000000000000142,-0.10000000000000142,34.65,34.9,34.45,0.44999999999999574,0.44999999999999574,8930,10653,7498,3155,-3155
2018-01-21,34.39,34.9,34.1,0.7999999999999972,-0.6499999999999986,34.604,35.12,34.25,0.8699999999999974,-0.8699999999999974,33.942,34.35,33.6,0.75,-0.6499999999999986,34.11,34.4,33.85,0.5499999999999972,-0.3999999999999986,15495,33483,5885,27598,-24125
2018-01-28,33.410000000000004,34.0,32.7,1.2999999999999972,-1.2999999999999972,33.64,34.1,33.15,0.9500000000000028,-0.6499999999999986,33.15,33.65,32.6,1.0499999999999972,-1.0499999999999972,33.42,33.75,32.8,0.9500000000000028,-0.29999999999999716,8138,10604,5648,4956,3668
2018-02-04,33.19,33.35,33.0,0.3500000000000014,0.20000000000000284,33.68,34.2,33.45,0.75,0.7000000000000028,33.07,33.35,33.0,0.3500000000000014,0.3500000000000014,33.3,34.05,33.0,1.0499999999999972,1.0499999999999972,22271,33529,11005,22524,-17065
2018-02-11,33.900000000000006,34.45,33.45,1.0,-0.75,34.11,34.6,33.8,0.8000000000000043,-0.8000000000000043,33.480000000000004,33.7,33.25,0.45000000000000284,-0.25,33.88,34.5,33.5,1.0,-0.75,14356,20815,7315,13500,-12138
2018-02-18,33.5875,33.8,33.35,0.44999999999999574,-0.44999999999999574,34.0125,34.3,33.8,0.5,0.15000000000000568,33.325,33.55,33.2,0.3499999999999943,0.09999999999999432,33.65,33.85,33.5,0.3500000000000014,0.14999999999999858,9544,10800,9090,1710,27
2018-02-25,33.91,34.55,33.3,1.25,-0.29999999999999716,34.388000000000005,35.09,33.7,1.3900000000000006,0.0,33.58,34.0,33.15,0.8500000000000014,-0.29999999999999716,33.93,34.45,33.25,1.2000000000000028,0.05000000000000426,22308,58436,5613,52823,43501
2018-03-04,35.49,36.05,34.6,1.4499999999999957,1.3999999999999986,35.839999999999996,36.05,35.15,0.8999999999999986,0.8999999999999986,35.18,35.6,34.45,1.1499999999999986,1.1499999999999986,35.64,36.05,35.05,1.0,0.6000000000000014,15044,24623,9072,15551,-11525
2018-03-11,35.83,36.0,35.55,0.45000000000000284,-0.05000000000000426,36.03,36.05,36.0,0.04999999999999716,0.04999999999999716,35.6,35.8,35.3,0.5,-0.05000000000000426,35.910000000000004,36.05,35.6,0.44999999999999574,0.04999999999999716,15084,36638,7399,29239,29239
2018-03-18,35.71,36.0,35.3,0.7000000000000028,-0.7000000000000028,35.888,36.05,35.3,0.75,-0.75,35.2,35.85,34.0,1.8500000000000014,-1.8500000000000014,35.42,36.05,34.05,2.0,-2.0,11621,16501,6185,10316,568
2018-03-25,34.4375,34.6,34.1,0.5,-0.04999999999999716,34.725,34.85,34.45,0.3999999999999986,0.0,34.175,34.5,33.8,0.7000000000000028,0.14999999999999858,34.4125,34.75,33.95,0.7999999999999972,-0.20000000000000284,11485,14132,8711,5421,-590
2018-04-01,34.47,34.95,34.1,0.8500000000000014,0.4000000000000057,34.71,34.95,34.4,0.5500000000000043,0.4000000000000057,34.08,34.7,33.55,1.1500000000000057,1.1000000000000014,34.46,34.9,34.05,0.8500000000000014,0.7000000000000028,9581,14426,5719,8707,6067
2018-04-08,35.42,36.05,35.0,1.0499999999999972,0.8999999999999986,35.69,36.1,35.15,0.9500000000000028,0.8999999999999986,35.16,35.8,34.75,1.0499999999999972,0.8500000000000014,35.43,35.95,34.75,1.2000000000000028,0.8500000000000014,9730,19147,4093,15054,-707
2018-04-15,35.739999999999995,35.8,35.55,0.25,-0.25,35.858000000000004,36.02,35.67,0.3500000000000014,-0.17999999999999972,35.589999999999996,35.65,35.5,0.14999999999999858,-0.10000000000000142,35.699999999999996,35.8,35.65,0.14999999999999858,-0.10000000000000142,7728,10568,5331,5237,1321
2018-04-22,35.56,35.85,35.3,0.5500000000000043,-0.19999999999999574,35.69,35.95,35.35,0.6000000000000014,-0.44999999999999574,35.32,35.55,35.1,0.44999999999999574,-0.3999999999999986,35.44,35.7,35.15,0.5500000000000043,-0.5500000000000043,8603,14752,2803,11949,1609
2018-04-29,35.6,36.05,35.2,0.8499999999999943,0.6499999999999986,35.88,36.2,35.4,0.8000000000000043,0.8000000000000043,35.45,35.95,35.1,0.8500000000000014,0.8500000000000014,35.81,36.2,35.2,1.0,1.0,20004,40701,10438,30263,20575
2018-05-06,37.31,38.3,36.3,2.0,2.0,37.81,38.35,36.9,1.4500000000000028,1.3999999999999986,37.12,37.7,36.25,1.4500000000000028,1.2999999999999972,37.589999999999996,38.15,36.9,1.25,0.75,21685,32040,13888,18152,-15403
2018-05-13,37.91,38.9,36.65,2.25,0.8999999999999986,38.434,39.15,37.1,2.049999999999997,0.9699999999999989,37.55,38.7,36.65,2.0500000000000043,2.0500000000000043,38.11,38.95,36.85,2.1000000000000014,2.0,20905,26472,13497,12975,-9222
