Date,First Trust Enhanced Short MaturityEtf_Open_average,First Trust Enhanced Short MaturityEtf_Open_max,First Trust Enhanced Short MaturityEtf_Open_min,First Trust Enhanced Short MaturityEtf_Open_volatility,First Trust Enhanced Short MaturityEtf_Open_change,First Trust Enhanced Short MaturityEtf_High_average,First Trust Enhanced Short MaturityEtf_High_max,First Trust Enhanced Short MaturityEtf_High_min,First Trust Enhanced Short MaturityEtf_High_volatility,First Trust Enhanced Short MaturityEtf_High_change,First Trust Enhanced Short MaturityEtf_Low_average,First Trust Enhanced Short MaturityEtf_Low_max,First Trust Enhanced Short MaturityEtf_Low_min,First Trust Enhanced Short MaturityEtf_Low_volatility,First Trust Enhanced Short MaturityEtf_Low_change,First Trust Enhanced Short MaturityEtf_Close_average,First Trust Enhanced Short MaturityEtf_Close_max,First Trust Enhanced Short MaturityEtf_Close_min,First Trust Enhanced Short MaturityEtf_Close_volatility,First Trust Enhanced Short MaturityEtf_Close_change
2019-09-22,60.17,60.17,60.17,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-09-29,60.11,60.11,60.11,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-10-06,60.13,60.13,60.13,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-10-13,60.13,60.13,60.13,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2019-10-20,60.17,60.17,60.17,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-10-27,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-11-03,60.1,60.1,60.1,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-11-10,60.12,60.12,60.12,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2019-11-17,60.15,60.15,60.15,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-11-24,60.07,60.07,60.07,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2019-12-01,60.1,60.1,60.1,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-12-08,60.11,60.11,60.11,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-12-15,60.12,60.12,60.12,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-12-22,60.06,60.06,60.06,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-12-29,60.09,60.09,60.09,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.1,60.1,60.1,0.0,0.0
