Date,PW_stock_Open_average,PW_stock_Open_max,PW_stock_Open_min,PW_stock_Open_volatility,PW_stock_Open_change,PW_stock_High_average,PW_stock_High_max,PW_stock_High_min,PW_stock_High_volatility,PW_stock_High_change,PW_stock_Low_average,PW_stock_Low_max,PW_stock_Low_min,PW_stock_Low_volatility,PW_stock_Low_change,PW_stock_Close_average,PW_stock_Close_max,PW_stock_Close_min,PW_stock_Close_volatility,PW_stock_Close_change,PW_stock_Volume_average,PW_stock_Volume_max,PW_stock_Volume_min,PW_stock_Volume_volatility,PW_stock_Volume_change
2018-01-14,6.109999999999999,6.19,6.06,0.13000000000000078,0.09000000000000075,6.1225000000000005,6.19,6.06,0.13000000000000078,0.040000000000000036,6.0625,6.1,6.0,0.09999999999999964,-0.09999999999999964,6.0775,6.15,6.01,0.14000000000000057,-0.14000000000000057,265,504,0,504,145
2018-01-21,6.088,6.17,6.02,0.15000000000000036,0.07000000000000028,6.114,6.2,6.04,0.16000000000000014,0.04999999999999982,6.07,6.11,6.02,0.09000000000000075,0.07000000000000028,6.08,6.12,6.04,0.08000000000000007,0.04999999999999982,594,1428,17,1411,-33
2018-01-28,6.126,6.2,6.04,0.16000000000000014,-0.040000000000000036,6.172000000000001,6.2,6.11,0.08999999999999986,-0.040000000000000036,6.066,6.11,6.04,0.07000000000000028,-0.019999999999999574,6.106,6.2,6.05,0.15000000000000036,0.010000000000000675,331,892,15,877,-490
2018-02-04,6.1033333333333335,6.17,6.07,0.09999999999999964,-0.09999999999999964,6.11,6.17,6.07,0.09999999999999964,-0.09999999999999964,6.096666666666667,6.15,6.07,0.08000000000000007,-0.08000000000000007,6.1033333333333335,6.15,6.07,0.08000000000000007,-0.08000000000000007,53,94,15,79,79
2018-02-11,6.075,6.14,6.04,0.09999999999999964,0.09999999999999964,6.0775,6.14,6.04,0.09999999999999964,0.08999999999999986,6.075,6.14,6.04,0.09999999999999964,0.09999999999999964,6.0775,6.14,6.04,0.09999999999999964,0.08999999999999986,526,1101,0,1101,-1101
2018-02-18,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.08,6.08,6.08,0.0,0.0,908,908,908,0,0
2018-02-25,6.09,6.18,6.04,0.13999999999999968,-0.009999999999999787,6.1066666666666665,6.18,6.04,0.13999999999999968,-0.05999999999999961,6.0633333333333335,6.1,6.04,0.05999999999999961,-0.009999999999999787,6.08,6.1,6.04,0.05999999999999961,-0.05999999999999961,289,327,240,87,-60
2018-03-04,6.016666666666667,6.05,6.0,0.04999999999999982,0.04999999999999982,6.1066666666666665,6.18,6.06,0.1200000000000001,-0.09999999999999964,6.016666666666667,6.05,6.0,0.04999999999999982,0.04999999999999982,6.06,6.08,6.04,0.040000000000000036,0.040000000000000036,1420,3378,256,3122,2750
2018-03-11,6.09,6.11,6.07,0.040000000000000036,0.040000000000000036,6.17,6.4,6.08,0.3200000000000003,0.3000000000000007,6.0825000000000005,6.11,6.07,0.040000000000000036,0.040000000000000036,6.1625,6.4,6.07,0.33000000000000007,0.3000000000000007,2708,9131,0,9131,8831
2018-03-18,6.095,6.17,6.01,0.16000000000000014,-0.14000000000000057,6.1525,6.17,6.14,0.03000000000000025,-0.010000000000000675,6.05,6.14,6.0,0.13999999999999968,-0.1299999999999999,6.1075,6.15,6.0,0.15000000000000036,0.0,576,1078,70,1008,377
