Date,Saba Interest Rate Hedged CEF_Open_average,Saba Interest Rate Hedged CEF_Open_max,Saba Interest Rate Hedged CEF_Open_min,Saba Interest Rate Hedged CEF_Open_volatility,Saba Interest Rate Hedged CEF_Open_change,Saba Interest Rate Hedged CEF_High_average,Saba Interest Rate Hedged CEF_High_max,Saba Interest Rate Hedged CEF_High_min,Saba Interest Rate Hedged CEF_High_volatility,Saba Interest Rate Hedged CEF_High_change,Saba Interest Rate Hedged CEF_Low_average,Saba Interest Rate Hedged CEF_Low_max,Saba Interest Rate Hedged CEF_Low_min,Saba Interest Rate Hedged CEF_Low_volatility,Saba Interest Rate Hedged CEF_Low_change,Saba Interest Rate Hedged CEF_Close_average,Saba Interest Rate Hedged CEF_Close_max,Saba Interest Rate Hedged CEF_Close_min,Saba Interest Rate Hedged CEF_Close_volatility,Saba Interest Rate Hedged CEF_Close_change
2018-03-25,20.39,20.39,20.39,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2018-04-01,20.49,20.49,20.49,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-04-08,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-04-15,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-04-22,20.56,20.56,20.56,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2018-04-29,20.5,20.5,20.5,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-05-06,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-05-13,20.45,20.45,20.45,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2018-05-20,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2018-05-27,20.19,20.19,20.19,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2018-06-03,20.31,20.31,20.31,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-06-10,20.34,20.34,20.34,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-06-17,20.15,20.15,20.15,0.0,0.0,20.16,20.16,20.16,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-06-24,19.87,19.87,19.87,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2018-07-01,19.98,19.98,19.98,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2018-07-08,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-07-15,20.03,20.03,20.03,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2018-07-22,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2018-07-29,20.16,20.16,20.16,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2018-08-05,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-08-12,20.01,20.01,20.01,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-08-19,20.06,20.06,20.06,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2018-08-26,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-09-02,20.0,20.0,20.0,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2018-09-09,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.92,19.92,19.92,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2018-09-16,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-09-23,20.06,20.06,20.06,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2018-09-30,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-10-07,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2018-10-14,19.63,19.63,19.63,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2018-10-21,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2018-10-28,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-11-04,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-11-11,18.78,18.78,18.78,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2018-11-18,18.51,18.51,18.51,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2018-11-25,18.4,18.4,18.4,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-12-02,18.47,18.47,18.47,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-12-09,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2018-12-16,16.78,16.78,16.78,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2018-12-23,17.48,17.48,17.48,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2018-12-30,18.32,18.32,18.32,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2019-01-06,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2019-01-13,19.17,19.17,19.17,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-01-20,18.9,18.9,18.9,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-01-27,19.46,19.46,19.46,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-02-03,19.15,19.15,19.15,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2019-02-10,19.63,19.63,19.63,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-02-17,19.9,19.9,19.9,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2019-02-24,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-03-03,19.77,19.77,19.77,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-03-10,20.0,20.0,20.0,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-03-17,19.8,19.8,19.8,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-03-24,19.74,19.74,19.74,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-03-31,20.14,20.14,20.14,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-04-07,20.35,20.35,20.35,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-04-14,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-04-21,20.44,20.44,20.44,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-04-28,20.48,20.48,20.48,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-05-05,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-05-12,20.21,20.21,20.21,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-05-19,20.06,20.06,20.06,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-05-26,19.6,19.6,19.6,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-06-02,20.03,20.03,20.03,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-06-09,20.27,20.27,20.27,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-06-16,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-06-23,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-06-30,20.54,20.54,20.54,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2019-07-07,20.4,20.4,20.4,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-07-14,20.13,20.13,20.13,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-07-21,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-07-28,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-08-04,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-08-11,19.7,19.7,19.7,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-08-18,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-08-25,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-09-01,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-09-08,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-09-15,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-09-22,19.85,19.85,19.85,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.74,19.74,19.74,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-09-29,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-10-06,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-10-13,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-10-20,20.16,20.16,20.16,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-10-27,20.2,20.2,20.2,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-11-03,20.0,20.0,20.0,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-11-10,20.19,20.19,20.19,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-11-17,19.94,19.94,19.94,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-11-24,20.05,20.05,20.05,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-12-01,20.09,20.09,20.09,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-12-08,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2019-12-15,20.57,20.57,20.57,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-12-22,20.7,20.7,20.7,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-12-29,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.73,20.73,20.73,0.0,0.0
