Date,MHLD_Open_average,MHLD_Open_max,MHLD_Open_min,MHLD_Open_volatility,MHLD_Open_change,MHLD_High_average,MHLD_High_max,MHLD_High_min,MHLD_High_volatility,MHLD_High_change,MHLD_Low_average,MHLD_Low_max,MHLD_Low_min,MHLD_Low_volatility,MHLD_Low_change,MHLD_Close_average,MHLD_Close_max,MHLD_Close_min,MHLD_Close_volatility,MHLD_Close_change,MHLD_Volume_average,MHLD_Volume_max,MHLD_Volume_min,MHLD_Volume_volatility,MHLD_Volume_change
2018-01-14,7.65,7.8,7.4,0.39999999999999947,-0.34999999999999964,7.7575,7.95,7.55,0.40000000000000036,-0.40000000000000036,7.475,7.7,7.3,0.40000000000000036,-0.40000000000000036,7.5875,7.8,7.4,0.39999999999999947,-0.34999999999999964,598697,1020952,390521,630431,-545697
2018-01-21,7.54,7.65,7.45,0.20000000000000018,0.04999999999999982,7.728,7.8,7.65,0.14999999999999947,-0.14999999999999947,7.388,7.45,7.3,0.15000000000000036,-0.15000000000000036,7.56,7.65,7.45,0.20000000000000018,0.0,595813,706551,467436,239115,-9604
2018-01-28,7.29,7.55,7.0,0.5499999999999998,-0.39999999999999947,7.48,7.75,7.2,0.5499999999999998,-0.5300000000000002,7.12,7.5,6.95,0.5499999999999998,-0.5499999999999998,7.2,7.55,6.95,0.5999999999999996,-0.5999999999999996,501438,596827,371185,225642,42915
2018-02-04,6.9,7.05,6.75,0.2999999999999998,-0.04999999999999982,7.09,7.2,7.0,0.20000000000000018,0.04999999999999982,6.742,6.8,6.61,0.1899999999999995,-0.04999999999999982,6.92,7.1,6.85,0.25,0.0,674195,903208,561680,341528,13276
2018-02-11,7.1,7.35,6.9,0.4499999999999993,0.34999999999999964,7.272,7.4,7.1,0.3000000000000007,0.1999999999999993,6.986,7.15,6.8,0.35000000000000053,0.2999999999999998,7.1899999999999995,7.35,7.0,0.34999999999999964,0.20000000000000018,385863,455524,340513,115011,-64568
2018-02-18,7.3500000000000005,7.45,7.15,0.2999999999999998,0.25,7.5925,7.65,7.5,0.15000000000000036,-0.09999999999999964,7.2625,7.35,7.15,0.1999999999999993,0.1999999999999993,7.4125000000000005,7.45,7.4,0.04999999999999982,0.04999999999999982,394755,641259,179611,461648,-461648
2018-02-25,6.63,7.4,5.95,1.4500000000000002,-1.3500000000000005,6.85,7.55,6.15,1.3999999999999995,-1.3999999999999995,6.38,7.2,5.8,1.4000000000000004,-1.25,6.55,7.3,6.0,1.2999999999999998,-1.1499999999999995,1074046,2498206,403594,2094612,620521
2018-03-04,6.28,6.4,6.15,0.25,0.1999999999999993,6.41,6.45,6.4,0.04999999999999982,0.0,6.13,6.25,6.05,0.20000000000000018,0.10000000000000053,6.3,6.35,6.2,0.14999999999999947,0.04999999999999982,665248,1223396,395138,828258,-790020
2018-03-11,6.45,6.5,6.35,0.15000000000000036,0.15000000000000036,6.546,6.7,6.45,0.25,0.20000000000000018,6.344,6.42,6.25,0.16999999999999993,0.1200000000000001,6.48,6.65,6.4,0.25,0.20000000000000018,677612,1486178,311328,1174850,1174850
2018-03-18,6.78,6.85,6.65,0.1999999999999993,0.09999999999999964,6.9,6.95,6.75,0.20000000000000018,-0.20000000000000018,6.57,6.7,6.25,0.4500000000000002,-0.34999999999999964,6.72,6.9,6.3,0.6000000000000005,-0.5499999999999998,644493,835614,431602,404012,-310230
2018-03-25,6.4,6.5,6.35,0.15000000000000036,0.15000000000000036,6.625,6.75,6.5,0.25,0.25,6.3,6.4,6.15,0.25,0.1999999999999993,6.4375,6.55,6.3,0.25,0.20000000000000018,564824,963619,336608,627011,470915
2018-04-01,6.5200000000000005,6.65,6.35,0.3000000000000007,0.10000000000000053,6.7,7.0,6.45,0.5499999999999998,0.4500000000000002,6.41,6.65,6.2,0.4500000000000002,0.4500000000000002,6.57,6.85,6.35,0.5,0.5,499785,680575,321307,359268,-78356
2018-04-08,6.85,7.0,6.75,0.25,0.09999999999999964,6.956,7.05,6.9,0.14999999999999947,0.14999999999999947,6.766,6.85,6.7,0.14999999999999947,0.1299999999999999,6.85,7.0,6.7,0.2999999999999998,0.25,326266,546265,156863,389402,-389402
