Date,EHC_stock_Open_average,EHC_stock_Open_max,EHC_stock_Open_min,EHC_stock_Open_volatility,EHC_stock_Open_change,EHC_stock_High_average,EHC_stock_High_max,EHC_stock_High_min,EHC_stock_High_volatility,EHC_stock_High_change,EHC_stock_Low_average,EHC_stock_Low_max,EHC_stock_Low_min,EHC_stock_Low_volatility,EHC_stock_Low_change,EHC_stock_Close_average,EHC_stock_Close_max,EHC_stock_Close_min,EHC_stock_Close_volatility,EHC_stock_Close_change,EHC_stock_Volume_average,EHC_stock_Volume_max,EHC_stock_Volume_min,EHC_stock_Volume_volatility,EHC_stock_Volume_change
2018-01-14,52.010000000000005,52.38,51.67,0.7100000000000009,0.1700000000000017,52.39,52.67,52.03,0.6400000000000006,0.4099999999999966,51.582499999999996,51.84,51.23,0.6100000000000065,0.6100000000000065,51.9775,52.43,51.31,1.1199999999999974,1.1199999999999974,651338,1119016,363844,755172,-682764
2018-01-21,53.092,53.68,52.37,1.3100000000000023,1.3100000000000023,53.572,54.0,53.14,0.8599999999999994,0.8599999999999994,52.682,53.07,52.1,0.9699999999999989,0.9699999999999989,53.318000000000005,54.0,52.88,1.1199999999999974,1.0499999999999972,373338,569953,242372,327581,-319
2018-01-28,53.134,53.77,52.47,1.3000000000000043,-1.3000000000000043,53.602000000000004,54.13,52.97,1.1600000000000037,-1.1600000000000037,52.298,53.48,51.58,1.8999999999999986,-1.8999999999999986,52.934,53.75,51.73,2.020000000000003,-2.020000000000003,483396,638927,275226,363701,306845
2018-02-04,51.422,52.68,49.36,3.3200000000000003,0.8399999999999963,52.552,53.16,51.85,1.3099999999999952,0.490000000000002,50.462,51.46,49.2,2.259999999999998,-0.46999999999999886,51.538,52.65,50.33,2.3200000000000003,1.0200000000000031,695595,764071,629207,134864,-57435
2018-02-11,51.758,52.75,50.86,1.8900000000000006,1.2999999999999972,52.532,53.14,52.08,1.0600000000000023,0.8500000000000014,51.25,52.04,50.63,1.4099999999999966,1.0,52.012,52.83,51.25,1.5799999999999983,0.23000000000000398,549597,653113,384250,268863,-208963
2018-02-18,52.455,53.14,51.88,1.259999999999998,1.259999999999998,53.1275,53.69,52.19,1.5,1.0600000000000023,51.9275,52.52,51.48,1.0400000000000063,0.740000000000002,52.72,53.04,52.04,1.0,0.980000000000004,410774,527085,252971,274114,-250972
2018-02-25,53.762,55.01,53.0,2.009999999999998,0.3200000000000003,54.81,56.13,53.68,2.450000000000003,1.509999999999998,52.812,53.22,52.52,0.6999999999999957,0.6699999999999946,54.077999999999996,55.08,53.26,1.8200000000000003,1.4600000000000009,643032,1084632,328071,756561,270633
2018-03-04,56.622,58.37,54.82,3.549999999999997,2.460000000000001,57.824,59.29,56.03,3.259999999999998,2.4499999999999957,56.158,57.28,54.56,2.719999999999999,2.719999999999999,57.3,58.37,55.75,2.6199999999999974,2.6199999999999974,807678,973593,699411,274182,-108071
2018-03-11,58.336,58.7,58.1,0.6000000000000014,-0.4099999999999966,58.612,58.85,58.36,0.490000000000002,-0.490000000000002,57.798,58.01,57.4,0.6099999999999994,-0.6099999999999994,58.092,58.57,57.63,0.9399999999999977,-0.9399999999999977,724173,1414178,369048,1045130,940214
2018-03-18,57.288000000000004,57.49,56.96,0.5300000000000011,-0.3100000000000023,57.922,58.57,57.57,1.0,0.04999999999999716,56.756,57.03,56.13,0.8999999999999986,-0.6799999999999997,57.112,57.73,56.13,1.5999999999999943,-1.3599999999999994,485743,621077,378853,242224,-137071
