Date,BANF_stock_Open_average,BANF_stock_Open_max,BANF_stock_Open_min,BANF_stock_Open_volatility,BANF_stock_Open_change,BANF_stock_High_average,BANF_stock_High_max,BANF_stock_High_min,BANF_stock_High_volatility,BANF_stock_High_change,BANF_stock_Low_average,BANF_stock_Low_max,BANF_stock_Low_min,BANF_stock_Low_volatility,BANF_stock_Low_change,BANF_stock_Close_average,BANF_stock_Close_max,BANF_stock_Close_min,BANF_stock_Close_volatility,BANF_stock_Close_change,BANF_stock_Volume_average,BANF_stock_Volume_max,BANF_stock_Volume_min,BANF_stock_Volume_volatility,BANF_stock_Volume_change
2018-01-14,54.675,55.1,54.3,0.8000000000000043,-0.14999999999999858,55.817499999999995,56.8,54.97,1.8299999999999983,0.8999999999999986,53.685,54.15,53.2,0.9499999999999957,-0.9099999999999966,54.9125,56.0,54.2,1.7999999999999972,1.7999999999999972,105880,181714,47001,134713,99327
2018-01-21,55.9,56.05,55.55,0.5,-0.5,56.032,56.16,55.8,0.35999999999999943,-0.35999999999999943,55.33,55.6,55.0,0.6000000000000014,-0.45000000000000284,55.74,56.0,55.3,0.7000000000000028,-0.4000000000000057,94655,144140,43024,101116,-64916
2018-01-28,55.54,55.85,55.35,0.5,0.3500000000000014,56.0,56.05,55.9,0.14999999999999858,0.0,55.226,55.41,54.87,0.5399999999999991,-0.25,55.71,56.0,55.35,0.6499999999999986,-0.5,46563,56238,35724,20514,-7601
2018-02-04,53.57,54.65,52.2,2.4499999999999957,-0.9499999999999957,54.57,55.5,53.95,1.5499999999999972,-0.9500000000000028,52.82,53.1,52.2,0.8999999999999986,0.04999999999999716,53.634,54.2,53.05,1.1500000000000057,0.9299999999999997,59653,70629,48425,22204,-20584
2018-02-11,54.36,55.25,53.45,1.7999999999999972,0.5500000000000043,55.06,56.05,54.2,1.8499999999999943,1.6499999999999986,53.980000000000004,54.95,53.1,1.8500000000000014,1.8500000000000014,54.81,55.7,53.85,1.8500000000000014,1.5500000000000043,28041,41605,20637,20968,-15250
2018-02-18,55.0125,55.4,54.55,0.8500000000000014,-0.6499999999999986,56.0125,56.6,55.7,0.8999999999999986,-0.8999999999999986,54.129999999999995,54.75,52.62,2.1300000000000026,2.1300000000000026,54.975,55.6,54.55,1.0500000000000043,1.0500000000000043,25820,36491,21170,15321,13716
2018-02-25,54.5,55.7,52.95,2.75,-2.6999999999999957,55.19,56.1,53.8,2.3000000000000043,-1.1000000000000014,53.660000000000004,55.0,52.65,2.3500000000000014,-2.1499999999999986,54.35,55.8,53.25,2.549999999999997,-1.1999999999999957,38656,81204,18742,62462,7333
2018-03-04,55.41,56.05,54.35,1.6999999999999957,1.6499999999999986,56.17,57.3,55.4,1.8999999999999986,1.8999999999999986,54.67,55.2,53.5,1.7000000000000028,1.7000000000000028,55.92,57.05,55.05,2.0,2.0,39490,83822,20504,63318,15809
2018-03-11,56.17,57.0,55.35,1.6499999999999986,-1.4500000000000028,56.47,57.0,55.75,1.25,-0.7999999999999972,55.226,56.1,54.85,1.25,0.3999999999999986,55.81,56.35,55.15,1.2000000000000028,-0.5500000000000043,57842,139138,22183,116955,80496
2018-03-18,55.16,55.9,53.85,2.049999999999997,-1.9499999999999957,55.558,56.25,53.92,2.3299999999999983,-2.3299999999999983,54.26,55.35,51.75,3.6000000000000014,-3.3999999999999986,54.49,55.8,51.8,4.0,-4.0,38147,54963,22465,32498,-2256
2018-03-25,53.1,53.8,52.45,1.3499999999999943,1.1499999999999986,53.85,54.0,53.6,0.3999999999999986,0.25,52.4125,53.05,51.95,1.0999999999999943,1.0999999999999943,53.05,53.35,52.5,0.8500000000000014,-0.25,40461,53042,30854,22188,-13365
2018-04-01,53.230000000000004,54.2,52.45,1.75,1.1499999999999986,54.02,54.75,53.35,1.3999999999999986,0.8500000000000014,52.374,53.6,51.7,1.8999999999999986,0.8499999999999943,53.46,54.35,52.45,1.8999999999999986,0.9499999999999957,46373,65646,32511,33135,-24399
2018-04-08,54.14,55.2,53.6,1.6000000000000014,1.6000000000000014,54.77,55.2,54.4,0.8000000000000043,0.7000000000000028,53.73,54.3,53.25,1.0499999999999972,0.6000000000000014,54.08,54.9,53.3,1.6000000000000014,0.7000000000000028,27646,33494,21989,11505,-7660
2018-04-15,53.99,55.15,52.75,2.3999999999999986,-0.8999999999999986,55.834,58.65,54.85,3.799999999999997,3.6999999999999957,53.41,54.2,52.65,1.5500000000000043,-0.8999999999999986,55.28,58.3,54.2,4.099999999999994,3.6499999999999986,53881,159157,20109,139048,132606
2018-04-22,58.56,59.1,58.1,1.0,-0.29999999999999716,60.072,61.65,58.65,3.0,-0.3400000000000034,57.6,58.3,56.3,2.0,1.3000000000000043,58.41,59.05,58.05,1.0,0.14999999999999858,39432,46258,34672,11586,-5708
2018-04-29,57.61,58.5,57.0,1.5,-1.4500000000000028,58.29,58.65,57.85,0.7999999999999972,-0.10000000000000142,56.386,57.15,55.8,1.3500000000000014,-0.5499999999999972,57.57,57.95,57.15,0.8000000000000043,0.45000000000000284,29709,44057,19584,24473,1618
2018-05-06,58.300000000000004,58.85,57.7,1.1499999999999986,1.0499999999999972,59.044000000000004,59.7,58.15,1.5500000000000043,1.5500000000000043,57.814,58.3,56.95,1.3499999999999943,1.3499999999999943,58.49,58.8,57.8,1.0,0.8500000000000014,21614,28551,15360,13191,-6236
2018-05-13,58.79,60.1,57.8,2.3000000000000043,1.3999999999999986,59.43,60.1,58.7,1.3999999999999986,1.3999999999999986,58.27,59.0,57.75,1.25,0.9500000000000028,58.78,59.65,58.05,1.6000000000000014,0.9500000000000028,28850,52732,17411,35321,35321
2018-05-20,59.44,59.6,59.25,0.3500000000000014,0.10000000000000142,59.81,60.3,59.45,0.8499999999999943,-0.14999999999999858,58.88,59.2,58.3,0.9000000000000057,-0.30000000000000426,59.5,59.65,59.25,0.3999999999999986,-0.14999999999999858,22023,32516,17053,15463,-8419
