Date,First Trust Enhanced Short Maturity_Open_average,First Trust Enhanced Short Maturity_Open_max,First Trust Enhanced Short Maturity_Open_volatility,First Trust Enhanced Short Maturity_Open_change,First Trust Enhanced Short Maturity_High_average,First Trust Enhanced Short Maturity_High_max,First Trust Enhanced Short Maturity_High_volatility,First Trust Enhanced Short Maturity_High_change,First Trust Enhanced Short Maturity_Low_average,First Trust Enhanced Short Maturity_Low_max,First Trust Enhanced Short Maturity_Low_volatility,First Trust Enhanced Short Maturity_Low_change,First Trust Enhanced Short Maturity_Close_average,First Trust Enhanced Short Maturity_Close_max,First Trust Enhanced Short Maturity_Close_volatility,First Trust Enhanced Short Maturity_Close_change
2017-04-16,59.95,59.95,0.0,0.0,59.96,59.96,0.0,0.0,59.94,59.94,0.0,0.0,59.96,59.96,0.0,0.0
2017-04-23,59.99,59.99,0.0,0.0,60.08,60.08,0.0,0.0,59.95,59.95,0.0,0.0,59.99,59.99,0.0,0.0
2017-04-30,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,59.99,59.99,0.0,0.0,59.99,59.99,0.0,0.0
2017-05-07,60.02,60.02,0.0,0.0,60.02,60.02,0.0,0.0,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0
2017-05-14,60.04,60.04,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.02,60.02,0.0,0.0
2017-05-21,59.97,59.97,0.0,0.0,59.97,59.97,0.0,0.0,59.95,59.95,0.0,0.0,59.97,59.97,0.0,0.0
2017-05-28,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0,59.98,59.98,0.0,0.0,60.01,60.01,0.0,0.0
2017-06-04,60.01,60.01,0.0,0.0,60.04,60.04,0.0,0.0,59.99,59.99,0.0,0.0,60.02,60.02,0.0,0.0
2017-06-11,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0
2017-06-18,59.97,59.97,0.0,0.0,59.99,59.99,0.0,0.0,59.96,59.96,0.0,0.0,59.99,59.99,0.0,0.0
2017-06-25,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,59.97,59.97,0.0,0.0,60.0,60.0,0.0,0.0
2017-07-02,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.01,60.01,0.0,0.0,60.04,60.04,0.0,0.0
2017-07-09,60.04,60.04,0.0,0.0,60.06,60.06,0.0,0.0,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0
2017-07-16,59.99,59.99,0.0,0.0,60.0,60.0,0.0,0.0,59.95,59.95,0.0,0.0,59.99,59.99,0.0,0.0
2017-07-23,60.01,60.01,0.0,0.0,60.01,60.01,0.0,0.0,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0
2017-07-30,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0
2017-08-06,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0
2017-08-13,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0,60.04,60.04,0.0,0.0,60.06,60.06,0.0,0.0
2017-08-20,59.99,59.99,0.0,0.0,60.02,60.02,0.0,0.0,59.96,59.96,0.0,0.0,59.96,59.96,0.0,0.0
2017-08-27,60.02,60.02,0.0,0.0,60.02,60.02,0.0,0.0,59.99,59.99,0.0,0.0,60.0,60.0,0.0,0.0
2017-09-03,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0
2017-09-10,60.01,60.01,0.0,0.0,60.04,60.04,0.0,0.0,60.01,60.01,0.0,0.0,60.04,60.04,0.0,0.0
2017-09-17,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0
2017-09-24,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0
2017-10-01,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0
2017-10-08,60.04,60.04,0.0,0.0,60.05,60.05,0.0,0.0,60.03,60.03,0.0,0.0,60.05,60.05,0.0,0.0
2017-10-15,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,59.98,59.98,0.0,0.0,59.99,59.99,0.0,0.0
2017-10-22,60.02,60.02,0.0,0.0,60.02,60.02,0.0,0.0,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0
2017-10-29,60.02,60.02,0.0,0.0,60.06,60.06,0.0,0.0,60.02,60.02,0.0,0.0,60.05,60.05,0.0,0.0
2017-11-05,60.07,60.07,0.0,0.0,60.07,60.07,0.0,0.0,60.04,60.04,0.0,0.0,60.07,60.07,0.0,0.0
2017-11-12,60.08,60.08,0.0,0.0,60.08,60.08,0.0,0.0,60.06,60.06,0.0,0.0,60.08,60.08,0.0,0.0
2017-11-19,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0
2017-11-26,60.0,60.0,0.0,0.0,60.04,60.04,0.0,0.0,59.99,59.99,0.0,0.0,60.04,60.04,0.0,0.0
2017-12-03,60.06,60.06,0.0,0.0,60.06,60.06,0.0,0.0,60.04,60.04,0.0,0.0,60.05,60.05,0.0,0.0
2017-12-10,60.07,60.07,0.0,0.0,60.07,60.07,0.0,0.0,60.04,60.04,0.0,0.0,60.04,60.04,0.0,0.0
2017-12-17,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0,59.95,59.95,0.0,0.0,59.96,59.96,0.0,0.0
2017-12-24,59.97,59.97,0.0,0.0,59.99,59.99,0.0,0.0,59.96,59.96,0.0,0.0,59.98,59.98,0.0,0.0
2017-12-31,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0
2018-01-07,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0
2018-01-14,60.09,60.09,0.0,0.0,60.09,60.09,0.0,0.0,60.05,60.05,0.0,0.0,60.07,60.07,0.0,0.0
2018-01-21,60.0,60.0,0.0,0.0,60.04,60.04,0.0,0.0,59.99,59.99,0.0,0.0,60.02,60.02,0.0,0.0
2018-01-28,60.0,60.0,0.0,0.0,60.04,60.04,0.0,0.0,59.99,59.99,0.0,0.0,60.0,60.0,0.0,0.0
2018-02-04,60.05,60.05,0.0,0.0,60.07,60.07,0.0,0.0,60.03,60.03,0.0,0.0,60.06,60.06,0.0,0.0
2018-02-11,60.03,60.03,0.0,0.0,60.05,60.05,0.0,0.0,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0
2018-02-18,59.96,59.96,0.0,0.0,60.01,60.01,0.0,0.0,59.96,59.96,0.0,0.0,60.0,60.0,0.0,0.0
2018-02-25,60.0,60.0,0.0,0.0,60.03,60.03,0.0,0.0,59.99,59.99,0.0,0.0,60.03,60.03,0.0,0.0
2018-03-04,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0
2018-03-11,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0,60.01,60.01,0.0,0.0,60.01,60.01,0.0,0.0
2018-03-18,59.93,59.93,0.0,0.0,59.96,59.96,0.0,0.0,59.93,59.93,0.0,0.0,59.95,59.95,0.0,0.0
2018-03-25,59.96,59.96,0.0,0.0,60.0,60.0,0.0,0.0,59.95,59.95,0.0,0.0,59.98,59.98,0.0,0.0
2018-04-01,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0,59.99,59.99,0.0,0.0,60.02,60.02,0.0,0.0
2018-04-08,60.04,60.04,0.0,0.0,60.05,60.05,0.0,0.0,60.01,60.01,0.0,0.0,60.04,60.04,0.0,0.0
2018-04-15,59.96,59.96,0.0,0.0,59.97,59.97,0.0,0.0,59.95,59.95,0.0,0.0,59.96,59.96,0.0,0.0
2018-04-22,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0,59.97,59.97,0.0,0.0,60.0,60.0,0.0,0.0
2018-04-29,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0
2018-05-06,60.04,60.04,0.0,0.0,60.07,60.07,0.0,0.0,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0
2018-05-13,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0,60.03,60.03,0.0,0.0,60.06,60.06,0.0,0.0
2018-05-20,59.98,59.98,0.0,0.0,59.99,59.99,0.0,0.0,59.97,59.97,0.0,0.0,59.98,59.98,0.0,0.0
2018-05-27,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0
2018-06-03,60.04,60.04,0.0,0.0,60.04,60.04,0.0,0.0,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0
2018-06-10,60.04,60.04,0.0,0.0,60.06,60.06,0.0,0.0,60.04,60.04,0.0,0.0,60.06,60.06,0.0,0.0
2018-06-17,59.98,59.98,0.0,0.0,59.99,59.99,0.0,0.0,59.96,59.96,0.0,0.0,59.98,59.98,0.0,0.0
2018-06-24,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0
2018-07-01,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0
2018-07-08,60.03,60.03,0.0,0.0,60.07,60.07,0.0,0.0,60.03,60.03,0.0,0.0,60.06,60.06,0.0,0.0
2018-07-15,59.97,59.97,0.0,0.0,59.98,59.98,0.0,0.0,59.95,59.95,0.0,0.0,59.97,59.97,0.0,0.0
2018-07-22,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0
2018-07-29,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0
2018-08-05,60.08,60.08,0.0,0.0,60.08,60.08,0.0,0.0,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0
2018-08-12,60.08,60.08,0.0,0.0,60.1,60.1,0.0,0.0,60.08,60.08,0.0,0.0,60.1,60.1,0.0,0.0
2018-08-19,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0
2018-08-26,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0
2018-09-02,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0,60.05,60.05,0.0,0.0,60.05,60.05,0.0,0.0
2018-09-09,59.95,59.95,0.0,0.0,59.98,59.98,0.0,0.0,59.95,59.95,0.0,0.0,59.97,59.97,0.0,0.0
2018-09-16,59.99,59.99,0.0,0.0,60.0,60.0,0.0,0.0,59.98,59.98,0.0,0.0,59.99,59.99,0.0,0.0
2018-09-23,60.01,60.01,0.0,0.0,60.03,60.03,0.0,0.0,60.0,60.0,0.0,0.0,60.03,60.03,0.0,0.0
2018-09-30,60.03,60.03,0.0,0.0,60.06,60.06,0.0,0.0,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0
2018-10-07,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0,60.05,60.05,0.0,0.0,60.05,60.05,0.0,0.0
2018-10-14,60.08,60.08,0.0,0.0,60.08,60.08,0.0,0.0,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0
2018-10-21,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0,59.97,59.97,0.0,0.0,59.99,59.99,0.0,0.0
2018-10-28,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0
2018-11-04,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0
2018-11-11,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.04,60.04,0.0,0.0
2018-11-18,59.93,59.93,0.0,0.0,59.94,59.94,0.0,0.0,59.92,59.92,0.0,0.0,59.92,59.92,0.0,0.0
2018-11-25,59.92,59.92,0.0,0.0,59.93,59.93,0.0,0.0,59.9,59.9,0.0,0.0,59.92,59.92,0.0,0.0
2018-12-02,59.89,59.89,0.0,0.0,59.9,59.9,0.0,0.0,59.87,59.87,0.0,0.0,59.89,59.89,0.0,0.0
2018-12-09,59.91,59.91,0.0,0.0,59.91,59.91,0.0,0.0,59.89,59.89,0.0,0.0,59.91,59.91,0.0,0.0
2018-12-16,59.83,59.83,0.0,0.0,59.84,59.84,0.0,0.0,59.8,59.8,0.0,0.0,59.84,59.84,0.0,0.0
2018-12-23,59.85,59.85,0.0,0.0,59.86,59.86,0.0,0.0,59.82,59.82,0.0,0.0,59.85,59.85,0.0,0.0
2018-12-30,59.86,59.86,0.0,0.0,59.87,59.87,0.0,0.0,59.84,59.84,0.0,0.0,59.84,59.84,0.0,0.0
2019-01-06,59.88,59.88,0.0,0.0,59.91,59.91,0.0,0.0,59.88,59.88,0.0,0.0,59.9,59.9,0.0,0.0
2019-01-13,59.95,59.95,0.0,0.0,59.95,59.95,0.0,0.0,59.93,59.93,0.0,0.0,59.93,59.93,0.0,0.0
2019-01-20,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0
2019-01-27,59.92,59.92,0.0,0.0,59.95,59.95,0.0,0.0,59.92,59.92,0.0,0.0,59.95,59.95,0.0,0.0
2019-02-03,59.98,59.98,0.0,0.0,60.0,60.0,0.0,0.0,59.97,59.97,0.0,0.0,59.98,59.98,0.0,0.0
2019-02-10,60.01,60.01,0.0,0.0,60.02,60.02,0.0,0.0,59.99,59.99,0.0,0.0,60.01,60.01,0.0,0.0
2019-02-17,60.05,60.05,0.0,0.0,60.05,60.05,0.0,0.0,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0
2019-02-24,59.97,59.97,0.0,0.0,59.97,59.97,0.0,0.0,59.95,59.95,0.0,0.0,59.96,59.96,0.0,0.0
2019-03-03,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0,59.99,59.99,0.0,0.0,59.99,59.99,0.0,0.0
2019-03-10,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.02,60.02,0.0,0.0
2019-03-17,60.06,60.06,0.0,0.0,60.09,60.09,0.0,0.0,60.06,60.06,0.0,0.0,60.09,60.09,0.0,0.0
2019-03-24,59.97,59.97,0.0,0.0,59.99,59.99,0.0,0.0,59.97,59.97,0.0,0.0,59.98,59.98,0.0,0.0
2019-03-31,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0,60.0,60.0,0.0,0.0,60.01,60.01,0.0,0.0
2019-04-07,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.03,60.03,0.0,0.0,60.03,60.03,0.0,0.0
2019-04-14,60.07,60.07,0.0,0.0,60.08,60.08,0.0,0.0,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0
2019-04-21,60.11,60.11,0.0,0.0,60.12,60.12,0.0,0.0,60.11,60.11,0.0,0.0,60.11,60.11,0.0,0.0
2019-04-28,60.03,60.03,0.0,0.0,60.04,60.04,0.0,0.0,60.02,60.02,0.0,0.0,60.03,60.03,0.0,0.0
2019-05-05,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0,60.05,60.05,0.0,0.0,60.07,60.07,0.0,0.0
2019-05-12,60.1,60.1,0.0,0.0,60.1,60.1,0.0,0.0,60.08,60.08,0.0,0.0,60.1,60.1,0.0,0.0
2019-05-19,60.12,60.12,0.0,0.0,60.14,60.14,0.0,0.0,60.11,60.11,0.0,0.0,60.12,60.12,0.0,0.0
2019-05-26,60.05,60.05,0.0,0.0,60.07,60.07,0.0,0.0,60.04,60.04,0.0,0.0,60.07,60.07,0.0,0.0
2019-06-02,60.09,60.09,0.0,0.0,60.09,60.09,0.0,0.0,60.06,60.06,0.0,0.0,60.07,60.07,0.0,0.0
2019-06-09,60.1,60.1,0.0,0.0,60.11,60.11,0.0,0.0,60.1,60.1,0.0,0.0,60.11,60.11,0.0,0.0
2019-06-16,60.13,60.13,0.0,0.0,60.14,60.14,0.0,0.0,60.13,60.13,0.0,0.0,60.14,60.14,0.0,0.0
2019-06-23,60.04,60.04,0.0,0.0,60.06,60.06,0.0,0.0,60.04,60.04,0.0,0.0,60.04,60.04,0.0,0.0
2019-06-30,60.08,60.08,0.0,0.0,60.08,60.08,0.0,0.0,60.07,60.07,0.0,0.0,60.08,60.08,0.0,0.0
2019-07-07,60.11,60.11,0.0,0.0,60.12,60.12,0.0,0.0,60.1,60.1,0.0,0.0,60.1,60.1,0.0,0.0
2019-07-14,60.14,60.14,0.0,0.0,60.14,60.14,0.0,0.0,60.13,60.13,0.0,0.0,60.13,60.13,0.0,0.0
2019-07-21,60.15,60.15,0.0,0.0,60.16,60.16,0.0,0.0,60.15,60.15,0.0,0.0,60.16,60.16,0.0,0.0
2019-07-28,60.1,60.1,0.0,0.0,60.11,60.11,0.0,0.0,60.08,60.08,0.0,0.0,60.11,60.11,0.0,0.0
