Date,DHIStock_Open_average,DHIStock_Open_max,DHIStock_Open_min,DHIStock_Open_volatility,DHIStock_Open_change,DHIStock_High_average,DHIStock_High_max,DHIStock_High_min,DHIStock_High_volatility,DHIStock_High_change,DHIStock_Low_average,DHIStock_Low_max,DHIStock_Low_min,DHIStock_Low_volatility,DHIStock_Low_change,DHIStock_Close_average,DHIStock_Close_max,DHIStock_Close_min,DHIStock_Close_volatility,DHIStock_Close_change,DHIStock_Volume_average,DHIStock_Volume_max,DHIStock_Volume_min,DHIStock_Volume_volatility,DHIStock_Volume_change
2018-01-14,51.6725,52.26,51.21,1.0499999999999972,-0.7899999999999991,52.0475,52.45,51.52,0.9299999999999997,-0.5399999999999991,50.845,51.04,50.69,0.3500000000000014,-0.12000000000000455,51.3375,52.1,50.83,1.2700000000000031,0.6499999999999986,3176689,3931911,2336120,1595791,1166760
2018-01-21,51.848,52.52,50.68,1.8400000000000034,-1.0499999999999972,52.146,52.73,51.01,1.7199999999999989,-1.3999999999999986,50.836,51.77,49.83,1.9400000000000048,-1.0900000000000034,51.46,52.38,50.35,2.030000000000001,-2.019999999999996,4866134,7394248,3310692,4083556,211763
2018-01-28,48.884,50.51,47.59,2.9199999999999946,-2.479999999999997,49.438,51.24,47.7,3.539999999999999,-2.549999999999997,47.538000000000004,48.38,46.18,2.200000000000003,-2.0,48.07,49.05,46.37,2.6799999999999997,-1.9500000000000028,8515332,10727141,6072737,4654404,-1843221
2018-02-04,45.398,46.29,43.94,2.3500000000000014,-0.7199999999999989,46.49,47.43,45.34,2.0899999999999963,-1.529999999999994,44.366,45.87,43.41,2.460000000000001,-0.7899999999999991,45.153999999999996,46.29,44.08,2.210000000000001,-0.6600000000000037,8022194,9567441,6733809,2833632,2341995
2018-02-11,45.014,45.9,44.57,1.3299999999999983,0.5100000000000051,45.608000000000004,46.06,45.14,0.9200000000000017,0.8599999999999994,44.544,45.14,44.1,1.0399999999999991,1.0399999999999991,45.158,45.57,44.84,0.7299999999999969,0.7299999999999969,6503200,7880094,5377609,2502485,-1608370
2018-02-18,45.005,45.56,44.31,1.25,-1.25,45.4675,46.47,44.49,1.9799999999999969,-1.3500000000000014,44.375,44.93,43.51,1.4200000000000017,-1.4200000000000017,44.705,45.16,44.26,0.8999999999999986,-0.6899999999999977,4395990,5088365,3527249,1561116,-1187189
2018-02-25,43.322,44.77,41.84,2.9299999999999997,-2.9299999999999997,43.664,45.18,42.16,3.020000000000003,-2.680000000000007,42.344,43.71,41.34,2.3699999999999974,-2.3699999999999974,42.775999999999996,44.3,41.9,2.3999999999999986,-2.25,6716337,9601404,4796021,4805383,180428
2018-03-04,43.032000000000004,43.84,41.81,2.030000000000001,2.030000000000001,43.482,43.89,42.62,1.2700000000000031,1.2700000000000031,42.5,43.03,41.74,1.2899999999999991,1.2800000000000011,43.3,43.8,42.22,1.5799999999999983,1.5799999999999983,4182643,5429257,2777549,2651708,-1815392
2018-03-11,44.266,45.08,43.38,1.6999999999999957,-0.5,44.654,45.2,43.97,1.230000000000004,-0.5300000000000011,43.798,44.59,43.21,1.3800000000000026,-0.5300000000000011,44.14,44.76,43.45,1.3099999999999952,-0.5800000000000054,3856530,5324359,2671780,2652579,683627
2018-03-18,43.748,44.05,43.5,0.5499999999999972,0.4299999999999997,44.306,44.68,43.68,1.0,0.9299999999999997,43.184000000000005,43.45,42.85,0.6000000000000014,0.3500000000000014,43.604,44.44,43.18,1.259999999999998,-0.240000000000002,3176926,4966234,1316598,3649636,1150508
