Date,First Trust Tactical High YieldEtf_Open_average,First Trust Tactical High YieldEtf_Open_max,First Trust Tactical High YieldEtf_Open_min,First Trust Tactical High YieldEtf_Open_volatility,First Trust Tactical High YieldEtf_Open_change,First Trust Tactical High YieldEtf_High_average,First Trust Tactical High YieldEtf_High_max,First Trust Tactical High YieldEtf_High_min,First Trust Tactical High YieldEtf_High_volatility,First Trust Tactical High YieldEtf_High_change,First Trust Tactical High YieldEtf_Low_average,First Trust Tactical High YieldEtf_Low_max,First Trust Tactical High YieldEtf_Low_min,First Trust Tactical High YieldEtf_Low_volatility,First Trust Tactical High YieldEtf_Low_change,First Trust Tactical High YieldEtf_Close_average,First Trust Tactical High YieldEtf_Close_max,First Trust Tactical High YieldEtf_Close_min,First Trust Tactical High YieldEtf_Close_volatility,First Trust Tactical High YieldEtf_Close_change
2018-03-25,47.68,47.68,47.68,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-04-01,47.76,47.76,47.76,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-04-08,48.11,48.11,48.11,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-04-15,47.78,47.78,47.78,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-04-22,47.56,47.56,47.56,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-04-29,47.44,47.44,47.44,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-05-06,47.56,47.56,47.56,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2018-05-13,47.47,47.47,47.47,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2018-05-20,47.32,47.32,47.32,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-05-27,47.33,47.33,47.33,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2018-06-03,47.51,47.51,47.51,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-06-10,47.68,47.68,47.68,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-06-17,47.56,47.56,47.56,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-06-24,47.32,47.32,47.32,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2018-07-01,47.28,47.28,47.28,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2018-07-08,47.47,47.47,47.47,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-07-15,47.25,47.25,47.25,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-07-22,47.59,47.59,47.59,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-07-29,47.71,47.71,47.71,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-08-05,47.81,47.81,47.81,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-08-12,47.78,47.78,47.78,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-08-19,47.7,47.7,47.7,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-08-26,47.78,47.78,47.78,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-09-02,47.72,47.72,47.72,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-09-09,47.69,47.69,47.69,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2018-09-16,47.66,47.66,47.66,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-09-23,47.74,47.74,47.74,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-09-30,47.63,47.63,47.63,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-10-07,47.46,47.46,47.46,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-10-14,47.45,47.45,47.45,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2018-10-21,47.0,47.0,47.0,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2018-10-28,47.18,47.18,47.18,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2018-11-04,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-11-11,46.71,46.71,46.71,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2018-11-18,46.38,46.38,46.38,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2018-11-25,46.51,46.51,46.51,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2018-12-02,46.29,46.29,46.29,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-12-09,46.21,46.21,46.21,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-12-16,45.07,45.07,45.07,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2018-12-23,44.73,44.73,44.73,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2018-12-30,45.14,45.14,45.14,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2019-01-06,46.58,46.58,46.58,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-01-13,46.88,46.88,46.88,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-01-20,46.67,46.67,46.67,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-01-27,46.88,46.88,46.88,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-02-03,47.12,47.12,47.12,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-02-10,47.33,47.33,47.33,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2019-02-17,47.36,47.36,47.36,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2019-02-24,47.67,47.67,47.67,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2019-03-03,47.41,47.41,47.41,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2019-03-10,47.72,47.72,47.72,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-03-17,47.77,47.77,47.77,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2019-03-24,47.62,47.62,47.62,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-03-31,47.9,47.9,47.9,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2019-04-07,48.32,48.32,48.32,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2019-04-14,48.31,48.31,48.31,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-04-21,48.2,48.2,48.2,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2019-04-28,48.16,48.16,48.16,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2019-05-05,48.09,48.09,48.09,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2019-05-12,48.0,48.0,48.0,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2019-05-19,47.75,47.75,47.75,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2019-05-26,47.66,47.66,47.66,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2019-06-02,47.99,47.99,47.99,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-06-09,47.97,47.97,47.97,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-06-16,48.23,48.23,48.23,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-06-23,48.01,48.01,48.01,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-06-30,48.21,48.21,48.21,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2019-07-07,48.18,48.18,48.18,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2019-07-14,48.23,48.23,48.23,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-07-21,48.15,48.15,48.15,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-07-28,48.24,48.24,48.24,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-08-04,48.07,48.07,48.07,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2019-08-11,47.87,47.87,47.87,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2019-08-18,47.98,47.98,47.98,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-08-25,48.12,48.12,48.12,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-09-01,48.2,48.2,48.2,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-09-08,48.34,48.34,48.34,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2019-09-15,48.47,48.47,48.47,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2019-09-22,48.23,48.23,48.23,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2019-09-29,47.94,47.94,47.94,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2019-10-06,48.08,48.08,48.08,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-10-13,48.23,48.23,48.23,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-10-20,48.17,48.17,48.17,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-10-27,48.14,48.14,48.14,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-11-03,48.14,48.14,48.14,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2019-11-10,48.18,48.18,48.18,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2019-11-17,48.04,48.04,48.04,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2019-11-24,48.31,48.31,48.31,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2019-12-01,48.38,48.38,48.38,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2019-12-08,48.43,48.43,48.43,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-12-15,48.73,48.73,48.73,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-12-22,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2019-12-29,48.88,48.88,48.88,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.79,48.79,48.79,0.0,0.0
