Date,SPDR Barclays Invest Grade Floating Rate_Open_average,SPDR Barclays Invest Grade Floating Rate_Open_max,SPDR Barclays Invest Grade Floating Rate_Open_min,SPDR Barclays Invest Grade Floating Rate_Open_volatility,SPDR Barclays Invest Grade Floating Rate_Open_change,SPDR Barclays Invest Grade Floating Rate_High_average,SPDR Barclays Invest Grade Floating Rate_High_max,SPDR Barclays Invest Grade Floating Rate_High_min,SPDR Barclays Invest Grade Floating Rate_High_volatility,SPDR Barclays Invest Grade Floating Rate_High_change,SPDR Barclays Invest Grade Floating Rate_Low_average,SPDR Barclays Invest Grade Floating Rate_Low_max,SPDR Barclays Invest Grade Floating Rate_Low_min,SPDR Barclays Invest Grade Floating Rate_Low_volatility,SPDR Barclays Invest Grade Floating Rate_Low_change,SPDR Barclays Invest Grade Floating Rate_Close_average,SPDR Barclays Invest Grade Floating Rate_Close_max,SPDR Barclays Invest Grade Floating Rate_Close_min,SPDR Barclays Invest Grade Floating Rate_Close_volatility,SPDR Barclays Invest Grade Floating Rate_Close_change
2018-01-14,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-01-21,30.75,30.75,30.75,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-01-28,30.75,30.75,30.75,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-02-04,30.72,30.72,30.72,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-02-11,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-02-18,30.74,30.74,30.74,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-02-25,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-03-04,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-03-11,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-03-18,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-03-25,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-04-01,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-04-08,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-04-15,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-04-22,30.77,30.77,30.77,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-04-29,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-05-06,30.76,30.76,30.76,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-05-13,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-05-20,30.79,30.79,30.79,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-05-27,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-06-03,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-06-10,30.74,30.74,30.74,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-06-17,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-06-24,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-07-01,30.7,30.7,30.7,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-07-08,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-07-15,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-07-22,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-07-29,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-08-05,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-08-12,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-08-19,30.77,30.77,30.77,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-08-26,30.79,30.79,30.79,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-09-02,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-09-09,30.74,30.74,30.74,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-09-16,30.77,30.77,30.77,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-09-23,30.79,30.79,30.79,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-09-30,30.74,30.74,30.74,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-10-07,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-10-14,30.74,30.74,30.74,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-10-21,30.74,30.74,30.74,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-10-28,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-11-04,30.67,30.67,30.67,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-11-11,30.68,30.68,30.68,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-11-18,30.64,30.64,30.64,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.65,30.65,30.65,0.0,0.0
