Date,iShares Short-Term National AMT-Free Muni Bond_Open_average,iShares Short-Term National AMT-Free Muni Bond_Open_max,iShares Short-Term National AMT-Free Muni Bond_Open_min,iShares Short-Term National AMT-Free Muni Bond_Open_volatility,iShares Short-Term National AMT-Free Muni Bond_Open_change,iShares Short-Term National AMT-Free Muni Bond_High_average,iShares Short-Term National AMT-Free Muni Bond_High_max,iShares Short-Term National AMT-Free Muni Bond_High_min,iShares Short-Term National AMT-Free Muni Bond_High_volatility,iShares Short-Term National AMT-Free Muni Bond_High_change,iShares Short-Term National AMT-Free Muni Bond_Low_average,iShares Short-Term National AMT-Free Muni Bond_Low_max,iShares Short-Term National AMT-Free Muni Bond_Low_min,iShares Short-Term National AMT-Free Muni Bond_Low_volatility,iShares Short-Term National AMT-Free Muni Bond_Low_change,iShares Short-Term National AMT-Free Muni Bond_Close_average,iShares Short-Term National AMT-Free Muni Bond_Close_max,iShares Short-Term National AMT-Free Muni Bond_Close_min,iShares Short-Term National AMT-Free Muni Bond_Close_volatility,iShares Short-Term National AMT-Free Muni Bond_Close_change
2018-11-25,104.73,104.73,104.73,0.0,0.0,104.85,104.85,104.85,0.0,0.0,104.73,104.73,104.73,0.0,0.0,104.85,104.85,104.85,0.0,0.0
2018-12-02,105.03,105.03,105.03,0.0,0.0,105.47,105.47,105.47,0.0,0.0,105.02,105.02,105.02,0.0,0.0,105.17,105.17,105.17,0.0,0.0
2018-12-09,105.09,105.09,105.09,0.0,0.0,105.26,105.26,105.26,0.0,0.0,105.09,105.09,105.09,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2018-12-16,105.27,105.27,105.27,0.0,0.0,105.36,105.36,105.36,0.0,0.0,105.16,105.16,105.16,0.0,0.0,105.31,105.31,105.31,0.0,0.0
2018-12-23,105.36,105.36,105.36,0.0,0.0,105.46,105.46,105.46,0.0,0.0,105.31,105.31,105.31,0.0,0.0,105.4,105.4,105.4,0.0,0.0
2018-12-30,105.44,105.44,105.44,0.0,0.0,105.63,105.63,105.63,0.0,0.0,105.37,105.37,105.37,0.0,0.0,105.59,105.59,105.59,0.0,0.0
2019-01-06,105.63,105.63,105.63,0.0,0.0,105.64,105.64,105.64,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.39,105.39,105.39,0.0,0.0
2019-01-13,105.37,105.37,105.37,0.0,0.0,105.44,105.44,105.44,0.0,0.0,105.28,105.28,105.28,0.0,0.0,105.36,105.36,105.36,0.0,0.0
2019-01-20,105.49,105.49,105.49,0.0,0.0,105.52,105.52,105.52,0.0,0.0,105.4,105.4,105.4,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2019-01-27,105.44,105.44,105.44,0.0,0.0,105.55,105.55,105.55,0.0,0.0,105.36,105.36,105.36,0.0,0.0,105.53,105.53,105.53,0.0,0.0
2019-02-03,105.53,105.53,105.53,0.0,0.0,105.6,105.6,105.6,0.0,0.0,105.5,105.5,105.5,0.0,0.0,105.58,105.58,105.58,0.0,0.0
2019-02-10,105.62,105.62,105.62,0.0,0.0,105.64,105.64,105.64,0.0,0.0,105.58,105.58,105.58,0.0,0.0,105.61,105.61,105.61,0.0,0.0
2019-02-17,105.61,105.61,105.61,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.57,105.57,105.57,0.0,0.0,105.65,105.65,105.65,0.0,0.0
2019-02-24,105.61,105.61,105.61,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.52,105.52,105.52,0.0,0.0,105.66,105.66,105.66,0.0,0.0
2019-03-03,105.71,105.71,105.71,0.0,0.0,105.72,105.72,105.72,0.0,0.0,105.62,105.62,105.62,0.0,0.0,105.72,105.72,105.72,0.0,0.0
2019-03-10,105.68,105.68,105.68,0.0,0.0,105.7,105.7,105.7,0.0,0.0,105.62,105.62,105.62,0.0,0.0,105.62,105.62,105.62,0.0,0.0
2019-03-17,105.83,105.83,105.83,0.0,0.0,105.98,105.98,105.98,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.97,105.97,105.97,0.0,0.0
2019-03-24,105.87,105.87,105.87,0.0,0.0,105.87,105.87,105.87,0.0,0.0,105.79,105.79,105.79,0.0,0.0,105.82,105.82,105.82,0.0,0.0
2019-03-31,105.76,105.76,105.76,0.0,0.0,105.86,105.86,105.86,0.0,0.0,105.75,105.75,105.75,0.0,0.0,105.86,105.86,105.86,0.0,0.0
2019-04-07,105.75,105.75,105.75,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.72,105.72,105.72,0.0,0.0,105.75,105.75,105.75,0.0,0.0
2019-04-14,105.8,105.8,105.8,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.73,105.73,105.73,0.0,0.0,105.8,105.8,105.8,0.0,0.0
2019-04-21,105.89,105.89,105.89,0.0,0.0,105.9,105.9,105.9,0.0,0.0,105.86,105.86,105.86,0.0,0.0,105.9,105.9,105.9,0.0,0.0
2019-04-28,105.82,105.82,105.82,0.0,0.0,105.89,105.89,105.89,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.89,105.89,105.89,0.0,0.0
2019-05-05,105.98,105.98,105.98,0.0,0.0,105.98,105.98,105.98,0.0,0.0,105.9,105.9,105.9,0.0,0.0,105.95,105.95,105.95,0.0,0.0
2019-05-12,106.07,106.07,106.07,0.0,0.0,106.07,106.07,106.07,0.0,0.0,106.03,106.03,106.03,0.0,0.0,106.06,106.06,106.06,0.0,0.0
2019-05-19,106.21,106.21,106.21,0.0,0.0,106.25,106.25,106.25,0.0,0.0,106.17,106.17,106.17,0.0,0.0,106.22,106.22,106.22,0.0,0.0
2019-05-26,106.28,106.28,106.28,0.0,0.0,106.36,106.36,106.36,0.0,0.0,106.21,106.21,106.21,0.0,0.0,106.36,106.36,106.36,0.0,0.0
2019-06-02,106.28,106.28,106.28,0.0,0.0,106.35,106.35,106.35,0.0,0.0,106.27,106.27,106.27,0.0,0.0,106.27,106.27,106.27,0.0,0.0
2019-06-09,106.34,106.34,106.34,0.0,0.0,106.37,106.37,106.37,0.0,0.0,106.34,106.34,106.34,0.0,0.0,106.36,106.36,106.36,0.0,0.0
2019-06-16,106.53,106.53,106.53,0.0,0.0,106.56,106.56,106.56,0.0,0.0,106.46,106.46,106.46,0.0,0.0,106.54,106.54,106.54,0.0,0.0
2019-06-23,106.42,106.42,106.42,0.0,0.0,106.45,106.45,106.45,0.0,0.0,106.34,106.34,106.34,0.0,0.0,106.45,106.45,106.45,0.0,0.0
2019-06-30,106.46,106.46,106.46,0.0,0.0,106.47,106.47,106.47,0.0,0.0,106.41,106.41,106.41,0.0,0.0,106.47,106.47,106.47,0.0,0.0
2019-07-07,106.7,106.7,106.7,0.0,0.0,106.73,106.73,106.73,0.0,0.0,106.61,106.61,106.61,0.0,0.0,106.7,106.7,106.7,0.0,0.0
2019-07-14,106.77,106.77,106.77,0.0,0.0,106.79,106.79,106.79,0.0,0.0,106.72,106.72,106.72,0.0,0.0,106.79,106.79,106.79,0.0,0.0
2019-07-21,106.9,106.9,106.9,0.0,0.0,106.93,106.93,106.93,0.0,0.0,106.86,106.86,106.86,0.0,0.0,106.89,106.89,106.89,0.0,0.0
2019-07-28,107.03,107.03,107.03,0.0,0.0,107.04,107.04,107.04,0.0,0.0,106.94,106.94,106.94,0.0,0.0,106.94,106.94,106.94,0.0,0.0
2019-08-04,107.16,107.16,107.16,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.12,107.12,107.12,0.0,0.0,107.14,107.14,107.14,0.0,0.0
2019-08-11,107.03,107.03,107.03,0.0,0.0,107.1,107.1,107.1,0.0,0.0,107.01,107.01,107.01,0.0,0.0,107.07,107.07,107.07,0.0,0.0
2019-08-18,107.08,107.08,107.08,0.0,0.0,107.09,107.09,107.09,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.04,107.04,107.04,0.0,0.0
2019-08-25,107.02,107.02,107.02,0.0,0.0,107.04,107.04,107.04,0.0,0.0,106.97,106.97,106.97,0.0,0.0,107.02,107.02,107.02,0.0,0.0
2019-09-01,106.76,106.76,106.76,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.67,106.67,106.67,0.0,0.0,106.73,106.73,106.73,0.0,0.0
2019-09-08,106.35,106.35,106.35,0.0,0.0,106.35,106.35,106.35,0.0,0.0,106.23,106.23,106.23,0.0,0.0,106.23,106.23,106.23,0.0,0.0
2019-09-15,106.46,106.46,106.46,0.0,0.0,106.55,106.55,106.55,0.0,0.0,106.45,106.45,106.45,0.0,0.0,106.52,106.52,106.52,0.0,0.0
2019-09-22,106.47,106.47,106.47,0.0,0.0,106.57,106.57,106.57,0.0,0.0,106.47,106.47,106.47,0.0,0.0,106.54,106.54,106.54,0.0,0.0
2019-09-29,106.57,106.57,106.57,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.47,106.47,106.47,0.0,0.0,106.58,106.58,106.58,0.0,0.0
2019-10-06,106.65,106.65,106.65,0.0,0.0,106.7,106.7,106.7,0.0,0.0,106.62,106.62,106.62,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2019-10-13,106.6,106.6,106.6,0.0,0.0,106.6,106.6,106.6,0.0,0.0,106.51,106.51,106.51,0.0,0.0,106.55,106.55,106.55,0.0,0.0
2019-10-20,106.59,106.59,106.59,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.51,106.51,106.51,0.0,0.0,106.53,106.53,106.53,0.0,0.0
2019-10-27,106.63,106.63,106.63,0.0,0.0,106.67,106.67,106.67,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.64,106.64,106.64,0.0,0.0
2019-11-03,106.57,106.57,106.57,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.56,106.56,106.56,0.0,0.0
2019-11-10,106.59,106.59,106.59,0.0,0.0,106.69,106.69,106.69,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2019-11-17,106.69,106.69,106.69,0.0,0.0,106.72,106.72,106.72,0.0,0.0,106.68,106.68,106.68,0.0,0.0,106.7,106.7,106.7,0.0,0.0
2019-11-24,106.63,106.63,106.63,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.55,106.55,106.55,0.0,0.0,106.55,106.55,106.55,0.0,0.0
2019-12-01,106.71,106.71,106.71,0.0,0.0,106.73,106.73,106.73,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.72,106.72,106.72,0.0,0.0
2019-12-08,106.79,106.79,106.79,0.0,0.0,106.79,106.79,106.79,0.0,0.0,106.69,106.69,106.69,0.0,0.0,106.71,106.71,106.71,0.0,0.0
2019-12-15,106.6,106.6,106.6,0.0,0.0,106.7,106.7,106.7,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.66,106.66,106.66,0.0,0.0
2019-12-22,106.7,106.7,106.7,0.0,0.0,106.77,106.77,106.77,0.0,0.0,106.66,106.66,106.66,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2019-12-29,106.83,106.83,106.83,0.0,0.0,106.91,106.91,106.91,0.0,0.0,106.76,106.76,106.76,0.0,0.0,106.83,106.83,106.83,0.0,0.0
