Date,SYKStock_Open_average,SYKStock_Open_max,SYKStock_Open_min,SYKStock_Open_volatility,SYKStock_Open_change,SYKStock_High_average,SYKStock_High_max,SYKStock_High_min,SYKStock_High_volatility,SYKStock_High_change,SYKStock_Low_average,SYKStock_Low_max,SYKStock_Low_min,SYKStock_Low_volatility,SYKStock_Low_change,SYKStock_Close_average,SYKStock_Close_max,SYKStock_Close_min,SYKStock_Close_volatility,SYKStock_Close_change,SYKStock_Volume_average,SYKStock_Volume_max,SYKStock_Volume_min,SYKStock_Volume_volatility,SYKStock_Volume_change
2018-01-14,160.1175,161.02,159.36,1.6599999999999966,1.6599999999999966,161.005,161.84,160.46,1.3799999999999955,0.9399999999999977,159.5325,160.3,158.84,1.460000000000008,1.460000000000008,160.325,161.28,159.47,1.8100000000000023,1.8100000000000023,1307567,1369579,1196712,172867,-172867
2018-01-21,163.506,165.65,161.3,4.349999999999994,4.349999999999994,165.202,169.01,162.66,6.349999999999994,6.349999999999994,162.904,165.29,160.63,4.659999999999997,4.659999999999997,164.68200000000002,168.91,161.94,6.969999999999999,6.389999999999986,1222087,1354660,1009727,344933,-44473
2018-01-28,166.406,168.78,163.81,4.969999999999999,-4.969999999999999,167.31,170.0,164.54,5.460000000000008,-5.460000000000008,164.678,168.3,162.04,6.260000000000019,-6.260000000000019,165.722,168.75,162.25,6.5,-6.5,1862611,2846461,1240948,1605513,-317135
2018-02-04,153.74,161.45,149.27,12.179999999999978,-12.179999999999978,156.34,162.67,152.48,10.189999999999998,-10.189999999999998,150.066,153.27,146.8,6.469999999999999,-5.2099999999999795,152.28799999999998,154.4,148.01,6.390000000000015,-3.180000000000007,2028510,2754391,1550126,1204265,-1025844
2018-02-11,154.89,158.23,152.5,5.72999999999999,5.72999999999999,157.292,161.31,154.77,6.539999999999992,6.539999999999992,154.392,158.18,152.02,6.159999999999997,6.159999999999997,156.574,159.87,153.66,6.210000000000008,6.210000000000008,1307404,1792185,950036,842149,-503284
2018-02-18,159.1025,159.64,158.79,0.8499999999999943,0.5,160.7275,161.75,159.92,1.8300000000000125,1.8300000000000125,158.1525,158.89,157.77,1.1199999999999761,1.1199999999999761,159.32,161.7,157.88,3.819999999999993,2.9599999999999795,1085509,1428564,811520,617044,-135837
2018-02-25,162.906,166.09,158.3,7.789999999999992,-4.849999999999994,164.384,166.76,161.23,5.530000000000001,-4.740000000000009,161.136,164.12,158.21,5.909999999999997,-4.649999999999977,162.428,165.77,159.29,6.480000000000018,-4.969999999999999,1360817,1788941,1108078,680863,-680863
2018-03-04,162.458,164.36,160.0,4.360000000000014,4.360000000000014,164.502,167.62,163.21,4.409999999999997,4.409999999999997,161.846,163.84,159.88,3.960000000000008,3.960000000000008,163.60399999999998,166.41,162.54,3.8700000000000045,3.8700000000000045,1162559,1684033,878450,805583,781029
2018-03-11,167.272,168.92,166.31,2.609999999999985,0.22999999999998977,168.208,168.92,167.03,1.8899999999999864,-0.10999999999998522,166.014,166.66,165.82,0.8400000000000034,0.09999999999999432,167.06799999999998,167.89,166.38,1.509999999999991,-0.37999999999999545,1311157,2045086,736727,1308359,465121
2018-03-18,164.942,167.24,160.49,6.75,-6.75,165.476,167.75,161.25,6.5,-6.5,162.508,165.37,157.44,7.930000000000007,-7.199999999999989,163.13,166.51,157.57,8.939999999999998,-8.460000000000008,1026450,1227424,856651,370773,66805
2018-03-25,159.51999999999998,160.95,158.45,2.5,-0.8000000000000114,161.065,162.36,159.51,2.8500000000000227,1.960000000000008,157.7975,158.28,157.32,0.960000000000008,0.27000000000001023,159.45749999999998,160.92,157.97,2.9499999999999886,0.5199999999999818,1175969,1583893,822099,761794,247810
2018-04-01,158.632,160.92,156.5,4.4199999999999875,-1.7299999999999898,160.17600000000002,161.36,159.19,2.170000000000016,-1.4800000000000182,155.656,158.73,153.76,4.969999999999999,-0.75,157.882,160.07,155.17,4.900000000000006,-1.0800000000000125,1082882,1449933,773500,676433,-309901
2018-04-08,158.536,159.83,156.44,3.390000000000015,3.390000000000015,160.0,161.15,159.08,2.069999999999993,1.0,157.33,158.24,155.59,2.6500000000000057,1.7700000000000102,158.438,160.38,157.05,3.329999999999984,1.299999999999983,1032834,1224623,818912,405711,-316006
2018-04-15,163.032,164.2,160.3,3.8999999999999773,3.539999999999992,164.392,165.32,162.63,2.6899999999999977,2.569999999999993,161.908,163.36,159.6,3.7600000000000193,3.7600000000000193,163.644,164.71,162.06,2.6500000000000057,2.1899999999999977,1370624,2041696,1091225,950471,944027
2018-04-22,166.418,170.22,163.99,6.22999999999999,5.400000000000006,168.166,171.35,165.68,5.6699999999999875,3.569999999999993,164.388,166.5,162.59,3.9099999999999966,1.8300000000000125,167.13,170.67,164.71,5.9599999999999795,3.8899999999999864,1416796,1830433,1004599,825834,115198
2018-04-29,168.33599999999998,171.63,165.89,5.740000000000009,-5.740000000000009,169.5,172.99,167.38,5.610000000000014,-4.6299999999999955,166.328,169.42,163.91,5.509999999999991,-5.1299999999999955,168.04,169.42,166.81,2.609999999999985,-1.4199999999999875,1441630,2067343,904135,1163208,-1163208
2018-05-06,167.792,168.8,166.97,1.8300000000000125,0.5,168.802,169.89,167.35,2.539999999999992,0.5699999999999932,166.64600000000002,168.72,165.01,3.710000000000008,1.7299999999999898,167.988,169.48,166.62,2.859999999999985,2.0,959862,1338215,611503,726712,-726712
2018-05-13,169.67,171.43,167.92,3.5100000000000193,1.4599999999999795,171.348,173.47,168.71,4.759999999999991,3.6299999999999955,168.928,170.98,167.28,3.6999999999999886,2.7099999999999795,170.64,172.81,168.22,4.590000000000003,3.6599999999999966,1168483,1576936,759256,817680,-315834
2018-05-20,173.98,175.03,172.35,2.680000000000007,0.960000000000008,175.266,176.76,174.1,2.6599999999999966,1.0699999999999932,173.048,174.25,172.3,1.9499999999999886,0.8499999999999943,174.176,175.42,172.9,2.519999999999982,0.03999999999999204,865692,1030870,671875,358995,212357
2018-05-27,174.10250000000002,175.5,172.61,2.8899999999999864,2.579999999999984,175.4325,176.09,173.71,2.3799999999999955,2.2299999999999898,173.0625,174.03,171.24,2.789999999999992,2.789999999999992,174.2225,175.46,172.34,3.1200000000000045,3.1200000000000045,870916,1056259,714232,342027,-342027
2018-06-03,177.726,179.84,175.73,4.110000000000014,2.469999999999999,178.706,179.84,177.0,2.8400000000000034,2.1500000000000057,176.16,177.21,174.31,2.9000000000000057,2.9000000000000057,178.094,179.78,176.37,3.4099999999999966,2.579999999999984,930386,1106698,827394,279304,134684
2018-06-10,171.826,178.97,168.3,10.669999999999987,-9.72999999999999,172.37,179.6,169.39,10.210000000000008,-9.650000000000006,166.526,169.1,162.29,6.810000000000002,-1.3599999999999852,167.21,169.78,162.54,7.240000000000009,-1.4000000000000057,4753211,7037544,2150459,4887085,-1069728
2018-06-17,169.33599999999998,170.41,167.22,3.1899999999999977,3.1899999999999977,171.148,173.68,170.12,3.5600000000000023,2.969999999999999,168.604,170.0,166.97,3.030000000000001,3.030000000000001,170.266,172.0,169.54,2.460000000000008,1.75,1585861,1856518,1471472,385046,-231081
2018-06-24,170.318,171.72,168.58,3.1399999999999864,-1.4499999999999886,171.578,172.89,169.52,3.369999999999976,-0.5999999999999943,168.802,170.05,167.55,2.5,0.12999999999999545,169.904,172.25,168.86,3.3899999999999864,-1.4199999999999875,1298851,1589096,1037794,551302,-185684
2018-07-01,170.10500000000002,171.88,167.56,4.319999999999993,4.319999999999993,171.525,173.66,170.04,3.6200000000000045,3.6200000000000045,169.1075,170.98,166.69,4.289999999999992,4.289999999999992,171.0475,173.11,169.79,3.3200000000000216,3.1500000000000057,780319,1078550,436859,641691,-223577
2018-07-08,173.98600000000002,174.52,173.43,1.0900000000000034,1.0900000000000034,174.678,174.87,174.52,0.3499999999999943,0.13999999999998636,173.164,173.8,172.48,1.3200000000000216,1.1899999999999977,174.008,174.38,173.42,0.960000000000008,0.6899999999999977,601054,656824,536676,120148,-20123
2018-07-15,173.914,176.09,172.42,3.670000000000016,-1.7600000000000193,175.43800000000002,177.37,173.71,3.6599999999999966,1.0,172.916,173.59,172.23,1.3600000000000136,-0.46000000000000796,174.086,176.11,172.86,3.25,0.8800000000000239,916593,1023379,792344,231035,97536
2018-07-22,171.882,175.4,168.5,6.900000000000006,-2.3499999999999943,173.076,175.86,170.74,5.1200000000000045,-2.9199999999999875,169.63,172.86,166.07,6.7900000000000205,-5.400000000000006,171.602,174.68,169.04,5.640000000000015,-5.640000000000015,1550735,2777118,950253,1826865,226385
2018-07-29,165.90800000000002,168.74,163.38,5.360000000000014,-1.7199999999999989,166.876,168.75,165.53,3.219999999999999,-1.7299999999999898,164.05,164.71,163.16,1.5500000000000114,0.040000000000020464,164.998,166.45,163.25,3.1999999999999886,0.3100000000000023,1762827,2550113,1068033,1482080,-734047
2018-08-05,165.97,166.59,165.21,1.3799999999999955,1.2099999999999795,166.968,168.18,166.35,1.8300000000000125,0.789999999999992,164.988,166.15,164.3,1.8499999999999943,1.079999999999984,166.072,167.01,165.18,1.829999999999984,-0.25,966529,1232415,764323,468092,-468092
2018-08-12,166.91400000000002,168.6,165.83,2.769999999999982,2.549999999999983,168.38400000000001,170.21,167.03,3.180000000000007,2.5900000000000034,166.29999999999998,167.85,164.75,3.0999999999999943,1.7800000000000011,167.554,169.98,166.11,3.869999999999976,3.869999999999976,977175,1315536,677237,638299,555724
2018-08-19,169.308,170.31,167.76,2.5500000000000114,-0.9099999999999966,170.10999999999999,170.63,169.7,0.9300000000000068,-0.3499999999999943,168.5,169.27,167.69,1.5800000000000125,0.6400000000000148,169.226,169.98,168.3,1.6799999999999784,1.079999999999984,764926,950337,616787,333550,-333550
2018-08-26,170.148,170.76,168.48,2.280000000000001,-2.210000000000008,170.914,171.96,169.73,2.230000000000018,-1.2199999999999989,168.952,169.83,167.35,2.480000000000018,-2.1299999999999955,170.018,171.27,169.02,2.25,-1.049999999999983,1005525,1408387,732777,675610,572134
2018-09-02,168.97,170.52,167.82,2.700000000000017,1.0200000000000102,170.2125,171.68,168.48,3.200000000000017,0.8700000000000045,167.79,169.5,166.07,3.430000000000007,1.2299999999999898,169.41,171.25,168.04,3.210000000000008,1.1500000000000057,1014651,1290255,754969,535286,389546
2018-09-09,171.6,173.49,170.22,3.2700000000000102,3.0700000000000216,173.066,173.78,171.79,1.990000000000009,1.8300000000000125,170.57,171.81,169.73,2.0800000000000125,-0.14000000000001478,171.802,173.29,170.39,2.9000000000000057,0.11000000000001364,1415310,2388602,1070779,1317823,278788
2018-09-16,172.49,174.0,169.75,4.25,2.289999999999992,173.69,174.96,171.22,3.740000000000009,3.740000000000009,171.374,173.51,169.16,4.349999999999994,4.349999999999994,173.1,174.5,169.88,4.6200000000000045,4.6200000000000045,1802163,3222817,1346909,1875908,1779275
