Date,LAKEStock_Open_average,LAKEStock_Open_max,LAKEStock_Open_min,LAKEStock_Open_volatility,LAKEStock_Open_change,LAKEStock_High_average,LAKEStock_High_max,LAKEStock_High_min,LAKEStock_High_volatility,LAKEStock_High_change,LAKEStock_Low_average,LAKEStock_Low_max,LAKEStock_Low_min,LAKEStock_Low_volatility,LAKEStock_Low_change,LAKEStock_Close_average,LAKEStock_Close_max,LAKEStock_Close_min,LAKEStock_Close_volatility,LAKEStock_Close_change,LAKEStock_Volume_average,LAKEStock_Volume_max,LAKEStock_Volume_min,LAKEStock_Volume_volatility,LAKEStock_Volume_change
2018-01-14,14.125,14.35,14.0,0.34999999999999964,-0.29999999999999893,14.43,14.75,14.22,0.5299999999999994,-0.40000000000000036,13.9375,14.0,13.85,0.15000000000000036,-0.09999999999999964,14.0825,14.3,13.93,0.370000000000001,0.20000000000000107,36801,54519,27728,26791,-6688
2018-01-21,14.39,14.6,14.2,0.40000000000000036,0.10000000000000142,14.5,14.65,14.3,0.34999999999999964,0.09999999999999964,14.24,14.35,14.1,0.25,0.05000000000000071,14.37,14.6,14.25,0.34999999999999964,0.0,22637,35708,14724,20984,6968
2018-01-28,13.97,14.15,13.85,0.3000000000000007,-0.3000000000000007,14.134,14.2,13.99,0.20999999999999908,-0.20999999999999908,13.732,14.0,13.55,0.4499999999999993,-0.4499999999999993,13.91,14.1,13.65,0.4499999999999993,-0.34999999999999964,30957,44845,17060,27785,5416
2018-02-04,13.24,13.6,12.85,0.75,-0.34999999999999964,13.459999999999999,13.85,13.25,0.5999999999999996,-0.5999999999999996,12.74,13.05,12.2,0.8500000000000014,-0.4499999999999993,13.120000000000001,13.3,12.8,0.5,-0.5,65891,140990,32328,108662,9995
2018-02-11,12.97,13.15,12.8,0.34999999999999964,0.14999999999999858,13.16,13.25,13.1,0.15000000000000036,0.09999999999999964,12.83,12.95,12.75,0.1999999999999993,0.09999999999999964,12.99,13.1,12.85,0.25,-0.05000000000000071,22779,34535,7683,26852,-17920
2018-02-18,12.9125,13.05,12.75,0.3000000000000007,0.15000000000000036,13.055,13.12,13.0,0.11999999999999922,0.06999999999999851,12.8125,12.95,12.7,0.25,0.25,12.924999999999999,13.1,12.7,0.40000000000000036,0.40000000000000036,18115,34813,10953,23860,-21956
2018-02-25,13.196,13.38,13.05,0.33000000000000007,0.09999999999999964,13.348,13.5,13.2,0.3000000000000007,-0.1999999999999993,12.976,13.05,12.93,0.120000000000001,-0.07000000000000028,13.18,13.35,12.95,0.40000000000000036,-0.40000000000000036,28264,37656,20400,17256,10785
2018-03-04,13.2,13.6,12.9,0.6999999999999993,0.40000000000000036,13.426,13.65,13.2,0.45000000000000107,0.23000000000000043,13.03,13.2,12.85,0.34999999999999964,0.1999999999999993,13.23,13.45,13.0,0.4499999999999993,0.09999999999999964,25291,48103,9603,38500,-38500
2018-03-11,13.37,13.8,13.1,0.7000000000000011,0.25,13.65,13.95,13.25,0.6999999999999993,0.4499999999999993,13.252,13.5,13.06,0.4399999999999995,0.2400000000000002,13.48,13.9,13.15,0.75,0.40000000000000036,21041,32125,9403,22722,13434
2018-03-18,13.26,13.45,13.15,0.29999999999999893,-0.29999999999999893,13.452,13.61,13.25,0.35999999999999943,-0.35999999999999943,13.16,13.3,13.05,0.25,-0.25,13.23,13.35,13.1,0.25,-0.15000000000000036,9062,12637,6869,5768,3060
