Date,GASSStock_Open_average,GASSStock_Open_max,GASSStock_Open_min,GASSStock_Open_volatility,GASSStock_Open_change,GASSStock_High_average,GASSStock_High_max,GASSStock_High_min,GASSStock_High_volatility,GASSStock_High_change,GASSStock_Low_average,GASSStock_Low_max,GASSStock_Low_min,GASSStock_Low_volatility,GASSStock_Low_change,GASSStock_Close_average,GASSStock_Close_max,GASSStock_Close_min,GASSStock_Close_volatility,GASSStock_Close_change,GASSStock_Volume_average,GASSStock_Volume_max,GASSStock_Volume_min,GASSStock_Volume_volatility,GASSStock_Volume_change
2018-01-14,4.2524999999999995,4.37,4.1,0.27000000000000046,-0.25,4.355,4.5,4.19,0.3099999999999996,-0.3099999999999996,4.15,4.33,4.05,0.28000000000000025,-0.23000000000000043,4.205,4.37,4.1,0.27000000000000046,-0.2599999999999998,51140,67840,11350,56490,-56490
2018-01-21,4.22,4.32,4.11,0.20999999999999996,0.20999999999999996,4.296,4.34,4.21,0.1299999999999999,0.1200000000000001,4.186,4.21,4.11,0.09999999999999964,0.09999999999999964,4.246,4.32,4.19,0.1299999999999999,0.04999999999999982,27905,34644,22462,12182,-10876
2018-01-28,4.306,4.49,4.22,0.27000000000000046,0.27000000000000046,4.384,4.57,4.23,0.33999999999999986,0.2699999999999996,4.268,4.36,4.2,0.16000000000000014,0.16000000000000014,4.338,4.48,4.21,0.27000000000000046,0.1900000000000004,65450,127514,28725,98789,10387
2018-02-04,4.236,4.36,4.08,0.28000000000000025,-0.1200000000000001,4.328,4.4,4.25,0.15000000000000036,-0.0600000000000005,4.106,4.17,3.96,0.20999999999999996,0.02999999999999936,4.208,4.29,4.14,0.15000000000000036,0.15000000000000036,56847,84600,19460,65140,9737
2018-02-11,4.46,4.56,4.32,0.23999999999999932,0.14999999999999947,4.552,4.6,4.51,0.08999999999999986,0.02999999999999936,4.416,4.47,4.28,0.1899999999999995,0.1899999999999995,4.494,4.55,4.44,0.10999999999999943,0.05999999999999961,242391,645577,48719,596858,-40264
2018-02-18,4.34,4.52,4.0,0.5199999999999996,-0.16999999999999993,4.5,4.6,4.44,0.15999999999999925,-0.15999999999999925,4.255,4.4,4.0,0.40000000000000036,-0.1200000000000001,4.415,4.44,4.37,0.07000000000000028,-0.009999999999999787,123990,377554,22526,355028,-339753
2018-02-25,4.376,4.45,4.21,0.2400000000000002,0.020000000000000462,4.466,4.5,4.42,0.08000000000000007,0.020000000000000462,4.252,4.34,4.21,0.1299999999999999,0.0,4.344,4.44,4.22,0.22000000000000064,-0.07000000000000028,43617,54743,31983,22760,3749
2018-03-04,4.298,4.34,4.27,0.07000000000000028,0.0,4.362,4.38,4.32,0.05999999999999961,-0.04999999999999982,4.252,4.3,4.2,0.09999999999999964,-0.019999999999999574,4.294,4.35,4.25,0.09999999999999964,-0.05999999999999961,12914,18859,9685,9174,-9174
2018-03-11,4.226,4.26,4.18,0.08000000000000007,-0.040000000000000036,4.296,4.33,4.25,0.08000000000000007,0.0,4.202,4.22,4.18,0.040000000000000036,0.009999999999999787,4.22,4.25,4.2,0.04999999999999982,-0.009999999999999787,27741,48156,13225,34931,-10868
2018-03-18,4.116,4.23,4.04,0.1900000000000004,-0.1900000000000004,4.198,4.25,4.13,0.1200000000000001,0.019999999999999574,4.022,4.1,3.88,0.21999999999999975,-0.21999999999999975,4.042,4.12,3.89,0.22999999999999998,-0.22999999999999998,67057,159556,11939,147617,58299
2018-03-25,3.97,4.0,3.93,0.06999999999999984,0.020000000000000018,4.0825,4.17,4.03,0.13999999999999968,-0.13999999999999968,3.94,4.0,3.92,0.08000000000000007,0.0,3.9925,4.03,3.94,0.0900000000000003,0.03000000000000025,33180,37885,30592,7293,-4523
2018-04-01,3.968,4.05,3.89,0.1599999999999997,0.03000000000000025,4.024,4.09,3.94,0.1499999999999999,0.07000000000000028,3.89,3.93,3.84,0.0900000000000003,0.010000000000000231,3.944,4.0,3.87,0.1299999999999999,0.0,50308,96469,28446,68023,-58614
2018-04-08,4.018,4.1,3.95,0.14999999999999947,0.10999999999999943,4.076,4.14,4.01,0.1299999999999999,0.07000000000000028,3.9819999999999998,4.03,3.9,0.13000000000000034,0.11999999999999966,4.032,4.1,3.95,0.14999999999999947,0.08999999999999986,27884,45970,6652,39318,-15798
2018-04-15,4.046,4.1,4.0,0.09999999999999964,-0.040000000000000036,4.114,4.17,4.04,0.1299999999999999,0.09999999999999964,3.994,4.0,3.98,0.020000000000000018,0.020000000000000018,4.04,4.1,4.02,0.08000000000000007,0.0699999999999994,66865,85456,41742,43714,-41538
2018-04-22,4.118,4.17,4.05,0.1200000000000001,0.05999999999999961,4.196,4.24,4.13,0.11000000000000032,0.11000000000000032,4.046,4.15,4.0,0.15000000000000036,0.14000000000000057,4.146,4.2,4.05,0.15000000000000036,0.15000000000000036,25725,47637,10425,37212,-3695
2018-04-29,4.14,4.24,4.07,0.16999999999999993,-0.1299999999999999,4.198,4.24,4.16,0.08000000000000007,-0.08000000000000007,4.064,4.12,4.04,0.08000000000000007,-0.07000000000000028,4.116,4.21,4.06,0.15000000000000036,-0.1299999999999999,25862,42630,18136,24494,-1932
2018-05-06,4.142,4.18,4.09,0.08999999999999986,-0.08000000000000007,4.196,4.21,4.17,0.040000000000000036,-0.03000000000000025,4.108,4.12,4.09,0.03000000000000025,-0.020000000000000462,4.152,4.2,4.11,0.08999999999999986,0.020000000000000462,18668,27975,7999,19976,-14040
2018-05-13,4.2059999999999995,4.25,4.18,0.07000000000000028,-0.020000000000000462,4.22,4.25,4.18,0.07000000000000028,-0.07000000000000028,4.136,4.18,4.09,0.08999999999999986,-0.040000000000000036,4.166,4.23,4.09,0.14000000000000057,-0.14000000000000057,21351,39672,8371,31301,12368
2018-05-20,4.052,4.11,4.0,0.11000000000000032,-0.11000000000000032,4.098,4.14,4.05,0.08999999999999986,-0.08999999999999986,4.0120000000000005,4.09,3.97,0.11999999999999966,-0.09999999999999964,4.044,4.09,4.01,0.08000000000000007,-0.08000000000000007,72085,180027,15739,164288,84864
2018-05-27,4.0200000000000005,4.13,3.97,0.1599999999999997,0.020000000000000018,4.1175,4.18,4.03,0.14999999999999947,0.14999999999999947,3.9725,3.99,3.95,0.040000000000000036,0.03000000000000025,4.025,4.08,3.97,0.10999999999999988,0.04999999999999982,46746,58010,25502,32508,32508
2018-06-03,4.01,4.05,3.97,0.07999999999999963,-0.05999999999999961,4.042,4.08,4.01,0.07000000000000028,-0.07000000000000028,3.96,3.99,3.9,0.0900000000000003,-0.0900000000000003,3.976,4.01,3.91,0.09999999999999964,-0.09999999999999964,44923,62325,25959,36366,-19431
2018-06-10,3.892,3.92,3.85,0.06999999999999984,-0.06999999999999984,3.95,4.01,3.87,0.13999999999999968,-0.1200000000000001,3.856,3.9,3.79,0.10999999999999988,-0.10999999999999988,3.874,3.95,3.79,0.16000000000000014,-0.14000000000000012,31869,57545,16720,40825,-28828
2018-06-17,3.812,3.85,3.77,0.08000000000000007,0.06000000000000005,3.884,3.98,3.79,0.18999999999999995,0.10999999999999988,3.784,3.83,3.73,0.10000000000000009,0.06000000000000005,3.836,3.93,3.78,0.15000000000000036,0.15000000000000036,25209,42417,16985,25432,-11754
2018-06-24,3.86,3.92,3.82,0.10000000000000009,-0.04999999999999982,3.928,3.97,3.87,0.10000000000000009,0.03000000000000025,3.812,3.85,3.75,0.10000000000000009,0.03000000000000025,3.858,3.97,3.82,0.15000000000000036,0.13000000000000034,32849,42388,20802,21586,19196
2018-07-01,3.955,4.05,3.87,0.17999999999999972,0.09999999999999964,4.0675,4.18,3.99,0.1899999999999995,0.17999999999999972,3.9074999999999998,4.01,3.86,0.1499999999999999,0.11999999999999966,3.9825,4.02,3.92,0.09999999999999964,0.08999999999999986,35643,80615,9095,71520,62406
2018-07-08,3.9259999999999997,4.05,3.8,0.25,-0.20999999999999996,3.972,4.15,3.83,0.3200000000000003,-0.3100000000000005,3.828,4.04,3.7,0.33999999999999986,-0.28000000000000025,3.864,4.04,3.78,0.26000000000000023,-0.26000000000000023,62657,245323,11997,233326,-233326
2018-07-15,3.756,3.8,3.71,0.08999999999999986,0.009999999999999787,3.8,3.84,3.75,0.08999999999999986,0.040000000000000036,3.722,3.76,3.7,0.05999999999999961,-0.029999999999999805,3.746,3.78,3.7,0.07999999999999963,0.0,16097,30108,3832,26276,3516
2018-07-22,3.712,3.78,3.67,0.10999999999999988,-0.09999999999999964,3.748,3.78,3.72,0.05999999999999961,-0.05999999999999961,3.66,3.7,3.61,0.0900000000000003,-0.06000000000000005,3.686,3.72,3.62,0.10000000000000009,-0.03000000000000025,23605,43208,7449,35759,-11760
2018-07-29,3.716,3.77,3.68,0.08999999999999986,-0.020000000000000018,3.758,3.82,3.7,0.11999999999999966,-0.040000000000000036,3.672,3.71,3.64,0.06999999999999984,-0.04999999999999982,3.72,3.79,3.64,0.1499999999999999,-0.07000000000000028,14505,19469,9741,9728,487
2018-08-05,3.644,3.7,3.6,0.10000000000000009,-0.10000000000000009,3.696,3.71,3.67,0.040000000000000036,-0.03000000000000025,3.602,3.64,3.57,0.07000000000000028,-0.07000000000000028,3.62,3.65,3.6,0.04999999999999982,-0.04999999999999982,28075,44235,17751,26484,-15169
2018-08-12,3.602,3.7,3.55,0.15000000000000036,0.03000000000000025,3.634,3.7,3.59,0.11000000000000032,-0.010000000000000231,3.534,3.57,3.5,0.06999999999999984,0.06999999999999984,3.58,3.63,3.51,0.1200000000000001,0.0900000000000003,25900,77091,3408,73683,-73683
2018-08-19,3.642,3.84,3.53,0.31000000000000005,0.0,3.71,3.84,3.62,0.21999999999999975,0.1499999999999999,3.518,3.57,3.48,0.08999999999999986,-0.020000000000000018,3.538,3.59,3.48,0.10999999999999988,-0.020000000000000018,77318,187099,17671,169428,121825
2018-08-26,3.588,3.75,3.41,0.33999999999999986,0.08000000000000007,3.672,3.77,3.56,0.20999999999999996,0.040000000000000036,3.4899999999999998,3.61,3.38,0.22999999999999998,0.1299999999999999,3.59,3.73,3.45,0.2799999999999998,0.09999999999999964,76448,151577,27382,124195,-83407
2018-09-02,3.6075,3.71,3.53,0.18000000000000016,0.050000000000000266,3.685,3.73,3.63,0.10000000000000009,0.020000000000000018,3.565,3.6,3.53,0.07000000000000028,0.010000000000000231,3.6375,3.72,3.55,0.17000000000000037,-0.08000000000000007,29588,51967,19927,32040,25710
2018-09-09,3.596,3.64,3.56,0.08000000000000007,0.010000000000000231,3.654,3.67,3.65,0.020000000000000018,0.020000000000000018,3.562,3.59,3.54,0.04999999999999982,-0.020000000000000018,3.624,3.67,3.58,0.08999999999999986,0.020000000000000018,31170,67480,17670,49810,9619
