Date,Xtrackers Low Beta High Yield BondEtf_Open_average,Xtrackers Low Beta High Yield BondEtf_Open_max,Xtrackers Low Beta High Yield BondEtf_Open_min,Xtrackers Low Beta High Yield BondEtf_Open_volatility,Xtrackers Low Beta High Yield BondEtf_Open_change,Xtrackers Low Beta High Yield BondEtf_High_average,Xtrackers Low Beta High Yield BondEtf_High_max,Xtrackers Low Beta High Yield BondEtf_High_min,Xtrackers Low Beta High Yield BondEtf_High_volatility,Xtrackers Low Beta High Yield BondEtf_High_change,Xtrackers Low Beta High Yield BondEtf_Low_average,Xtrackers Low Beta High Yield BondEtf_Low_max,Xtrackers Low Beta High Yield BondEtf_Low_min,Xtrackers Low Beta High Yield BondEtf_Low_volatility,Xtrackers Low Beta High Yield BondEtf_Low_change,Xtrackers Low Beta High Yield BondEtf_Close_average,Xtrackers Low Beta High Yield BondEtf_Close_max,Xtrackers Low Beta High Yield BondEtf_Close_min,Xtrackers Low Beta High Yield BondEtf_Close_volatility,Xtrackers Low Beta High Yield BondEtf_Close_change
2018-05-27,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-06-03,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-06-10,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-06-17,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-06-24,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-07-01,48.62,48.62,48.62,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-07-08,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2018-07-15,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-07-22,48.35,48.35,48.35,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-07-29,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2018-08-05,48.62,48.62,48.62,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-08-12,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-08-19,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-08-26,48.1,48.1,48.1,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2018-09-02,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-09-09,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-09-16,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-09-23,48.32,48.32,48.32,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2018-09-30,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2018-10-07,48.1,48.1,48.1,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-10-14,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-10-21,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-10-28,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-11-04,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2018-11-11,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-11-18,48.27,48.27,48.27,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-11-25,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2018-12-02,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-12-09,47.69,47.69,47.69,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-12-16,47.07,47.07,47.07,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2018-12-23,47.31,47.31,47.31,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2018-12-30,47.64,47.64,47.64,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2019-01-06,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-01-13,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2019-01-20,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-01-27,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-02-03,49.0,49.0,49.0,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-02-10,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-02-17,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-02-24,49.33,49.33,49.33,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-03-03,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-03-10,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-03-17,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-03-24,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-03-31,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-04-07,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-04-14,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-04-21,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-04-28,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-05-05,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-05-12,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-05-19,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-05-26,49.42,49.42,49.42,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-06-02,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-06-09,49.91,49.91,49.91,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2019-06-16,50.38,50.38,50.38,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-06-23,50.27,50.27,50.27,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-06-30,50.15,50.15,50.15,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-07-07,50.2,50.2,50.2,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-07-14,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-07-21,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-07-28,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-08-04,50.12,50.12,50.12,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-08-11,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-08-18,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-08-25,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-09-01,50.6,50.6,50.6,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-09-08,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-09-15,50.54,50.54,50.54,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-09-22,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-09-29,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-10-06,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-10-13,50.48,50.48,50.48,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-10-20,50.61,50.61,50.61,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-10-27,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-11-03,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-11-10,50.38,50.38,50.38,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-11-17,50.29,50.29,50.29,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-11-24,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-12-01,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-12-08,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-12-15,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-12-22,50.47,50.47,50.47,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-12-29,50.49,50.49,50.49,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2020-01-05,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2020-01-12,50.69,50.69,50.69,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2020-01-19,50.63,50.63,50.63,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2020-01-26,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2020-02-02,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2020-02-09,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2020-02-16,50.66,50.66,50.66,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2020-02-23,49.62,49.62,49.62,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2020-03-01,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2020-03-08,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2020-03-15,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2020-03-22,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2020-03-29,44.94,44.94,44.94,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2020-04-05,48.01,48.01,48.01,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2020-04-12,48.49,48.49,48.49,0.0,0.0,49.61,49.61,49.61,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2020-04-19,47.42,47.42,47.42,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2020-04-26,47.48,47.48,47.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2020-05-03,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2020-05-10,47.4,47.4,47.4,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2020-05-17,48.44,48.44,48.44,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2020-05-24,49.0,49.0,49.0,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2020-05-31,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2020-06-07,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2020-06-14,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2020-06-21,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2020-06-28,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2020-07-05,49.25,49.25,49.25,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0
