Date,Direxion Daily Financial Bear 3X SharesEtf_Open_average,Direxion Daily Financial Bear 3X SharesEtf_Open_max,Direxion Daily Financial Bear 3X SharesEtf_Open_min,Direxion Daily Financial Bear 3X SharesEtf_Open_volatility,Direxion Daily Financial Bear 3X SharesEtf_Open_change,Direxion Daily Financial Bear 3X SharesEtf_High_average,Direxion Daily Financial Bear 3X SharesEtf_High_max,Direxion Daily Financial Bear 3X SharesEtf_High_min,Direxion Daily Financial Bear 3X SharesEtf_High_volatility,Direxion Daily Financial Bear 3X SharesEtf_High_change,Direxion Daily Financial Bear 3X SharesEtf_Low_average,Direxion Daily Financial Bear 3X SharesEtf_Low_max,Direxion Daily Financial Bear 3X SharesEtf_Low_min,Direxion Daily Financial Bear 3X SharesEtf_Low_volatility,Direxion Daily Financial Bear 3X SharesEtf_Low_change,Direxion Daily Financial Bear 3X SharesEtf_Close_average,Direxion Daily Financial Bear 3X SharesEtf_Close_max,Direxion Daily Financial Bear 3X SharesEtf_Close_min,Direxion Daily Financial Bear 3X SharesEtf_Close_volatility,Direxion Daily Financial Bear 3X SharesEtf_Close_change
2018-05-20,53.1,53.1,53.1,0.0,0.0,53.6,53.6,53.6,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-05-27,53.5,53.5,53.5,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-06-03,51.0,51.0,51.0,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-06-10,52.8,52.8,52.8,0.0,0.0,53.45,53.45,53.45,0.0,0.0,51.7,51.7,51.7,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2018-06-17,51.9,51.9,51.9,0.0,0.0,53.05,53.05,53.05,0.0,0.0,51.75,51.75,51.75,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2018-06-24,54.1,54.1,54.1,0.0,0.0,55.47,55.47,55.47,0.0,0.0,53.28,53.28,53.28,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2018-07-01,55.1,55.1,55.1,0.0,0.0,55.49,55.49,55.49,0.0,0.0,53.53,53.53,53.53,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-07-08,52.15,52.15,52.15,0.0,0.0,53.4,53.4,53.4,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-07-15,50.75,50.75,50.75,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-07-22,48.3,48.3,48.3,0.0,0.0,49.72,49.72,49.72,0.0,0.0,48.0,48.0,48.0,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-07-29,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-08-05,48.8,48.8,48.8,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.6,48.6,48.6,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-08-12,48.35,48.35,48.35,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-08-19,47.35,47.35,47.35,0.0,0.0,47.4,47.4,47.4,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2018-08-26,46.45,46.45,46.45,0.0,0.0,46.65,46.65,46.65,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2018-09-02,46.4,46.4,46.4,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2018-09-09,46.85,46.85,46.85,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-09-16,44.15,44.15,44.15,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-09-23,48.45,48.45,48.45,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2018-09-30,47.85,47.85,47.85,0.0,0.0,49.11,49.11,49.11,0.0,0.0,47.45,47.45,47.45,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-10-07,54.25,54.25,54.25,0.0,0.0,58.8,58.8,58.8,0.0,0.0,53.7,53.7,53.7,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2018-10-14,54.95,54.95,54.95,0.0,0.0,55.4,55.4,55.4,0.0,0.0,53.3,53.3,53.3,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2018-10-21,60.5,60.5,60.5,0.0,0.0,62.95,62.95,62.95,0.0,0.0,59.45,59.45,59.45,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2018-10-28,53.95,53.95,53.95,0.0,0.0,57.1,57.1,57.1,0.0,0.0,53.6,53.6,53.6,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2018-11-04,50.75,50.75,50.75,0.0,0.0,52.2,52.2,52.2,0.0,0.0,50.4,50.4,50.4,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2018-11-11,53.85,53.85,53.85,0.0,0.0,54.63,54.63,54.63,0.0,0.0,52.35,52.35,52.35,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-11-18,57.3,57.3,57.3,0.0,0.0,58.27,58.27,58.27,0.0,0.0,56.85,56.85,56.85,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-11-25,52.85,52.85,52.85,0.0,0.0,53.05,53.05,53.05,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2018-12-02,56.55,56.55,56.55,0.0,0.0,60.2,60.2,60.2,0.0,0.0,54.85,54.85,54.85,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2018-12-09,64.15,64.15,64.15,0.0,0.0,64.95,64.95,64.95,0.0,0.0,62.58,62.58,62.58,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2018-12-16,72.45,72.45,72.45,0.0,0.0,78.05,78.05,78.05,0.0,0.0,69.4,69.4,69.4,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2018-12-23,68.85,68.85,68.85,0.0,0.0,70.6,70.6,70.6,0.0,0.0,66.95,66.95,66.95,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2018-12-30,68.5,68.5,68.5,0.0,0.0,68.61,68.61,68.61,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2019-01-06,62.1,62.1,62.1,0.0,0.0,62.75,62.75,62.75,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-01-13,54.55,54.55,54.55,0.0,0.0,55.15,55.15,55.15,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2019-01-20,52.8,52.8,52.8,0.0,0.0,53.05,53.05,53.05,0.0,0.0,51.65,51.65,51.65,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-01-27,51.5,51.5,51.5,0.0,0.0,51.65,51.65,51.65,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-02-03,51.95,51.95,51.95,0.0,0.0,53.2,53.2,53.2,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-02-10,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2019-02-17,47.4,47.4,47.4,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2019-02-24,46.45,46.45,46.45,0.0,0.0,47.35,47.35,47.35,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-03-03,51.1,51.1,51.1,0.0,0.0,51.35,51.35,51.35,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-03-10,46.1,46.1,46.1,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-03-17,47.4,47.4,47.4,0.0,0.0,49.95,49.95,49.95,0.0,0.0,47.2,47.2,47.2,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-03-24,47.05,47.05,47.05,0.0,0.0,47.79,47.79,47.79,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-03-31,43.9,43.9,43.9,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-04-07,42.35,42.35,42.35,0.0,0.0,43.0,43.0,43.0,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-04-14,42.0,42.0,42.0,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-04-21,41.45,41.45,41.45,0.0,0.0,41.6,41.6,41.6,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-04-28,39.7,39.7,39.7,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-05-05,42.3,42.3,42.3,0.0,0.0,43.42,43.42,43.42,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-05-12,42.3,42.3,42.3,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-05-19,42.3,42.3,42.3,0.0,0.0,42.75,42.75,42.75,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-05-26,45.4,45.4,45.4,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.45,44.45,44.45,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-06-02,40.4,40.4,40.4,0.0,0.0,40.45,40.45,40.45,0.0,0.0,39.5,39.5,39.5,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-06-09,39.7,39.7,39.7,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-06-16,38.4,38.4,38.4,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-06-23,38.56,38.56,38.56,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2019-06-30,36.24,36.24,36.24,0.0,0.0,36.78,36.78,36.78,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-07-07,35.57,35.57,35.57,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-07-14,35.8,35.8,35.8,0.0,0.0,36.79,36.79,36.79,0.0,0.0,35.59,35.59,35.59,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-07-21,35.2,35.2,35.2,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-07-28,37.4,37.4,37.4,0.0,0.0,38.73,38.73,38.73,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-08-04,37.91,37.91,37.91,0.0,0.0,38.7,38.7,38.7,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-08-11,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,38.78,38.78,38.78,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-08-18,38.53,38.53,38.53,0.0,0.0,41.16,41.16,41.16,0.0,0.0,37.77,37.77,37.77,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-08-25,37.21,37.21,37.21,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-09-01,35.28,35.28,35.28,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-09-08,34.15,34.15,34.15,0.0,0.0,34.46,34.46,34.46,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-09-15,33.79,33.79,33.79,0.0,0.0,34.84,34.84,34.84,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-09-22,33.91,33.91,33.91,0.0,0.0,35.23,35.23,35.23,0.0,0.0,33.76,33.76,33.76,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-09-29,37.28,37.28,37.28,0.0,0.0,37.35,37.35,37.35,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-10-06,35.1,35.1,35.1,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.12,34.12,34.12,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-10-13,34.28,34.28,34.28,0.0,0.0,34.44,34.44,34.44,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-10-20,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-10-27,32.21,32.21,32.21,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-11-03,31.19,31.19,31.19,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-11-10,30.77,30.77,30.77,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-11-17,30.62,30.62,30.62,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-11-24,29.34,29.34,29.34,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-12-01,29.33,29.33,29.33,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-12-08,28.74,28.74,28.74,0.0,0.0,29.27,29.27,29.27,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-12-15,28.0,28.0,28.0,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.66,27.66,27.66,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-12-22,27.51,27.51,27.51,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-12-29,28.09,28.09,28.09,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2020-01-05,27.07,27.07,27.07,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2020-01-12,25.98,25.98,25.98,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2020-01-19,25.84,25.84,25.84,0.0,0.0,27.01,27.01,27.01,0.0,0.0,25.83,25.83,25.83,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2020-01-26,26.78,26.78,26.78,0.0,0.0,28.12,28.12,28.12,0.0,0.0,26.75,26.75,26.75,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2020-02-02,25.69,25.69,25.69,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2020-02-09,24.48,24.48,24.48,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2020-02-16,24.48,24.48,24.48,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2020-02-23,38.3,38.3,38.3,0.0,0.0,39.41,39.41,39.41,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2020-03-01,38.4,38.4,38.4,0.0,0.0,39.5,39.5,39.5,0.0,0.0,36.34,36.34,36.34,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2020-03-08,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2020-03-15,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2020-03-22,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2020-03-29,43.23,43.23,43.23,0.0,0.0,46.45,46.45,46.45,0.0,0.0,41.68,41.68,41.68,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2020-04-05,25.9,25.9,25.9,0.0,0.0,26.29,26.29,26.29,0.0,0.0,23.65,23.65,23.65,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2020-04-12,27.29,27.29,27.29,0.0,0.0,28.15,28.15,28.15,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2020-04-19,28.59,28.59,28.59,0.0,0.0,29.65,29.65,29.65,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2020-04-26,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2020-05-03,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2020-05-10,28.26,28.26,28.26,0.0,0.0,28.75,28.75,28.75,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2020-05-17,23.42,23.42,23.42,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2020-05-24,19.72,19.72,19.72,0.0,0.0,20.16,20.16,20.16,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2020-05-31,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2020-06-07,17.06,17.06,17.06,0.0,0.0,18.96,18.96,18.96,0.0,0.0,16.97,16.97,16.97,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2020-06-14,15.84,15.84,15.84,0.0,0.0,17.5,17.5,17.5,0.0,0.0,15.84,15.84,15.84,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2020-06-21,18.2,18.2,18.2,0.0,0.0,19.26,19.26,19.26,0.0,0.0,17.97,17.97,17.97,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2020-06-28,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2020-07-05,17.26,17.26,17.26,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.82,17.82,17.82,0.0,0.0
