Date,GFNStock_Open_average,GFNStock_Open_max,GFNStock_Open_min,GFNStock_Open_volatility,GFNStock_Open_change,GFNStock_High_average,GFNStock_High_max,GFNStock_High_min,GFNStock_High_volatility,GFNStock_High_change,GFNStock_Low_average,GFNStock_Low_max,GFNStock_Low_min,GFNStock_Low_volatility,GFNStock_Low_change,GFNStock_Close_average,GFNStock_Close_max,GFNStock_Close_min,GFNStock_Close_volatility,GFNStock_Close_change,GFNStock_Volume_average,GFNStock_Volume_max,GFNStock_Volume_min,GFNStock_Volume_volatility,GFNStock_Volume_change
2018-01-14,6.9225,7.0,6.89,0.11000000000000032,0.010000000000000675,7.05,7.1,7.0,0.09999999999999964,-0.09999999999999964,6.885,6.9,6.85,0.05000000000000071,0.010000000000000675,6.9625,7.0,6.9,0.09999999999999964,0.04999999999999982,15463,20430,8017,12413,-4860
2018-01-21,7.05,7.2,6.9,0.2999999999999998,0.25,7.19,7.35,7.0,0.34999999999999964,0.15000000000000036,6.88,7.05,6.7,0.34999999999999964,0.25,7.11,7.25,6.85,0.40000000000000036,0.3000000000000007,30399,78576,7997,70579,-2591
2018-01-28,6.96,7.05,6.9,0.14999999999999947,0.04999999999999982,7.1,7.2,7.05,0.15000000000000036,-0.15000000000000036,6.884,6.92,6.8,0.1200000000000001,0.019999999999999574,6.99,7.05,6.95,0.09999999999999964,0.09999999999999964,15572,35626,9154,26472,26299
2018-02-04,7.18,7.4,6.95,0.4500000000000002,0.2999999999999998,7.35,7.5,7.1,0.40000000000000036,0.3000000000000007,7.02,7.1,6.9,0.1999999999999993,0.14999999999999947,7.19,7.4,7.0,0.40000000000000036,0.40000000000000036,69824,163007,26987,136020,-8031
2018-02-11,7.44,7.5,7.4,0.09999999999999964,0.0,7.49,7.5,7.45,0.04999999999999982,-0.04999999999999982,7.3,7.35,7.15,0.1999999999999993,-0.04999999999999982,7.43,7.5,7.35,0.15000000000000036,-0.04999999999999982,33886,85063,13435,71628,-65955
2018-02-18,7.4,7.5,7.3,0.20000000000000018,0.15000000000000036,7.45,7.5,7.4,0.09999999999999964,0.04999999999999982,7.25,7.3,7.2,0.09999999999999964,0.0,7.3375,7.4,7.3,0.10000000000000053,0.04999999999999982,17074,29522,12018,17504,1388
2018-02-25,7.21,7.35,7.05,0.2999999999999998,-0.25,7.264,7.4,7.1,0.3000000000000007,-0.3000000000000007,7.044,7.16,6.91,0.25,-0.13999999999999968,7.14,7.3,7.05,0.25,-0.10000000000000053,20976,33003,10504,22499,-22499
2018-03-04,7.046,7.15,6.9,0.25,-0.019999999999999574,7.15,7.2,7.05,0.15000000000000036,0.04999999999999982,6.954,7.07,6.8,0.27000000000000046,0.20000000000000018,7.04,7.15,6.85,0.3000000000000007,0.25,19429,29609,7555,22054,-20637
2018-03-11,7.18,7.25,7.05,0.20000000000000018,0.20000000000000018,7.26,7.3,7.2,0.09999999999999964,0.04999999999999982,7.12,7.2,7.05,0.15000000000000036,0.15000000000000036,7.21,7.3,7.15,0.14999999999999947,0.14999999999999947,22219,37440,14774,22666,17501
2018-03-18,7.37,7.4,7.3,0.10000000000000053,-0.04999999999999982,7.41,7.45,7.4,0.04999999999999982,0.0,7.319999999999999,7.35,7.25,0.09999999999999964,-0.09999999999999964,7.390000000000001,7.4,7.35,0.05000000000000071,0.0,30406,49772,17670,32102,-8334
2018-03-25,7.375,7.4,7.3,0.10000000000000053,-0.10000000000000053,7.4,7.45,7.35,0.10000000000000053,-0.10000000000000053,7.2825,7.33,7.25,0.08000000000000007,-0.08000000000000007,7.3375,7.4,7.25,0.15000000000000036,-0.15000000000000036,23848,30474,20530,9944,-7957
2018-04-01,7.332,7.55,7.15,0.39999999999999947,0.34999999999999964,7.51,7.6,7.3,0.2999999999999998,0.2999999999999998,7.282,7.5,7.05,0.4500000000000002,0.40000000000000036,7.42,7.55,7.1,0.4500000000000002,0.4500000000000002,176991,474858,14900,459958,24041
2018-04-08,7.859999999999999,8.1,7.55,0.5499999999999998,0.5499999999999998,7.984,8.2,7.6,0.5999999999999996,0.5999999999999996,7.824,8.07,7.5,0.5700000000000003,0.5700000000000003,7.9799999999999995,8.2,7.6,0.5999999999999996,0.5999999999999996,59478,84871,36097,48774,-29128
2018-04-15,8.45,8.5,8.25,0.25,0.25,8.63,8.85,8.4,0.4499999999999993,0.29999999999999893,8.35,8.5,8.2,0.3000000000000007,0.10000000000000142,8.516,8.7,8.4,0.29999999999999893,0.29999999999999893,51365,61763,23281,38482,-12329
2018-04-22,8.69,8.75,8.6,0.15000000000000036,0.09999999999999964,8.766,8.85,8.7,0.15000000000000036,0.11999999999999922,8.648,8.75,8.51,0.2400000000000002,0.09999999999999964,8.725999999999999,8.82,8.68,0.14000000000000057,0.120000000000001,45831,70642,31419,39223,-36783
2018-04-29,9.25,9.4,8.8,0.5999999999999996,0.5499999999999989,9.43,9.45,9.4,0.049999999999998934,-0.049999999999998934,9.054,9.32,8.8,0.5199999999999996,0.0,9.290000000000001,9.4,9.0,0.40000000000000036,-0.40000000000000036,37206,65002,18792,46210,28656
2018-05-06,9.62,10.4,9.0,1.4000000000000004,1.4000000000000004,9.99,10.5,9.2,1.3000000000000007,1.3000000000000007,9.43,10.3,8.85,1.450000000000001,1.4000000000000004,9.966,10.5,9.2,1.3000000000000007,1.3000000000000007,64328,105654,28546,77108,77108
2018-05-13,10.65,10.8,10.5,0.3000000000000007,0.3000000000000007,10.73,10.9,10.6,0.3000000000000007,0.3000000000000007,10.586,10.75,10.43,0.3200000000000003,0.3200000000000003,10.73,10.9,10.6,0.3000000000000007,0.3000000000000007,39748,54020,29265,24755,5783
2018-05-20,11.01,11.1,10.8,0.29999999999999893,0.14999999999999858,11.2,11.3,11.1,0.20000000000000107,0.09999999999999964,10.934,11.02,10.8,0.21999999999999886,0.14999999999999858,11.08,11.2,10.95,0.25,0.1999999999999993,104805,180681,28114,152567,-87592
2018-05-27,10.925,11.15,10.7,0.45000000000000107,-0.45000000000000107,11.0875,11.15,10.9,0.25,0.0,10.4625,10.95,9.5,1.4499999999999993,-0.40000000000000036,10.9875,11.1,10.75,0.34999999999999964,0.09999999999999964,65142,90282,42780,47502,-21876
2018-06-03,11.11,11.2,11.05,0.14999999999999858,-0.14999999999999858,11.15,11.2,11.1,0.09999999999999964,-0.049999999999998934,10.83,10.97,10.53,0.4400000000000013,-0.27000000000000135,10.98,11.1,10.6,0.5,-0.5,41569,47276,31893,15383,2847
2018-06-10,11.22,11.65,10.6,1.0500000000000007,1.0500000000000007,11.56,11.9,11.35,0.5500000000000007,0.5500000000000007,11.07,11.55,10.45,1.1000000000000014,1.1000000000000014,11.48,11.9,11.0,0.9000000000000004,0.5500000000000007,222385,709409,44609,664800,-501981
2018-06-17,11.92,12.0,11.85,0.15000000000000036,-0.05000000000000071,12.07,12.4,11.9,0.5,0.40000000000000036,11.674,11.8,11.5,0.3000000000000007,-0.16999999999999993,11.959999999999999,12.35,11.75,0.5999999999999996,0.40000000000000036,281149,1162467,53834,1108633,1093208
