Date,MELIStock_Open_average,MELIStock_Open_max,MELIStock_Open_min,MELIStock_Open_volatility,MELIStock_Open_change,MELIStock_High_average,MELIStock_High_max,MELIStock_High_min,MELIStock_High_volatility,MELIStock_High_change,MELIStock_Low_average,MELIStock_Low_max,MELIStock_Low_min,MELIStock_Low_volatility,MELIStock_Low_change,MELIStock_Close_average,MELIStock_Close_max,MELIStock_Close_min,MELIStock_Close_volatility,MELIStock_Close_change,MELIStock_Volume_average,MELIStock_Volume_max,MELIStock_Volume_min,MELIStock_Volume_volatility,MELIStock_Volume_change
2018-01-14,342.4975,345.94,340.45,5.490000000000009,-5.0,346.8025,348.17,345.86,2.3100000000000023,-2.3100000000000023,339.44,340.28,338.41,1.8699999999999477,0.9300000000000068,341.8725,345.31,339.85,5.4599999999999795,5.4599999999999795,540192,1036864,337216,699648,-44408
2018-01-21,359.262,365.12,354.08,11.04000000000002,9.620000000000005,364.088,383.69,355.66,28.029999999999973,28.029999999999973,352.258,365.12,343.35,21.769999999999982,21.769999999999982,361.044,381.86,352.27,29.590000000000032,29.590000000000032,589266,926867,467444,459423,435161
2018-01-28,383.384,386.15,377.04,9.109999999999957,-5.060000000000002,388.462,395.67,379.94,15.730000000000018,-15.730000000000018,377.136,384.07,367.0,17.069999999999993,-15.04000000000002,382.178,390.27,368.39,21.879999999999995,-21.879999999999995,618550,1078479,361068,717411,-487194
2018-02-04,350.336,363.1,345.09,18.010000000000048,-14.420000000000016,359.898,374.45,350.53,23.920000000000016,-16.25999999999999,337.9,351.9,320.2,31.69999999999999,-31.69999999999999,345.434,351.99,335.86,16.129999999999995,-16.129999999999995,997795,1575995,610818,965177,965177
2018-02-11,362.346,381.01,339.07,41.94,38.139999999999986,375.244,383.26,366.29,16.96999999999997,13.930000000000007,357.87,369.68,339.07,30.610000000000014,30.610000000000014,368.918,379.05,353.45,25.600000000000023,16.420000000000016,616952,1121913,435872,686041,-674515
2018-02-18,371.22,380.0,359.89,20.110000000000014,-9.100000000000023,382.565,390.55,376.2,14.350000000000023,14.350000000000023,365.6275,372.61,356.09,16.52000000000004,-10.760000000000048,376.46999999999997,387.26,369.5,17.75999999999999,11.480000000000018,919962,1939054,462311,1476743,1415812
2018-02-25,387.938,392.56,381.31,11.25,-7.350000000000023,393.984,399.34,389.18,10.159999999999968,-3.740000000000009,377.168,381.02,372.24,8.779999999999973,-8.779999999999973,386.062,392.56,375.44,17.120000000000005,-3.6000000000000227,765428,1005883,469897,535986,-254985
2018-03-04,396.8,408.26,387.61,20.649999999999977,14.009999999999991,408.214,415.66,395.96,19.700000000000045,19.700000000000045,392.47,400.0,382.98,17.019999999999982,17.019999999999982,404.056,413.94,390.89,23.05000000000001,23.05000000000001,685255,950623,497453,453170,-102694
2018-03-11,403.704,414.81,389.04,25.769999999999982,-25.769999999999982,406.828,417.91,390.57,27.340000000000032,-25.139999999999986,393.178,402.81,373.35,29.45999999999998,-27.829999999999984,397.396,410.05,378.44,31.610000000000014,-31.610000000000014,547849,717343,315620,401723,155257
2018-03-18,362.826,374.74,350.0,24.74000000000001,-24.74000000000001,366.7,383.95,353.47,30.47999999999996,-30.47999999999996,352.444,363.55,340.01,23.54000000000002,-23.54000000000002,357.684,366.51,344.73,21.779999999999973,-21.779999999999973,751870,1416148,440414,975734,-844461
2018-03-25,350.4625,356.02,342.0,14.019999999999982,-10.350000000000023,358.4425,363.39,354.39,9.0,3.170000000000016,341.22,348.91,335.13,13.78000000000003,-4.319999999999993,350.805,356.39,341.22,15.169999999999959,2.990000000000009,808163,1359976,476567,883409,97108
2018-04-01,348.304,357.65,335.6,22.049999999999955,0.4399999999999977,356.826,362.69,353.0,9.689999999999998,-2.089999999999975,341.138,350.51,332.85,17.659999999999968,-3.6899999999999977,348.01,355.48,342.54,12.939999999999998,-4.659999999999968,510330,697963,371745,326218,-165009
2018-04-08,340.804,349.64,330.12,19.519999999999982,-14.879999999999995,344.538,352.78,334.29,18.489999999999952,-17.129999999999995,332.488,341.48,326.0,15.480000000000018,-13.560000000000002,335.254,347.83,327.4,20.430000000000007,-13.0,861075,1199635,361962,837673,639268
2018-04-15,332.94399999999996,345.0,319.65,25.350000000000023,-1.829999999999984,339.18600000000004,347.97,332.01,15.960000000000036,0.4000000000000341,322.584,333.51,313.55,19.95999999999998,-3.5300000000000296,331.982,345.1,322.78,22.32000000000005,1.7100000000000364,925337,1323840,742791,581049,-76534
2018-04-22,335.318,354.0,325.17,28.829999999999984,28.829999999999984,343.046,354.0,331.5,22.5,22.5,329.804,337.19,323.71,13.480000000000018,12.100000000000023,336.19599999999997,344.45,328.77,15.680000000000007,10.710000000000036,686078,883168,530701,352467,-9548
2018-04-29,335.382,340.79,327.29,13.5,-13.5,339.866,346.15,331.34,14.810000000000002,-14.810000000000002,331.836,337.43,325.47,11.95999999999998,-11.95999999999998,334.576,339.61,329.97,9.639999999999986,-9.639999999999986,554626,847634,297868,549766,549766
2018-05-06,325.71,336.32,309.89,26.430000000000007,-17.25999999999999,335.326,342.19,321.29,20.899999999999977,-20.899999999999977,319.482,331.18,305.98,25.19999999999999,-18.849999999999966,324.74,339.31,309.01,30.30000000000001,-30.30000000000001,1014430,1857524,396568,1460956,210926
2018-05-13,299.034,310.63,289.56,21.069999999999993,-12.879999999999995,304.9,314.78,295.89,18.889999999999986,-10.119999999999948,290.95,296.68,284.37,12.310000000000002,-4.439999999999998,297.736,305.13,290.75,14.379999999999995,-3.2099999999999795,995245,1383151,605541,777610,-414927
