Date,DGStock_Open_average,DGStock_Open_max,DGStock_Open_min,DGStock_Open_volatility,DGStock_Open_change,DGStock_High_average,DGStock_High_max,DGStock_High_min,DGStock_High_volatility,DGStock_High_change,DGStock_Low_average,DGStock_Low_max,DGStock_Low_min,DGStock_Low_volatility,DGStock_Low_change,DGStock_Close_average,DGStock_Close_max,DGStock_Close_min,DGStock_Close_volatility,DGStock_Close_change,DGStock_Volume_average,DGStock_Volume_max,DGStock_Volume_min,DGStock_Volume_volatility,DGStock_Volume_change
2018-01-14,100.325,101.53,99.17,2.3599999999999994,1.8299999999999983,101.03,102.09,99.7,2.3900000000000006,2.3900000000000006,99.46000000000001,100.91,97.92,2.989999999999995,2.989999999999995,100.4875,101.98,98.44,3.5400000000000063,3.5400000000000063,2084948,2553596,1498216,1055380,-555000
2018-01-21,103.58,105.07,101.94,3.1299999999999955,2.269999999999996,104.13,105.4,102.3,3.1000000000000085,3.030000000000001,102.208,103.42,101.09,2.3299999999999983,2.3299999999999983,103.43599999999999,105.3,102.27,3.030000000000001,3.030000000000001,1649025,2129105,1255022,874083,874083
2018-01-28,103.69,105.21,101.7,3.509999999999991,-3.509999999999991,104.21,105.82,101.7,4.11999999999999,-4.11999999999999,102.378,104.71,99.35,5.359999999999999,-5.359999999999999,102.882,105.34,99.44,5.900000000000006,-5.900000000000006,2777789,4381165,1980989,2400176,2400176
2018-02-04,96.93,98.68,94.19,4.490000000000009,-2.5900000000000034,99.168,100.45,98.0,2.450000000000003,-0.9500000000000028,94.976,97.45,92.74,4.710000000000008,-1.960000000000008,96.928,98.26,95.1,3.160000000000011,2.460000000000008,3124637,4252652,2236393,2016259,435033
2018-02-11,97.168,98.77,94.94,3.8299999999999983,-0.45999999999999375,98.33800000000001,99.08,97.33,1.75,-0.1799999999999926,95.50399999999999,97.02,93.32,3.700000000000003,3.700000000000003,96.96000000000001,98.45,95.09,3.3599999999999994,2.6400000000000006,2710165,4597555,1793467,2804088,-2804088
2018-02-18,95.64,96.77,94.88,1.8900000000000006,1.7199999999999989,96.8775,97.32,96.31,1.009999999999991,1.009999999999991,94.9325,95.72,93.67,2.049999999999997,2.049999999999997,95.7825,97.2,94.56,2.6400000000000006,2.6400000000000006,2078832,3110119,1331734,1778385,-1442232
2018-02-25,96.222,97.96,94.57,3.3900000000000006,-2.990000000000009,96.794,98.44,95.09,3.3499999999999943,-3.1400000000000006,94.536,96.62,92.8,3.8200000000000074,-3.8200000000000074,95.45,97.55,94.28,3.269999999999996,-3.269999999999996,2024112,2879739,1414003,1465736,1465736
2018-03-04,90.612,93.64,86.71,6.930000000000007,-6.930000000000007,91.18,94.19,87.18,7.009999999999991,-6.829999999999998,88.806,93.06,85.54,7.519999999999996,-7.519999999999996,89.85,93.44,86.05,7.390000000000001,-6.490000000000009,3877100,5306223,2424826,2881397,1102187
2018-03-11,91.09,96.22,87.24,8.980000000000004,6.3500000000000085,92.382,96.5,88.86,7.640000000000001,6.939999999999998,89.984,93.39,87.05,6.340000000000003,6.340000000000003,91.242,95.43,88.61,6.820000000000007,6.820000000000007,5397025,10226721,3741155,6485566,1386618
2018-03-18,93.47,95.5,91.84,3.6599999999999966,-3.6599999999999966,94.12,96.05,92.31,3.739999999999995,-3.739999999999995,92.156,93.37,89.89,3.480000000000004,-3.480000000000004,92.44800000000001,94.04,90.06,3.980000000000004,-3.980000000000004,2754765,3830269,2284969,1545300,156592
