Date,SPDR DoubleLine Total Return TacticEtf_Open_average,SPDR DoubleLine Total Return TacticEtf_Open_max,SPDR DoubleLine Total Return TacticEtf_Open_min,SPDR DoubleLine Total Return TacticEtf_Open_volatility,SPDR DoubleLine Total Return TacticEtf_Open_change,SPDR DoubleLine Total Return TacticEtf_High_average,SPDR DoubleLine Total Return TacticEtf_High_max,SPDR DoubleLine Total Return TacticEtf_High_min,SPDR DoubleLine Total Return TacticEtf_High_volatility,SPDR DoubleLine Total Return TacticEtf_High_change,SPDR DoubleLine Total Return TacticEtf_Low_average,SPDR DoubleLine Total Return TacticEtf_Low_max,SPDR DoubleLine Total Return TacticEtf_Low_min,SPDR DoubleLine Total Return TacticEtf_Low_volatility,SPDR DoubleLine Total Return TacticEtf_Low_change,SPDR DoubleLine Total Return TacticEtf_Close_average,SPDR DoubleLine Total Return TacticEtf_Close_max,SPDR DoubleLine Total Return TacticEtf_Close_min,SPDR DoubleLine Total Return TacticEtf_Close_volatility,SPDR DoubleLine Total Return TacticEtf_Close_change
2018-03-25,47.91,47.91,47.91,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-04-01,47.85,47.85,47.85,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2018-04-08,47.77,47.77,47.77,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-04-15,47.54,47.54,47.54,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-04-22,47.45,47.45,47.45,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-04-29,47.42,47.42,47.42,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2018-05-06,47.37,47.37,47.37,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-05-13,47.18,47.18,47.18,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2018-05-20,47.46,47.46,47.46,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-05-27,47.44,47.44,47.44,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2018-06-03,47.35,47.35,47.35,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2018-06-10,47.44,47.44,47.44,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-06-17,47.43,47.43,47.43,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-06-24,47.59,47.59,47.59,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-07-01,47.52,47.52,47.52,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2018-07-08,47.58,47.58,47.58,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-07-15,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-07-22,47.45,47.45,47.45,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-07-29,47.28,47.28,47.28,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-08-05,47.37,47.37,47.37,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2018-08-12,47.61,47.61,47.61,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-08-19,47.54,47.54,47.54,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2018-08-26,47.62,47.62,47.62,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2018-09-02,47.29,47.29,47.29,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-09-09,47.36,47.36,47.36,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2018-09-16,47.11,47.11,47.11,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-09-23,47.22,47.22,47.22,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-09-30,46.88,46.88,46.88,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2018-10-07,46.88,46.88,46.88,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2018-10-14,46.9,46.9,46.9,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2018-10-21,47.0,47.0,47.0,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-10-28,46.73,46.73,46.73,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-11-04,46.68,46.68,46.68,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-11-11,46.9,46.9,46.9,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-11-18,47.14,47.14,47.14,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-11-25,47.14,47.14,47.14,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2018-12-02,47.19,47.19,47.19,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2018-12-09,47.15,47.15,47.15,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-12-16,46.92,46.92,46.92,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2018-12-23,47.0,47.0,47.0,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-12-30,47.38,47.38,47.38,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-01-06,47.54,47.54,47.54,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2019-01-13,47.47,47.47,47.47,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-01-20,47.51,47.51,47.51,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2019-01-27,47.69,47.69,47.69,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-02-03,47.78,47.78,47.78,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-02-10,47.7,47.7,47.7,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-02-17,47.83,47.83,47.83,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2019-02-24,47.66,47.66,47.66,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-03-03,47.79,47.79,47.79,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-03-10,47.95,47.95,47.95,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-03-17,48.22,48.22,48.22,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2019-03-24,48.25,48.25,48.25,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-03-31,48.02,48.02,48.02,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-04-07,48.02,48.02,48.02,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2019-04-14,48.07,48.07,48.07,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-04-21,48.26,48.26,48.26,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2019-04-28,48.12,48.12,48.12,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2019-05-05,48.23,48.23,48.23,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-05-12,48.37,48.37,48.37,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-05-19,48.46,48.46,48.46,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2019-05-26,48.65,48.65,48.65,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-06-02,48.81,48.81,48.81,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2019-06-09,48.82,48.82,48.82,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-06-16,49.01,49.01,49.01,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-06-23,49.05,49.05,49.05,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-06-30,48.92,48.92,48.92,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2019-07-07,48.93,48.93,48.93,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2019-07-14,48.86,48.86,48.86,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-07-21,48.84,48.84,48.84,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2019-07-28,48.99,48.99,48.99,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2019-08-04,49.28,49.28,49.28,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-08-11,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-08-18,49.32,49.32,49.32,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-08-25,49.56,49.56,49.56,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-09-01,49.41,49.41,49.41,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-09-08,49.01,49.01,49.01,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2019-09-15,49.15,49.15,49.15,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-09-22,49.21,49.21,49.21,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-09-29,49.42,49.42,49.42,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-10-06,49.19,49.19,49.19,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-10-13,49.1,49.1,49.1,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-10-20,49.11,49.11,49.11,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2019-10-27,48.95,48.95,48.95,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-11-03,48.75,48.75,48.75,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-11-10,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-11-17,48.95,48.95,48.95,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-11-24,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-12-01,48.82,48.82,48.82,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-12-08,48.93,48.93,48.93,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-12-15,48.85,48.85,48.85,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2019-12-22,49.03,49.03,49.03,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-12-29,49.12,49.12,49.12,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2020-01-05,49.15,49.15,49.15,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2020-01-12,49.07,49.07,49.07,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2020-01-19,49.23,49.23,49.23,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2020-01-26,49.58,49.58,49.58,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2020-02-02,49.32,49.32,49.32,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2020-02-09,49.38,49.38,49.38,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2020-02-16,49.55,49.55,49.55,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2020-02-23,49.94,49.94,49.94,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2020-03-01,50.43,50.43,50.43,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2020-03-08,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2020-03-15,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2020-03-22,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2020-03-29,47.77,47.77,47.77,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2020-04-05,48.48,48.48,48.48,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2020-04-12,48.59,48.59,48.59,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2020-04-19,48.79,48.79,48.79,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2020-04-26,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2020-05-03,48.71,48.71,48.71,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2020-05-10,48.82,48.82,48.82,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2020-05-17,49.08,49.08,49.08,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2020-05-24,49.3,49.3,49.3,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2020-05-31,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2020-06-07,49.46,49.46,49.46,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2020-06-14,49.47,49.47,49.47,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2020-06-21,49.45,49.45,49.45,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2020-06-28,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2020-07-05,49.5,49.5,49.5,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.54,49.54,49.54,0.0,0.0
