Date,First Trust Multi Cap Value AlphaDEXEtf_Open_average,First Trust Multi Cap Value AlphaDEXEtf_Open_max,First Trust Multi Cap Value AlphaDEXEtf_Open_min,First Trust Multi Cap Value AlphaDEXEtf_Open_volatility,First Trust Multi Cap Value AlphaDEXEtf_Open_change,First Trust Multi Cap Value AlphaDEXEtf_High_average,First Trust Multi Cap Value AlphaDEXEtf_High_max,First Trust Multi Cap Value AlphaDEXEtf_High_min,First Trust Multi Cap Value AlphaDEXEtf_High_volatility,First Trust Multi Cap Value AlphaDEXEtf_High_change,First Trust Multi Cap Value AlphaDEXEtf_Low_average,First Trust Multi Cap Value AlphaDEXEtf_Low_max,First Trust Multi Cap Value AlphaDEXEtf_Low_min,First Trust Multi Cap Value AlphaDEXEtf_Low_volatility,First Trust Multi Cap Value AlphaDEXEtf_Low_change,First Trust Multi Cap Value AlphaDEXEtf_Close_average,First Trust Multi Cap Value AlphaDEXEtf_Close_max,First Trust Multi Cap Value AlphaDEXEtf_Close_min,First Trust Multi Cap Value AlphaDEXEtf_Close_volatility,First Trust Multi Cap Value AlphaDEXEtf_Close_change
2019-06-23,53.6,53.6,53.6,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-06-30,53.88,53.88,53.88,0.0,0.0,54.34,54.34,54.34,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2019-07-07,53.63,53.63,53.63,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.63,53.63,53.63,0.0,0.0,54.21,54.21,54.21,0.0,0.0
2019-07-14,53.48,53.48,53.48,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-07-21,54.17,54.17,54.17,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-07-28,52.27,52.27,52.27,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-08-04,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-08-11,49.9,49.9,49.9,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-08-18,50.22,50.22,50.22,0.0,0.0,50.47,50.47,50.47,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2019-08-25,50.5,50.5,50.5,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-09-01,51.82,51.82,51.82,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-09-08,54.88,54.88,54.88,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2019-09-15,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-09-22,53.12,53.12,53.12,0.0,0.0,53.47,53.47,53.47,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2019-09-29,51.41,51.41,51.41,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-10-06,52.55,52.55,52.55,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-10-13,53.05,53.05,53.05,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2019-10-20,54.06,54.06,54.06,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-10-27,54.78,54.78,54.78,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-11-03,56.52,56.52,56.52,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-11-10,56.14,56.14,56.14,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-11-17,55.76,55.76,55.76,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2019-11-24,56.47,56.47,56.47,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2019-12-01,56.74,56.74,56.74,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-12-08,57.05,57.05,57.05,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-12-15,58.15,58.15,58.15,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-12-22,58.21,58.21,58.21,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-12-29,57.64,57.64,57.64,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2020-01-05,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2020-01-12,58.34,58.34,58.34,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2020-01-19,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2020-01-26,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2020-02-02,56.25,56.25,56.25,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2020-02-09,56.92,56.92,56.92,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2020-02-16,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2020-02-23,47.7,47.7,47.7,0.0,0.0,48.58,48.58,48.58,0.0,0.0,47.48,47.48,47.48,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2020-03-01,46.93,46.93,46.93,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2020-03-08,36.84,36.84,36.84,0.0,0.0,39.11,39.11,39.11,0.0,0.0,36.77,36.77,36.77,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2020-03-15,33.1,33.1,33.1,0.0,0.0,34.31,34.31,34.31,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2020-03-22,35.59,35.59,35.59,0.0,0.0,36.63,36.63,36.63,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2020-03-29,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2020-04-05,39.99,39.99,39.99,0.0,0.0,41.48,41.48,41.48,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2020-04-12,38.75,38.75,38.75,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2020-04-19,38.3,38.3,38.3,0.0,0.0,38.84,38.84,38.84,0.0,0.0,37.71,37.71,37.71,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2020-04-26,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2020-05-03,41.57,41.57,41.57,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.47,41.47,41.47,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2020-05-10,39.12,39.12,39.12,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2020-05-17,42.26,42.26,42.26,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2020-05-24,44.75,44.75,44.75,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.51,44.51,44.51,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2020-05-31,52.15,52.15,52.15,0.0,0.0,53.76,53.76,53.76,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2020-06-07,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2020-06-14,48.25,48.25,48.25,0.0,0.0,48.28,48.28,48.28,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2020-06-21,44.81,44.81,44.81,0.0,0.0,44.81,44.81,44.81,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2020-06-28,46.53,46.53,46.53,0.0,0.0,46.53,46.53,46.53,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2020-07-05,45.09,45.09,45.09,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0
