Date,TXTStock_Open_average,TXTStock_Open_max,TXTStock_Open_min,TXTStock_Open_volatility,TXTStock_Open_change,TXTStock_High_average,TXTStock_High_max,TXTStock_High_min,TXTStock_High_volatility,TXTStock_High_change,TXTStock_Low_average,TXTStock_Low_max,TXTStock_Low_min,TXTStock_Low_volatility,TXTStock_Low_change,TXTStock_Close_average,TXTStock_Close_max,TXTStock_Close_min,TXTStock_Close_volatility,TXTStock_Close_change,TXTStock_Volume_average,TXTStock_Volume_max,TXTStock_Volume_min,TXTStock_Volume_volatility,TXTStock_Volume_change
2018-01-14,59.485,60.46,59.04,1.4200000000000017,-1.2800000000000011,59.64,60.54,59.18,1.3599999999999994,-1.3599999999999994,58.6,58.77,58.36,0.4100000000000037,0.259999999999998,58.915,59.17,58.78,0.39000000000000057,0.11999999999999744,1178542,1584291,937663,646628,-380234
2018-01-21,59.576,60.71,58.93,1.7800000000000011,1.7800000000000011,60.083999999999996,60.95,59.12,1.8300000000000054,1.8300000000000054,59.178000000000004,60.06,58.44,1.6200000000000045,1.6200000000000045,59.858000000000004,60.86,59.09,1.769999999999996,1.769999999999996,1277421,1751202,877547,873655,138506
2018-01-28,59.656,60.9,58.3,2.6000000000000014,-1.4099999999999966,60.818,62.19,60.14,2.049999999999997,-2.049999999999997,59.282,60.87,57.87,3.0,-1.9299999999999997,59.794000000000004,61.22,58.67,2.549999999999997,-2.1599999999999966,2002177,2675208,1630752,1044456,51507
2018-02-04,57.008,58.2,55.63,2.5700000000000003,-2.0,58.202,59.85,56.87,2.980000000000004,-2.980000000000004,55.58,56.95,54.36,2.5900000000000034,-1.7899999999999991,56.704,57.91,55.54,2.3699999999999974,-0.3499999999999943,2129842,2760228,1481612,1278616,-697399
2018-02-11,57.968,59.57,56.77,2.799999999999997,2.799999999999997,59.153999999999996,60.66,58.12,2.539999999999999,2.539999999999999,57.742,59.39,56.41,2.980000000000004,2.980000000000004,58.782,60.33,57.55,2.780000000000001,2.780000000000001,1853951,2167256,1650768,516488,-150505
2018-02-18,59.82,59.97,59.58,0.39000000000000057,-0.3200000000000003,60.4225,60.88,59.91,0.970000000000006,-0.970000000000006,59.3475,59.6,58.96,0.6400000000000006,-0.6400000000000006,59.595,60.06,59.28,0.7800000000000011,-0.7800000000000011,1781418,2424243,1340509,1083734,331373
2018-02-25,59.77,60.96,57.67,3.289999999999999,-2.1700000000000017,60.384,61.47,57.84,3.6299999999999955,-3.319999999999993,58.822,60.23,56.67,3.559999999999995,-2.8999999999999986,59.406,61.03,57.66,3.3700000000000045,-3.3700000000000045,1775283,2415956,1330340,1085616,560890
2018-03-04,58.418,59.45,57.16,2.2900000000000063,2.2900000000000063,59.19,60.41,58.68,1.7299999999999969,1.7199999999999989,58.076,59.15,56.93,2.219999999999999,2.219999999999999,58.988,60.4,58.38,2.019999999999996,2.019999999999996,1266306,1430482,1022981,407501,-252648
2018-03-11,59.461999999999996,60.37,59.11,1.259999999999998,-1.1999999999999957,59.482,60.37,59.11,1.259999999999998,-1.1999999999999957,58.566,58.88,58.01,0.8700000000000045,-0.17999999999999972,58.964,59.09,58.83,0.2600000000000051,-0.1700000000000017,2187179,2913683,1378675,1535008,-293018
2018-03-18,58.702,59.22,57.75,1.4699999999999989,-1.0300000000000011,59.144,59.85,58.22,1.6300000000000026,-0.8200000000000003,58.062,58.86,56.87,1.990000000000002,-1.4500000000000028,58.373999999999995,59.3,56.96,2.3399999999999963,-1.9799999999999969,1265258,1560983,904714,656269,296404
