Date,First Trust Energy AlphaDEXEtf_Open_average,First Trust Energy AlphaDEXEtf_Open_max,First Trust Energy AlphaDEXEtf_Open_min,First Trust Energy AlphaDEXEtf_Open_volatility,First Trust Energy AlphaDEXEtf_Open_change,First Trust Energy AlphaDEXEtf_High_average,First Trust Energy AlphaDEXEtf_High_max,First Trust Energy AlphaDEXEtf_High_min,First Trust Energy AlphaDEXEtf_High_volatility,First Trust Energy AlphaDEXEtf_High_change,First Trust Energy AlphaDEXEtf_Low_average,First Trust Energy AlphaDEXEtf_Low_max,First Trust Energy AlphaDEXEtf_Low_min,First Trust Energy AlphaDEXEtf_Low_volatility,First Trust Energy AlphaDEXEtf_Low_change,First Trust Energy AlphaDEXEtf_Close_average,First Trust Energy AlphaDEXEtf_Close_max,First Trust Energy AlphaDEXEtf_Close_min,First Trust Energy AlphaDEXEtf_Close_volatility,First Trust Energy AlphaDEXEtf_Close_change
2018-01-14,15.96,15.96,15.96,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2018-01-21,16.06,16.06,16.06,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2018-01-28,15.05,15.05,15.05,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2018-02-04,13.47,13.47,13.47,0.0,0.0,13.52,13.52,13.52,0.0,0.0,12.83,12.83,12.83,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2018-02-11,13.85,13.85,13.85,0.0,0.0,14.09,14.09,14.09,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2018-02-18,13.85,13.85,13.85,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.81,13.81,13.81,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2018-02-25,13.63,13.63,13.63,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.51,13.51,13.51,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2018-03-04,14.21,14.21,14.21,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2018-03-11,14.07,14.07,14.07,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.24,14.24,14.24,0.0,0.0
2018-03-18,14.39,14.39,14.39,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2018-03-25,14.09,14.09,14.09,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2018-04-01,14.49,14.49,14.49,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2018-04-08,15.16,15.16,15.16,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2018-04-15,15.67,15.67,15.67,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2018-04-22,15.91,15.91,15.91,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2018-04-29,15.72,15.72,15.72,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2018-05-06,16.65,16.65,16.65,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2018-05-13,17.3,17.3,17.3,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2018-05-20,16.53,16.53,16.53,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2018-05-27,16.88,16.88,16.88,0.0,0.0,17.08,17.08,17.08,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2018-06-03,16.84,16.84,16.84,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2018-06-10,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2018-06-17,16.9,16.9,16.9,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2018-06-24,16.95,16.95,16.95,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2018-07-01,16.73,16.73,16.73,0.0,0.0,17.16,17.16,17.16,0.0,0.0,16.69,16.69,16.69,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2018-07-08,16.99,16.99,16.99,0.0,0.0,17.21,17.21,17.21,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2018-07-15,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2018-07-22,17.07,17.07,17.07,0.0,0.0,17.19,17.19,17.19,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2018-07-29,16.89,16.89,16.89,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2018-08-05,16.65,16.65,16.65,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2018-08-12,16.21,16.21,16.21,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2018-08-19,16.98,16.98,16.98,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2018-08-26,17.06,17.06,17.06,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.87,16.87,16.87,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2018-09-02,16.3,16.3,16.3,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2018-09-09,16.85,16.85,16.85,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2018-09-16,17.26,17.26,17.26,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2018-09-23,17.44,17.44,17.44,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-09-30,17.96,17.96,17.96,0.0,0.0,18.03,18.03,18.03,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2018-10-07,17.15,17.15,17.15,0.0,0.0,17.18,17.18,17.18,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2018-10-14,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2018-10-21,14.86,14.86,14.86,0.0,0.0,15.12,15.12,15.12,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2018-10-28,15.41,15.41,15.41,0.0,0.0,15.49,15.49,15.49,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2018-11-04,14.93,14.93,14.93,0.0,0.0,15.18,15.18,15.18,0.0,0.0,14.74,14.74,14.74,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2018-11-11,14.6,14.6,14.6,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2018-11-18,13.82,13.82,13.82,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2018-11-25,14.08,14.08,14.08,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.88,13.88,13.88,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2018-12-02,13.78,13.78,13.78,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2018-12-09,12.88,12.88,12.88,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2018-12-16,11.33,11.33,11.33,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2018-12-23,11.62,11.62,11.62,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2018-12-30,11.95,11.95,11.95,0.0,0.0,12.24,12.24,12.24,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.22,12.22,12.22,0.0,0.0
2019-01-06,12.99,12.99,12.99,0.0,0.0,13.11,13.11,13.11,0.0,0.0,12.87,12.87,12.87,0.0,0.0,13.02,13.02,13.02,0.0,0.0
2019-01-13,13.45,13.45,13.45,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2019-01-20,12.95,12.95,12.95,0.0,0.0,13.24,13.24,13.24,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-01-27,13.26,13.26,13.26,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2019-02-03,12.56,12.56,12.56,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2019-02-10,13.13,13.13,13.13,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2019-02-17,13.12,13.12,13.12,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.08,13.08,13.08,0.0,0.0
2019-02-24,12.7,12.7,12.7,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-03-03,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.99,11.99,11.99,0.0,0.0
2019-03-10,12.61,12.61,12.61,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2019-03-17,13.04,13.04,13.04,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2019-03-24,13.12,13.12,13.12,0.0,0.0,13.18,13.18,13.18,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2019-03-31,13.0,13.0,13.0,0.0,0.0,13.34,13.34,13.34,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2019-04-07,13.56,13.56,13.56,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2019-04-14,13.48,13.48,13.48,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2019-04-21,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2019-04-28,12.28,12.28,12.28,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2019-05-05,12.27,12.27,12.27,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2019-05-12,12.42,12.42,12.42,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2019-05-19,11.4,11.4,11.4,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2019-05-26,10.62,10.62,10.62,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2019-06-02,10.83,10.83,10.83,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2019-06-09,10.71,10.71,10.71,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2019-06-16,11.28,11.28,11.28,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2019-06-23,11.34,11.34,11.34,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2019-06-30,11.12,11.12,11.12,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-07-07,11.32,11.32,11.32,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2019-07-14,10.68,10.68,10.68,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2019-07-21,10.71,10.71,10.71,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2019-07-28,10.48,10.48,10.48,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2019-08-04,9.89,9.89,9.89,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2019-08-11,9.1,9.1,9.1,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2019-08-18,9.29,9.29,9.29,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2019-08-25,9.47,9.47,9.47,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.39,9.39,9.39,0.0,0.0
2019-09-01,9.63,9.63,9.63,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2019-09-08,10.17,10.17,10.17,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-09-15,10.41,10.41,10.41,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-09-22,9.74,9.74,9.74,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.87,9.87,9.87,0.0,0.0
2019-09-29,9.51,9.51,9.51,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2019-10-06,9.37,9.37,9.37,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2019-10-13,9.26,9.26,9.26,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-10-20,9.55,9.55,9.55,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2019-10-27,9.51,9.51,9.51,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2019-11-03,9.76,9.76,9.76,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-11-10,9.42,9.42,9.42,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2019-11-17,9.35,9.35,9.35,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.39,9.39,9.39,0.0,0.0
2019-11-24,9.24,9.24,9.24,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2019-12-01,9.29,9.29,9.29,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.58,9.58,9.58,0.0,0.0
2019-12-08,10.02,10.02,10.02,0.0,0.0,10.09,10.09,10.09,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2019-12-15,10.35,10.35,10.35,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2019-12-22,10.67,10.67,10.67,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2019-12-29,10.79,10.79,10.79,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2020-01-05,10.47,10.47,10.47,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2020-01-12,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.18,10.18,10.18,0.0,0.0
2020-01-19,9.59,9.59,9.59,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2020-01-26,8.93,8.93,8.93,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.85,8.85,8.85,0.0,0.0
2020-02-02,8.91,8.91,8.91,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2020-02-09,8.96,8.96,8.96,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.78,8.78,8.78,0.0,0.0
2020-02-16,8.86,8.86,8.86,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.78,8.78,8.78,0.0,0.0
2020-02-23,6.65,6.65,6.65,0.0,0.0,7.19,7.19,7.19,0.0,0.0,6.65,6.65,6.65,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2020-03-01,6.49,6.49,6.49,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2020-03-08,4.49,4.49,4.49,0.0,0.0,4.49,4.49,4.49,0.0,0.0,4.49,4.49,4.49,0.0,0.0,4.49,4.49,4.49,0.0,0.0
2020-03-15,3.69,3.69,3.69,0.0,0.0,3.69,3.69,3.69,0.0,0.0,3.69,3.69,3.69,0.0,0.0,3.69,3.69,3.69,0.0,0.0
2020-03-22,3.92,3.92,3.92,0.0,0.0,3.92,3.92,3.92,0.0,0.0,3.92,3.92,3.92,0.0,0.0,3.92,3.92,3.92,0.0,0.0
2020-03-29,4.26,4.26,4.26,0.0,0.0,4.27,4.27,4.27,0.0,0.0,4.01,4.01,4.01,0.0,0.0,4.17,4.17,4.17,0.0,0.0
2020-04-05,5.26,5.26,5.26,0.0,0.0,5.51,5.51,5.51,0.0,0.0,4.75,4.75,4.75,0.0,0.0,5.01,5.01,5.01,0.0,0.0
2020-04-12,4.42,4.42,4.42,0.0,0.0,4.87,4.87,4.87,0.0,0.0,4.42,4.42,4.42,0.0,0.0,4.87,4.87,4.87,0.0,0.0
2020-04-19,5.6,5.6,5.6,0.0,0.0,5.61,5.61,5.61,0.0,0.0,5.29,5.29,5.29,0.0,0.0,5.45,5.45,5.45,0.0,0.0
