Date,CFStock_Open_average,CFStock_Open_max,CFStock_Open_min,CFStock_Open_volatility,CFStock_Open_change,CFStock_High_average,CFStock_High_max,CFStock_High_min,CFStock_High_volatility,CFStock_High_change,CFStock_Low_average,CFStock_Low_max,CFStock_Low_min,CFStock_Low_volatility,CFStock_Low_change,CFStock_Close_average,CFStock_Close_max,CFStock_Close_min,CFStock_Close_volatility,CFStock_Close_change,CFStock_Volume_average,CFStock_Volume_max,CFStock_Volume_min,CFStock_Volume_volatility,CFStock_Volume_change
2018-01-14,41.17,42.94,40.34,2.5999999999999943,-2.5700000000000003,41.415,42.97,40.63,2.3399999999999963,-2.3399999999999963,39.835,40.53,39.35,1.1799999999999997,-0.980000000000004,40.185,40.71,39.56,1.1499999999999986,-0.3200000000000003,5587077,6781118,3539914,3241204,-3241204
2018-01-21,40.996,42.0,40.27,1.7299999999999969,0.3299999999999983,41.788,42.23,40.86,1.3699999999999974,1.3699999999999974,40.446000000000005,41.03,40.27,0.759999999999998,0.0,41.264,42.13,40.41,1.720000000000006,1.2899999999999991,2365802,2758263,1814390,943873,485037
2018-01-28,41.856,42.18,41.31,0.8699999999999974,-0.5899999999999963,42.366,42.97,41.31,1.6599999999999966,-1.2100000000000009,41.1,41.51,39.58,1.9299999999999997,-1.8800000000000026,41.604,42.44,39.91,2.530000000000001,-2.190000000000005,2211424,2730383,1911132,819251,-296917
2018-02-04,38.548,39.56,37.17,2.3900000000000006,-1.7600000000000051,39.672,40.49,38.18,2.3100000000000023,-2.3100000000000023,37.378,38.66,35.9,2.759999999999998,-2.200000000000003,38.36,39.48,37.46,2.019999999999996,-0.5800000000000054,3763748,4103212,3264357,838855,367085
2018-02-11,39.37,40.9,38.17,2.729999999999997,2.6099999999999994,40.07,41.11,38.88,2.229999999999997,2.1499999999999986,38.662,40.2,37.64,2.5600000000000023,2.5600000000000023,39.67,40.89,38.44,2.450000000000003,1.9200000000000017,3025380,3996001,2372683,1623318,-230861
2018-02-18,42.2775,43.43,40.56,2.8699999999999974,2.8699999999999974,43.3925,44.2,41.95,2.25,2.25,42.045,43.0,40.3,2.700000000000003,2.700000000000003,42.885,44.12,41.82,2.299999999999997,2.299999999999997,3561256,4653396,2733447,1919949,-1144602
2018-02-25,42.216,44.36,41.38,2.979999999999997,-2.8800000000000026,42.876,44.48,42.06,2.4199999999999946,-2.4199999999999946,41.362,42.38,40.53,1.8500000000000014,-1.8500000000000014,41.84,42.67,41.24,1.4299999999999997,-0.8000000000000043,2869570,3491957,2348463,1143494,-1143494
2018-03-04,42.534,44.94,41.27,3.6699999999999946,-1.3400000000000034,43.248,45.0,41.27,3.729999999999997,-2.739999999999995,41.388,43.06,39.61,3.450000000000003,-2.1499999999999986,42.412,44.56,40.89,3.6700000000000017,-3.0600000000000023,6029314,9383184,3685142,5698042,-5382347
2018-03-11,40.512,41.5,38.99,2.509999999999998,-2.3500000000000014,40.876,42.02,39.12,2.9000000000000057,-2.9000000000000057,39.592,41.01,38.08,2.9299999999999997,-2.9299999999999997,39.978,41.88,38.33,3.5500000000000043,-3.5500000000000043,3933592,4597441,3632972,964469,625992
2018-03-18,37.848,38.12,37.23,0.8900000000000006,-0.8900000000000006,38.519999999999996,39.16,37.87,1.2899999999999991,-0.6600000000000037,37.294,37.85,36.8,1.0500000000000043,-0.4100000000000037,37.698,38.66,36.92,1.7399999999999949,-0.769999999999996,3085861,4161372,2163096,1998276,-833692
