Date,Vanguard Short-Term Corporate BondEtf_Open_average,Vanguard Short-Term Corporate BondEtf_Open_max,Vanguard Short-Term Corporate BondEtf_Open_min,Vanguard Short-Term Corporate BondEtf_Open_volatility,Vanguard Short-Term Corporate BondEtf_Open_change,Vanguard Short-Term Corporate BondEtf_High_average,Vanguard Short-Term Corporate BondEtf_High_max,Vanguard Short-Term Corporate BondEtf_High_min,Vanguard Short-Term Corporate BondEtf_High_volatility,Vanguard Short-Term Corporate BondEtf_High_change,Vanguard Short-Term Corporate BondEtf_Low_average,Vanguard Short-Term Corporate BondEtf_Low_max,Vanguard Short-Term Corporate BondEtf_Low_min,Vanguard Short-Term Corporate BondEtf_Low_volatility,Vanguard Short-Term Corporate BondEtf_Low_change,Vanguard Short-Term Corporate BondEtf_Close_average,Vanguard Short-Term Corporate BondEtf_Close_max,Vanguard Short-Term Corporate BondEtf_Close_min,Vanguard Short-Term Corporate BondEtf_Close_volatility,Vanguard Short-Term Corporate BondEtf_Close_change
2016-06-26,80.84,80.84,80.84,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.86,80.86,80.86,0.0,0.0
2016-07-03,80.91,80.91,80.91,0.0,0.0,80.98,80.98,80.98,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.86,80.86,80.86,0.0,0.0
2016-07-10,80.64,80.64,80.64,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.45,80.45,80.45,0.0,0.0,80.46,80.46,80.46,0.0,0.0
2016-07-17,80.69,80.69,80.69,0.0,0.0,80.74,80.74,80.74,0.0,0.0,80.63,80.63,80.63,0.0,0.0,80.68,80.68,80.68,0.0,0.0
2016-07-24,80.86,80.86,80.86,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.93,80.93,80.93,0.0,0.0
2016-07-31,80.71,80.71,80.71,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.54,80.54,80.54,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2016-08-07,80.8,80.8,80.8,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.8,80.8,80.8,0.0,0.0
2016-08-14,80.75,80.75,80.75,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.74,80.74,80.74,0.0,0.0
2016-08-21,80.81,80.81,80.81,0.0,0.0,80.81,80.81,80.81,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.67,80.67,80.67,0.0,0.0
2016-08-28,80.63,80.63,80.63,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.59,80.59,80.59,0.0,0.0
2016-09-04,80.6,80.6,80.6,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.49,80.49,80.49,0.0,0.0,80.51,80.51,80.51,0.0,0.0
2016-09-11,80.56,80.56,80.56,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.48,80.48,80.48,0.0,0.0,80.54,80.54,80.54,0.0,0.0
2016-09-18,80.59,80.59,80.59,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.51,80.51,80.51,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2016-09-25,80.64,80.64,80.64,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.54,80.54,80.54,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2016-10-02,80.3,80.3,80.3,0.0,0.0,80.34,80.34,80.34,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.32,80.32,80.32,0.0,0.0
2016-10-09,80.32,80.32,80.32,0.0,0.0,80.39,80.39,80.39,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.31,80.31,80.31,0.0,0.0
2016-10-16,80.45,80.45,80.45,0.0,0.0,80.48,80.48,80.48,0.0,0.0,80.4,80.4,80.4,0.0,0.0,80.48,80.48,80.48,0.0,0.0
2016-10-23,80.32,80.32,80.32,0.0,0.0,80.33,80.33,80.33,0.0,0.0,80.26,80.26,80.26,0.0,0.0,80.29,80.29,80.29,0.0,0.0
2016-10-30,80.29,80.29,80.29,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.24,80.24,80.24,0.0,0.0,80.27,80.27,80.27,0.0,0.0
2016-11-06,79.9,79.9,79.9,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2016-11-13,79.56,79.56,79.56,0.0,0.0,79.59,79.59,79.59,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2016-11-20,79.36,79.36,79.36,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.31,79.31,79.31,0.0,0.0,79.34,79.34,79.34,0.0,0.0
2016-11-27,79.21,79.21,79.21,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.04,79.04,79.04,0.0,0.0,79.33,79.33,79.33,0.0,0.0
2016-12-04,79.4,79.4,79.4,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.32,79.32,79.32,0.0,0.0,79.36,79.36,79.36,0.0,0.0
2016-12-11,79.0,79.0,79.0,0.0,0.0,79.09,79.09,79.09,0.0,0.0,78.99,78.99,78.99,0.0,0.0,79.04,79.04,79.04,0.0,0.0
2016-12-18,79.07,79.07,79.07,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.02,79.02,79.02,0.0,0.0,79.09,79.09,79.09,0.0,0.0
2016-12-25,79.31,79.31,79.31,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.26,79.26,79.26,0.0,0.0,79.37,79.37,79.37,0.0,0.0
2017-01-01,79.44,79.44,79.44,0.0,0.0,79.47,79.47,79.47,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.33,79.33,79.33,0.0,0.0
2017-01-08,79.45,79.45,79.45,0.0,0.0,79.47,79.47,79.47,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.42,79.42,79.42,0.0,0.0
2017-01-15,79.38,79.38,79.38,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2017-01-22,79.57,79.57,79.57,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.56,79.56,79.56,0.0,0.0
2017-01-29,79.56,79.56,79.56,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.49,79.49,79.49,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2017-02-05,79.62,79.62,79.62,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2017-02-12,79.69,79.69,79.69,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2017-02-19,79.9,79.9,79.9,0.0,0.0,79.96,79.96,79.96,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2017-02-26,79.49,79.49,79.49,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2017-03-05,79.3,79.3,79.3,0.0,0.0,79.31,79.31,79.31,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.29,79.29,79.29,0.0,0.0
2017-03-12,79.46,79.46,79.46,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.41,79.41,79.41,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2017-03-19,79.66,79.66,79.66,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-03-26,79.72,79.72,79.72,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.74,79.74,79.74,0.0,0.0
2017-04-02,79.76,79.76,79.76,0.0,0.0,79.78,79.78,79.78,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.61,79.61,79.61,0.0,0.0
2017-04-09,79.9,79.9,79.9,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-04-16,80.02,80.02,80.02,0.0,0.0,80.03,80.03,80.03,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-04-23,79.89,79.89,79.89,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.88,79.88,79.88,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2017-04-30,79.74,79.74,79.74,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2017-05-07,79.87,79.87,79.87,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.91,79.91,79.91,0.0,0.0
2017-05-14,80.04,80.04,80.04,0.0,0.0,80.1,80.1,80.1,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.1,80.1,80.1,0.0,0.0
2017-05-21,80.02,80.02,80.02,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.01,80.01,80.01,0.0,0.0,80.05,80.05,80.05,0.0,0.0
2017-05-28,80.01,80.01,80.01,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.01,80.01,80.01,0.0,0.0,80.07,80.07,80.07,0.0,0.0
2017-06-04,79.96,79.96,79.96,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2017-06-11,80.03,80.03,80.03,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.02,80.02,80.02,0.0,0.0,80.07,80.07,80.07,0.0,0.0
2017-06-18,80.11,80.11,80.11,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.1,80.1,80.1,0.0,0.0
2017-06-25,80.08,80.08,80.08,0.0,0.0,80.1,80.1,80.1,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2017-07-02,79.86,79.86,79.86,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.8,79.8,79.8,0.0,0.0,79.82,79.82,79.82,0.0,0.0
2017-07-09,80.1,80.1,80.1,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.05,80.05,80.05,0.0,0.0,80.08,80.08,80.08,0.0,0.0
2017-07-16,80.21,80.21,80.21,0.0,0.0,80.24,80.24,80.24,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.23,80.23,80.23,0.0,0.0
2017-07-23,80.18,80.18,80.18,0.0,0.0,80.24,80.24,80.24,0.0,0.0,80.17,80.17,80.17,0.0,0.0,80.22,80.22,80.22,0.0,0.0
2017-07-30,80.15,80.15,80.15,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.11,80.11,80.11,0.0,0.0,80.16,80.16,80.16,0.0,0.0
2017-08-06,80.17,80.17,80.17,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.1,80.1,80.1,0.0,0.0,80.16,80.16,80.16,0.0,0.0
2017-08-13,80.25,80.25,80.25,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.16,80.16,80.16,0.0,0.0,80.17,80.17,80.17,0.0,0.0
2017-08-20,80.22,80.22,80.22,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.2,80.2,80.2,0.0,0.0,80.21,80.21,80.21,0.0,0.0
2017-08-27,80.2,80.2,80.2,0.0,0.0,80.22,80.22,80.22,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.14,80.14,80.14,0.0,0.0
2017-09-03,80.36,80.36,80.36,0.0,0.0,80.36,80.36,80.36,0.0,0.0,80.29,80.29,80.29,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2017-09-10,80.13,80.13,80.13,0.0,0.0,80.13,80.13,80.13,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.11,80.11,80.11,0.0,0.0
2017-09-17,80.09,80.09,80.09,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.07,80.07,80.07,0.0,0.0
2017-09-24,80.19,80.19,80.19,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.13,80.13,80.13,0.0,0.0
2017-10-01,79.97,79.97,79.97,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2017-10-08,80.11,80.11,80.11,0.0,0.0,80.13,80.13,80.13,0.0,0.0,80.07,80.07,80.07,0.0,0.0,80.11,80.11,80.11,0.0,0.0
2017-10-15,79.98,79.98,79.98,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.96,79.96,79.96,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2017-10-22,79.95,79.95,79.95,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2017-10-29,79.9,79.9,79.9,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2017-11-05,79.68,79.68,79.68,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.64,79.64,79.64,0.0,0.0
2017-11-12,79.64,79.64,79.64,0.0,0.0,79.66,79.66,79.66,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2017-11-19,79.7,79.7,79.7,0.0,0.0,79.72,79.72,79.72,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-11-26,79.47,79.47,79.47,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2017-12-03,79.46,79.46,79.46,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.47,79.47,79.47,0.0,0.0
2017-12-10,79.45,79.45,79.45,0.0,0.0,79.49,79.49,79.49,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2017-12-17,79.37,79.37,79.37,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.34,79.34,79.34,0.0,0.0
2017-12-24,79.32,79.32,79.32,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2017-12-31,79.28,79.28,79.28,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.19,79.19,79.19,0.0,0.0,79.26,79.26,79.26,0.0,0.0
