Date,UA_stock_Open_average,UA_stock_Open_max,UA_stock_Open_min,UA_stock_Open_volatility,UA_stock_Open_change,UA_stock_High_average,UA_stock_High_max,UA_stock_High_min,UA_stock_High_volatility,UA_stock_High_change,UA_stock_Low_average,UA_stock_Low_max,UA_stock_Low_min,UA_stock_Low_volatility,UA_stock_Low_change,UA_stock_Close_average,UA_stock_Close_max,UA_stock_Close_min,UA_stock_Close_volatility,UA_stock_Close_change,UA_stock_Volume_average,UA_stock_Volume_max,UA_stock_Volume_min,UA_stock_Volume_volatility,UA_stock_Volume_change
2016-01-03,40.976,41.96,40.47,1.490000000000002,-0.6899999999999977,41.49,42.1,40.54,1.5600000000000023,-0.8500000000000014,40.184,41.09,38.63,2.460000000000001,-1.8999999999999986,40.568,41.4,38.74,2.6599999999999966,-2.4099999999999966,3763339,4804116,2605077,2199039,183826
2016-01-10,36.5,37.13,35.0,2.1300000000000026,-1.6099999999999994,37.166,38.17,35.85,2.3200000000000003,-1.5499999999999972,35.492,37.03,34.74,2.289999999999999,-0.0899999999999963,36.416000000000004,37.27,35.45,1.8200000000000003,-0.6899999999999977,7004631,14518209,3891705,10626504,-10626504
2016-01-17,35.165,36.08,33.99,2.0899999999999963,0.4099999999999966,36.0325,36.58,35.28,1.2999999999999972,0.6499999999999986,34.325,35.71,32.66,3.0500000000000043,1.3900000000000006,35.425,36.57,34.67,1.8999999999999986,1.8999999999999986,4780153,6756997,3317771,3439226,-698311
2016-01-24,38.044,43.33,34.61,8.719999999999999,6.780000000000001,39.312,44.58,35.33,9.25,8.009999999999998,37.288000000000004,42.36,34.14,8.219999999999999,7.339999999999996,38.6,44.13,34.8,9.330000000000005,8.920000000000002,8184060,18580920,3562658,15018262,4690051
2016-01-31,42.614,43.87,41.37,2.5,-2.240000000000002,42.97,44.4,41.68,2.719999999999999,-2.4200000000000017,40.876,43.04,38.46,4.579999999999998,-4.579999999999998,41.936,43.98,39.95,4.029999999999994,-4.029999999999994,4673153,7025567,3019137,4006430,2091535
2016-02-07,37.996,39.45,36.91,2.5400000000000063,-1.3000000000000043,39.062,39.45,38.22,1.230000000000004,0.0,36.884,37.63,36.33,1.3000000000000043,1.3000000000000043,38.044,39.41,37.37,2.039999999999999,1.9299999999999997,5298646,8425251,3766902,4658349,-4658349
2016-02-14,41.6625,42.96,40.29,2.6700000000000017,1.2899999999999991,42.64,43.2,41.96,1.240000000000002,0.3299999999999983,41.0275,41.7,40.13,1.5700000000000003,0.6999999999999957,41.9175,42.86,41.29,1.5700000000000003,0.36999999999999744,4059699,6104775,2895649,3209126,-3093189
2016-02-21,42.12,42.98,41.25,1.7299999999999969,1.0599999999999952,42.918,43.87,42.35,1.519999999999996,1.4099999999999966,41.744,42.62,40.91,1.7100000000000009,0.9600000000000009,42.422,43.29,41.58,1.7100000000000009,1.3999999999999986,2349817,2804338,1932804,871534,871534
2016-02-28,43.284,43.82,42.57,1.25,-0.4399999999999977,43.734,44.32,43.12,1.2000000000000028,0.10000000000000142,42.656,43.31,41.62,1.6900000000000048,-0.46000000000000085,43.354,43.87,42.92,0.9499999999999957,0.1600000000000037,2643855,3229381,1895402,1333979,129142
2016-03-06,42.392,43.17,41.92,1.25,-1.0399999999999991,42.778,43.65,42.19,1.4600000000000009,-0.8900000000000006,41.626,42.56,40.76,1.8000000000000043,-1.0399999999999991,42.182,42.98,41.48,1.5,-0.38999999999999346,2380188,3297341,1727673,1569668,-914786
