Date,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Open_average,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Open_max,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Open_min,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_High_average,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_High_max,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_High_min,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Low_average,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Low_max,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Low_min,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Close_average,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Close_max,Goldman Sachs ActiveBeta Emerging Markets EquityEtf_Close_min
2018-04-08,-0.4040127121427852,-0.4040127121427852,-0.4040127121427852,-0.6433889904743383,-0.6433889904743383,-0.6433889904743383,-0.42798500826510655,-0.42798500826510655,-0.42798500826510655,-0.6711294083550348,-0.6711294083550348,-0.6711294083550348
2018-04-15,-0.5457612129537407,-0.5457612129537407,-0.5457612129537407,-0.7829589307976671,-0.7829589307976671,-0.7829589307976671,-0.46316964567752317,-0.46316964567752317,-0.46316964567752317,-0.7190248888390547,-0.7190248888390547,-0.7190248888390547
2018-04-22,-0.8380314483854658,-0.8380314483854658,-0.8380314483854658,-1.0089483316744792,-1.0089483316744792,-1.0089483316744792,-0.4396208847563807,-0.4396208847563807,-0.4396208847563807,-0.6659838940823704,-0.6659838940823704,-0.6659838940823704
2018-04-29,-1.795903401296234,-1.795903401296234,-1.795903401296234,-1.397510784774604,-1.397510784774604,-1.397510784774604,-1.187257179860572,-1.187257179860572,-1.187257179860572,-1.160301380230722,-1.160301380230722,-1.160301380230722
2018-05-06,-0.29689358633838325,-0.29689358633838325,-0.29689358633838325,-0.6425540774163964,-0.6425540774163964,-0.6425540774163964,-0.28805371313781275,-0.28805371313781275,-0.28805371313781275,-0.5214799161286179,-0.5214799161286179,-0.5214799161286179
2018-05-13,-1.5471938028804295,-1.5471938028804295,-1.5471938028804295,-1.7395158708681056,-1.7395158708681056,-1.7395158708681056,-1.312333090287626,-1.312333090287626,-1.312333090287626,-1.4660462886828693,-1.4660462886828693,-1.4660462886828693
2018-05-20,-1.210049125098624,-1.210049125098624,-1.210049125098624,-1.3562773773415864,-1.3562773773415864,-1.3562773773415864,-1.0415436871615271,-1.0415436871615271,-1.0415436871615271,-1.1503083853357399,-1.1503083853357399,-1.1503083853357399
2018-05-27,-1.2437454689499055,-1.2437454689499055,-1.2437454689499055,-1.3307918010472504,-1.3307918010472504,-1.3307918010472504,-1.043368515459741,-1.043368515459741,-1.043368515459741,-1.0768341347870083,-1.0768341347870083,-1.0768341347870083
2018-06-03,-0.9887958706736398,-0.9887958706736398,-0.9887958706736398,-0.9504530855191001,-0.9504530855191001,-0.9504530855191001,-0.9825519116310736,-0.9825519116310736,-0.9825519116310736,-0.7381330882088817,-0.7381330882088817,-0.7381330882088817
2018-06-10,-1.8354794970422257,-1.8354794970422257,-1.8354794970422257,-1.7867375225386977,-1.7867375225386977,-1.7867375225386977,-2.080114377957949,-2.080114377957949,-2.080114377957949,-1.761505299099641,-1.761505299099641,-1.761505299099641
2018-06-17,-1.8880164100058265,-1.8880164100058265,-1.8880164100058265,-2.135987054081178,-2.135987054081178,-2.135987054081178,-2.0740353995718928,-2.0740353995718928,-2.0740353995718928,-2.325596156404912,-2.325596156404912,-2.325596156404912
2018-06-24,-2.204020898699023,-2.204020898699023,-2.204020898699023,-2.27825970973645,-2.27825970973645,-2.27825970973645,-2.2025392092248985,-2.2025392092248985,-2.2025392092248985,-2.3667562141785514,-2.3667562141785514,-2.3667562141785514
2018-07-01,-1.883716564055362,-1.883716564055362,-1.883716564055362,-1.7659457752293883,-1.7659457752293883,-1.7659457752293883,-1.8817074427026579,-1.8817074427026579,-1.8817074427026579,-1.7960219190935074,-1.7960219190935074,-1.7960219190935074
2018-07-08,-1.1939063474564875,-1.1939063474564875,-1.1939063474564875,-1.2888694086675467,-1.2888694086675467,-1.2888694086675467,-1.220041207030669,-1.220041207030669,-1.220041207030669,-1.2481359322537262,-1.2481359322537262,-1.2481359322537262
