Date,Cambria Sovereign Bond_etf_Open_average,Cambria Sovereign Bond_etf_Open_max,Cambria Sovereign Bond_etf_Open_min,Cambria Sovereign Bond_etf_High_average,Cambria Sovereign Bond_etf_High_max,Cambria Sovereign Bond_etf_High_min,Cambria Sovereign Bond_etf_Low_average,Cambria Sovereign Bond_etf_Low_max,Cambria Sovereign Bond_etf_Low_min,Cambria Sovereign Bond_etf_Close_average,Cambria Sovereign Bond_etf_Close_max,Cambria Sovereign Bond_etf_Close_min
2018-04-08,-0.5614212290116127,-0.5614212290116127,-0.5614212290116127,-0.8995556581422073,-0.8995556581422073,-0.8995556581422073,-1.159199170684356,-1.159199170684356,-1.159199170684356,-1.2922201668227025,-1.2922201668227025,-1.2922201668227025
2018-04-15,-1.176186933608717,-1.176186933608717,-1.176186933608717,-1.2491637088940115,-1.2491637088940115,-1.2491637088940115,-1.0789385895167536,-1.0789385895167536,-1.0789385895167536,-1.2698151907693656,-1.2698151907693656,-1.2698151907693656
2018-04-22,-2.167003515302179,-2.167003515302179,-2.167003515302179,-2.4733665517068792,-2.4733665517068792,-2.4733665517068792,-2.4111943214473923,-2.4111943214473923,-2.4111943214473923,-2.291620622219704,-2.291620622219704,-2.291620622219704
2018-04-29,-2.6895483916005216,-2.6895483916005216,-2.6895483916005216,-2.6729031912843806,-2.6729031912843806,-2.6729031912843806,-2.3780327764964424,-2.3780327764964424,-2.3780327764964424,-2.7356997465323296,-2.7356997465323296,-2.7356997465323296
2018-05-06,-1.9356239804722999,-1.9356239804722999,-1.9356239804722999,-2.075719472179406,-2.075719472179406,-2.075719472179406,-1.8939143097325524,-1.8939143097325524,-1.8939143097325524,-1.999836817828532,-1.999836817828532,-1.999836817828532
2018-05-13,-2.377419392077872,-2.377419392077872,-2.377419392077872,-2.3104665833276012,-2.3104665833276012,-2.3104665833276012,-2.316157883530814,-2.316157883530814,-2.316157883530814,-2.4096767079365926,-2.4096767079365926,-2.4096767079365926
2018-05-20,-1.6838565330940072,-1.6838565330940072,-1.6838565330940072,-1.7870221811332019,-1.7870221811332019,-1.7870221811332019,-1.633546727200524,-1.633546727200524,-1.633546727200524,-1.6893438880991325,-1.6893438880991325,-1.6893438880991325
2018-05-27,-1.6944538019737836,-1.6944538019737836,-1.6944538019737836,-1.5344934009172049,-1.5344934009172049,-1.5344934009172049,-1.67912137715695,-1.67912137715695,-1.67912137715695,-1.540968863277682,-1.540968863277682,-1.540968863277682
2018-06-03,-1.2167664055941207,-1.2167664055941207,-1.2167664055941207,-1.3306832011612026,-1.3306832011612026,-1.3306832011612026,-1.4169614589182342,-1.4169614589182342,-1.4169614589182342,-1.3722204699801148,-1.3722204699801148,-1.3722204699801148
2018-06-10,-1.600584489082193,-1.600584489082193,-1.600584489082193,-1.6433952068005453,-1.6433952068005453,-1.6433952068005453,-1.5734919370886753,-1.5734919370886753,-1.5734919370886753,-1.5654977601718159,-1.5654977601718159,-1.5654977601718159
2018-06-17,-1.3513913175050007,-1.3513913175050007,-1.3513913175050007,-1.3928292949308059,-1.3928292949308059,-1.3928292949308059,-1.321689680964711,-1.321689680964711,-1.321689680964711,-1.3582708475978784,-1.3582708475978784,-1.3582708475978784
2018-06-24,-1.4384731972625702,-1.4384731972625702,-1.4384731972625702,-1.4963552947134429,-1.4963552947134429,-1.4963552947134429,-1.4254130367256936,-1.4254130367256936,-1.4254130367256936,-1.4464518804620876,-1.4464518804620876,-1.4464518804620876
2018-07-01,-1.0307409990007792,-1.0307409990007792,-1.0307409990007792,-0.9565014947903242,-0.9565014947903242,-0.9565014947903242,-1.0512795338640968,-1.0512795338640968,-1.0512795338640968,-0.912215493429836,-0.912215493429836,-0.912215493429836
2018-07-08,-0.8079836392759345,-0.8079836392759345,-0.8079836392759345,-0.8450835322445585,-0.8450835322445585,-0.8450835322445585,-1.0732813677422732,-1.0732813677422732,-1.0732813677422732,-0.7979438570817782,-0.7979438570817782,-0.7979438570817782
2018-07-15,-0.9725839365729286,-0.9725839365729286,-0.9725839365729286,-0.8817876233817437,-0.8817876233817437,-0.8817876233817437,-0.9707144725214782,-0.9707144725214782,-0.9707144725214782,-0.8843330389338782,-0.8843330389338782,-0.8843330389338782
2018-07-22,-0.03789780406385099,-0.03789780406385099,-0.03789780406385099,-0.17590178806393578,-0.17590178806393578,-0.17590178806393578,-0.011246661642787753,-0.011246661642787753,-0.011246661642787753,-0.1781856340032488,-0.1781856340032488,-0.1781856340032488
2018-07-29,-0.4316712972229805,-0.4316712972229805,-0.4316712972229805,-0.36900261685258096,-0.36900261685258096,-0.36900261685258096,-0.3091377716734633,-0.3091377716734633,-0.3091377716734633,-0.2951294397765051,-0.2951294397765051,-0.2951294397765051
2018-08-05,-1.8786614655351541,-1.8786614655351541,-1.8786614655351541,-0.9434760594469493,-0.9434760594469493,-0.9434760594469493,-1.8220942504901976,-1.8220942504901976,-1.8220942504901976,-1.566339196548068,-1.566339196548068,-1.566339196548068
2018-08-12,-1.7633877580214874,-1.7633877580214874,-1.7633877580214874,-2.1334399075135777,-2.1334399075135777,-2.1334399075135777,-1.7263046681419763,-1.7263046681419763,-1.7263046681419763,-2.0373390753067,-2.0373390753067,-2.0373390753067
2018-08-19,-1.5305764454662898,-1.5305764454662898,-1.5305764454662898,-1.7614802382608705,-1.7614802382608705,-1.7614802382608705,-1.502567695788263,-1.502567695788263,-1.502567695788263,-1.7195139205003969,-1.7195139205003969,-1.7195139205003969
2018-08-26,-1.9797985387467836,-1.9797985387467836,-1.9797985387467836,-2.1422753136780317,-2.1422753136780317,-2.1422753136780317,-2.2567424002156597,-2.2567424002156597,-2.2567424002156597,-2.192900368125931,-2.192900368125931,-2.192900368125931
2018-09-02,-1.994979114557753,-1.994979114557753,-1.994979114557753,-2.0484950302526803,-2.0484950302526803,-2.0484950302526803,-1.870800067638123,-1.870800067638123,-1.870800067638123,-2.002445885712778,-2.002445885712778,-2.002445885712778
2018-09-09,-0.8601854072332181,-0.8601854072332181,-0.8601854072332181,-0.7737602541079871,-0.7737602541079871,-0.7737602541079871,-0.8346527371067205,-0.8346527371067205,-0.8346527371067205,-0.780028006100112,-0.780028006100112,-0.780028006100112
